,region,customer_age_class,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
29,HSN,40 - 44,38.98,38.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
30,NRW,70 - 74,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
31,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
32,NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
33,KBW,25 - 29,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
34,KBW,55 - 59,37.99,37.99,30.0,0.0,VF RIP U-TREUE,1.0
35,KBW,65 - 69,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
36,NRW,55 - 59,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
37,NRW,35 - 39,24.99,24.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
38,NRW,35 - 39,50.97,29.99,30.0,0.0,VF RIP U-TREUE,1.0
39,NRW,50 - 54,59.97,49.97,30.0,0.0,VF CABLEMAX,1.0
40,NRW,50 - 54,37.99,37.99,30.0,0.0,VF RIP U-TREUE,0.0
41,NRW,40 - 44,39.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
42,KBW,30 - 34,43.97,43.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
43,NRW,60 - 64,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
44,KBW,18 - 24,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
45,NRW,65 - 69,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
46,NRW,55 - 59,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
47,KBW,50 - 54,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
48,KBW,50 - 54,39.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
49,NRW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
50,HSN,40 - 44,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
51,NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
52,KBW,50 - 54,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
53,KBW,25 - 29,34.99,34.99,30.0,0.0,VF RIP U-TREUE,1.0
54,NRW,60 - 64,37.99,37.99,30.0,0.0,VF RIP U-TREUE,1.0
55,HSN,30 - 34,39.98,39.98,30.0,0.0,VF CABLEMAX,1.0
56,NRW,30 - 34,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
57,KBW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
58,KBW,80 and over,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
59,KBW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
60,NRW,60 - 64,44.97,44.97,30.0,0.0,VF CABLEMAX,1.0
61,NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
62,NRW,30 - 34,49.97,39.99,30.0,0.0,VF RIP U-TREUE,1.0
63,NRW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
64,NRW,40 - 44,39.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
65,NRW,35 - 39,69.96,49.97,30.0,0.0,VF CABLEMAX,1.0
66,NRW,60 - 64,43.98,43.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
67,NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
68,NRW,75 - 79,29.99,29.99,675.0,0.0,GIGAZUHAUSE TREUE C,0.0
69,KBW,40 - 44,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
70,NRW,40 - 44,37.98,37.98,597.0,0.0,GIGAZUHAUSE TREUE C,1.0
71,KBW,55 - 59,60.98,39.99,30.0,0.0,VF RIP U-TREUE,0.0
72,KBW,40 - 44,44.98,44.98,37.0,0.0,RED INTERNET & PHONE CABLE U,1.0
73,NRW,40 - 44,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
74,HSN,55 - 59,34.99,34.99,30.0,0.0,VF RIP U-TREUE,0.0
75,NRW,35 - 39,37.99,37.99,30.0,0.0,VF RIP U-TREUE,1.0
76,NRW,25 - 29,49.98,49.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
77,HSN,35 - 39,34.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
78,NRW,45 - 49,37.98,37.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
79,NRW,65 - 69,51.94,57.97,30.0,0.0,3PLAY START,1.0
80,NRW,80 and over,46.96,46.96,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
81,NRW,30 - 34,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
82,KBW,18 - 24,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
83,KBW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
84,NRW,30 - 34,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
85,KBW,60 - 64,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
86,HSN,45 - 49,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
87,NRW,65 - 69,57.97,32.99,516.0,0.0,GIGAZUHAUSE TREUE B,1.0
88,KBW,40 - 44,73.95,42.98,30.0,0.0,VF RIP U-TREUE,0.0
89,HSN,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
90,NRW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
91,NRW,25 - 29,42.97,42.97,172.0,0.0,GIGAZUHAUSE KABEL,0.0
92,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
93,NRW,45 - 49,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
94,NRW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
95,NRW,55 - 59,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
96,HSN,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
97,NRW,25 - 29,52.97,39.98,176.0,0.0,GIGAZUHAUSE KABEL,1.0
98,NRW,25 - 29,69.96,44.98,30.0,0.0,VF CABLEMAX,1.0
99,NRW,60 - 64,30.95,30.95,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
100,NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
101,NRW,30 - 34,39.98,39.98,270.0,0.0,GIGAZUHAUSE KABEL,0.0
102,KBW,25 - 29,54.98,54.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
103,NRW,55 - 59,32.99,32.99,30.0,0.0,VF RIP U-TREUE,1.0
104,KBW,40 - 44,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
105,KBW,40 - 44,42.98,42.98,30.0,0.0,VF RIP U-TREUE,1.0
106,NRW,60 - 64,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
107,NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
108,KBW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
109,NRW,18 - 24,60.96,44.98,30.0,0.0,VF CABLEMAX,1.0
110,NRW,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
111,NRW,65 - 69,78.94,51.95,30.0,0.0,3PLAY PLUS,0.0
112,NRW,55 - 59,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
113,NRW,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
114,KBW,30 - 34,54.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
115,NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
116,KBW,60 - 64,50.98,63.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
117,KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
118,NRW,55 - 59,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
119,NRW,55 - 59,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
120,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
121,NRW,25 - 29,39.97,39.98,30.0,0.0,VF CABLEMAX,0.0
122,KBW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
123,NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
124,HSN,80 and over,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
125,NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
126,NRW,65 - 69,39.98,39.98,30.0,0.0,VF CABLEMAX,1.0
127,KBW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
128,NRW,25 - 29,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
129,NRW,50 - 54,49.99,49.99,30.0,1.0,RED INTERNET & PHONE CABLE U,0.0
130,NRW,60 - 64,63.97,63.97,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
131,NRW,35 - 39,24.99,24.99,30.0,0.0,INTERNET COMFORT,0.0
132,NRW,25 - 29,42.97,42.97,30.0,0.0,VF CABLEMAX,0.0
133,NRW,45 - 49,54.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
134,NRW,65 - 69,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
135,NRW,80 and over,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
136,KBW,60 - 64,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
137,HSN,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
138,NRW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
139,KBW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
140,HSN,45 - 49,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
141,KBW,60 - 64,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
142,KBW,65 - 69,58.77,58.77,30.0,0.0,2PLAY,1.0
143,KBW,65 - 69,53.94,32.95,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
144,KBW,35 - 39,47.99,47.99,30.0,0.0,VF RIP U-TREUE,1.0
145,NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
146,NRW,55 - 59,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
147,NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
148,HSN,40 - 44,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
149,KBW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
150,NRW,40 - 44,42.98,42.98,30.0,0.0,VF RIP U-TREUE,0.0
151,KBW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
152,NRW,40 - 44,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
153,KBW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
154,KBW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
155,NRW,45 - 49,69.96,44.98,30.0,0.0,VF CABLEMAX,1.0
156,KBW,40 - 44,42.98,42.98,30.0,0.0,VF RIP U-TREUE,1.0
157,NRW,30 - 34,37.99,37.99,30.0,0.0,VF RIP U-TREUE,0.0
158,NRW,55 - 59,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
159,KBW,65 - 69,25.0,25.0,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
160,NRW,55 - 59,29.99,29.99,30.0,0.0,INTERNET PREMIUM,1.0
161,NRW,35 - 39,42.98,42.98,30.0,0.0,VF RIP U-TREUE,0.0
162,NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
163,NRW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
164,KBW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
165,HSN,30 - 34,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
166,NRW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
167,NRW,65 - 69,32.99,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
168,NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
169,KBW,40 - 44,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
170,KBW,50 - 54,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
171,NRW,40 - 44,49.97,49.97,30.0,0.0,VF CABLEMAX,0.0
172,KBW,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
173,NRW,30 - 34,25.0,25.0,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
174,KBW,75 - 79,149.92,149.92,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
175,NRW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
176,NRW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
177,NRW,35 - 39,49.97,49.97,30.0,0.0,VF CABLEMAX,0.0
178,KBW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
179,NRW,18 - 24,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
180,NRW,60 - 64,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
181,NRW,35 - 39,34.99,34.99,345.0,0.0,GIGAZUHAUSE KABEL,1.0
182,KBW,40 - 44,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
183,NRW,55 - 59,79.96,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
184,HSN,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
185,NRW,18 - 24,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
186,HSN,18 - 24,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
187,NRW,35 - 39,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
188,NRW,35 - 39,37.98,37.98,30.0,0.0,VF RIP U-TREUE,1.0
189,KBW,65 - 69,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
190,KBW,50 - 54,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
191,NRW,35 - 39,39.98,39.98,128.0,0.0,GIGAZUHAUSE KABEL,1.0
192,KBW,55 - 59,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
193,NRW,45 - 49,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
194,NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
195,NRW,75 - 79,37.99,37.99,30.0,0.0,VF RIP U-TREUE,0.0
196,KBW,55 - 59,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
197,NRW,55 - 59,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
198,KBW,18 - 24,39.98,39.98,309.0,0.0,GIGAZUHAUSE KABEL,0.0
199,KBW,50 - 54,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
200,NRW,40 - 44,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
201,KBW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
202,HSN,55 - 59,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
203,NRW,30 - 34,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
204,KBW,75 - 79,64.95,44.98,30.0,0.0,VF CABLEMAX,0.0
205,KBW,35 - 39,49.97,49.97,30.0,0.0,VF CABLEMAX,0.0
206,KBW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
207,NRW,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
208,HSN,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
209,KBW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
210,NRW,40 - 44,44.98,44.98,30.0,1.0,VF CABLEMAX,0.0
211,NRW,60 - 64,44.97,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
212,HSN,30 - 34,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL,0.0
213,KBW,40 - 44,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
214,NRW,65 - 69,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
215,KBW,35 - 39,39.98,39.98,30.0,0.0,VF CABLEMAX,1.0
216,KBW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
217,NRW,35 - 39,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL,0.0
218,KBW,60 - 64,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
219,NRW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
220,NRW,60 - 64,67.97,57.98,30.0,0.0,VF RIP U-TREUE,0.0
221,KBW,40 - 44,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
222,NRW,60 - 64,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
223,NRW,70 - 74,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
224,NRW,30 - 34,59.98,59.98,30.0,0.0,VF RIP U-TREUE,1.0
225,KBW,35 - 39,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
226,NRW,30 - 34,60.98,39.99,30.0,0.0,VF RIP U-TREUE,1.0
227,NRW,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
228,KBW,35 - 39,24.99,24.99,30.0,0.0,GIGAZUHAUSE TREUE C,0.0
229,KBW,50 - 54,49.98,49.98,30.0,0.0,VF RIP U-TREUE,0.0
230,HSN,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
231,KBW,40 - 44,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
232,NRW,40 - 44,44.99,44.99,165.0,0.0,GIGAZUHAUSE KABEL,0.0
233,NRW,80 and over,32.99,32.99,30.0,0.0,VF RIP U-TREUE,1.0
234,NRW,55 - 59,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
235,KBW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
236,NRW,60 - 64,64.97,39.99,30.0,0.0,VF RIP U-TREUE,0.0
237,NRW,50 - 54,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
238,KBW,40 - 44,72.96,37.99,30.0,0.0,VF RIP U-TREUE,1.0
239,NRW,55 - 59,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
240,NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
241,HSN,55 - 59,67.97,67.97,30.0,0.0,GIGAZUHAUSE KABEL,1.0
242,KBW,50 - 54,51.97,34.99,109.0,0.0,RED INTERNET & PHONE CABLE U,0.0
243,NRW,45 - 49,53.96,53.96,30.0,0.0,VF CABLEMAX,0.0
244,HSN,65 - 69,39.99,39.99,30.0,0.0,VF RIP U-TREUE,0.0
245,HSN,35 - 39,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
246,KBW,30 - 34,44.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL,1.0
247,KBW,35 - 39,43.98,43.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
248,NRW,55 - 59,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
249,HSN,30 - 34,59.98,59.98,30.0,0.0,VF RIP U-TREUE,0.0
250,KBW,55 - 59,39.99,39.99,592.0,0.0,GIGAZUHAUSE TREUE C,0.0
251,KBW,35 - 39,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
252,KBW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
253,KBW,50 - 54,19.99,19.99,30.0,0.0,TELEFON HSI,0.0
254,NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
255,KBW,35 - 39,44.98,44.98,86.0,0.0,RED INTERNET & PHONE CABLE U,1.0
256,NRW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,0.0
257,NRW,80 and over,43.98,43.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
258,NRW,65 - 69,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
259,NRW,45 - 49,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
260,NRW,45 - 49,42.99,42.99,30.0,0.0,GIGAZUHAUSE TREUE C,1.0
261,KBW,80 and over,60.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
262,KBW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
263,NRW,45 - 49,59.98,59.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
264,NRW,40 - 44,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
265,HSN,45 - 49,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
266,KBW,35 - 39,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
267,KBW,35 - 39,53.98,53.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
268,NRW,65 - 69,32.99,32.99,30.0,0.0,VF RIP U-TREUE,0.0
269,NRW,40 - 44,37.97,37.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
270,NRW,55 - 59,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
271,NRW,60 - 64,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
272,NRW,60 - 64,47.99,47.99,30.0,0.0,VF RIP U-TREUE,0.0
273,NRW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
274,NRW,55 - 59,37.99,37.99,30.0,0.0,VF RIP U-TREUE,0.0
275,KBW,65 - 69,57.97,32.99,30.0,0.0,VF RIP U-TREUE,1.0
276,NRW,40 - 44,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
277,KBW,35 - 39,47.97,47.97,30.0,0.0,GIGAZUHAUSE KABEL,0.0
278,NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U,0.0
279,HSN,40 - 44,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
280,KBW,18 - 24,39.98,39.98,30.0,0.0,VF CABLEMAX,1.0
281,KBW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
282,NRW,25 - 29,34.99,34.99,30.0,0.0,VF RIP U-TREUE,0.0
283,KBW,45 - 49,24.99,24.99,30.0,0.0,INTERNET COMFORT,0.0
284,NRW,40 - 44,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
285,KBW,55 - 59,43.95,43.97,30.0,0.0,VF CABLEMAX,0.0
286,KBW,35 - 39,32.98,32.98,30.0,0.0,2PLAY PLUS,1.0
287,HSN,55 - 59,49.99,49.99,322.0,0.0,GIGAZUHAUSE TREUE C,1.0
288,NRW,25 - 29,69.98,59.99,30.0,0.0,3PLAY FLY,0.0
289,KBW,30 - 34,37.98,37.98,30.0,0.0,GIGAZUHAUSE KABEL,1.0
290,KBW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE,1.0
291,HSN,65 - 69,56.94,35.86,30.0,0.0,3PLAY,0.0
292,NRW,70 - 74,54.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U,1.0
293,KBW,65 - 69,44.98,44.98,30.0,0.0,VF CABLEMAX,1.0
294,KBW,40 - 44,49.97,49.97,30.0,0.0,VF CABLEMAX,1.0
295,KBW,40 - 44,39.99,39.99,30.0,0.0,VF RIP U-TREUE,1.0
296,NRW,45 - 49,29.99,29.99,30.0,0.0,VF RIP U-TREUE,0.0
