,region,customer_age_class,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
120,1,3,44.98,44.98,30.0,0.0,55,1.0
121,2,9,47.96,47.96,30.0,0.0,57,0.0
122,2,2,39.99,39.99,30.0,0.0,50,1.0
123,2,7,44.98,44.98,30.0,0.0,55,1.0
124,1,2,34.99,34.99,30.0,0.0,50,1.0
125,2,4,34.99,34.99,30.0,0.0,50,0.0
126,2,4,58.98,58.98,30.0,0.0,38,1.0
127,2,3,39.99,39.99,30.0,0.0,57,1.0
128,2,4,39.99,39.99,30.0,0.0,50,0.0
129,2,7,29.99,39.98,333.0,0.0,41,0.0
130,0,2,32.99,32.99,30.0,0.0,57,1.0
131,2,8,19.99,19.99,30.0,0.0,0,0.0
132,1,10,68.94,68.94,30.0,0.0,38,0.0
133,2,7,29.99,29.99,30.0,0.0,57,1.0
134,2,2,34.99,34.99,30.0,0.0,50,1.0
135,1,4,39.99,39.99,30.0,0.0,50,0.0
136,1,5,54.99,54.99,30.0,0.0,50,1.0
137,2,0,39.99,39.99,30.0,0.0,50,1.0
138,2,5,39.98,39.98,30.0,0.0,57,0.0
139,2,6,44.98,44.98,30.0,0.0,55,1.0
140,2,2,39.99,39.99,30.0,0.0,50,1.0
141,2,3,34.99,34.99,30.0,0.0,57,0.0
142,1,6,39.99,39.99,30.0,0.0,50,1.0
143,0,6,39.99,39.99,30.0,0.0,57,0.0
144,2,3,44.98,44.98,30.0,0.0,50,1.0
145,2,4,44.98,44.98,30.0,0.0,55,1.0
146,2,9,42.98,42.98,30.0,3.0,57,0.0
147,2,11,52.98,52.98,7.0,0.0,38,1.0
148,0,2,49.99,49.99,30.0,0.0,38,1.0
149,2,10,39.98,39.98,30.0,0.0,50,1.0
150,2,3,42.97,42.97,30.0,0.0,57,0.0
151,2,3,58.93,37.95,30.0,0.0,3,1.0
152,2,7,49.97,49.97,30.0,1.0,55,1.0
153,1,8,44.98,44.98,30.0,0.0,55,1.0
154,1,11,54.98,34.99,30.0,0.0,57,0.0
155,2,2,44.98,44.98,30.0,1.0,50,1.0
156,1,4,65.97,44.98,30.0,0.0,55,1.0
157,1,2,34.99,34.99,30.0,0.0,50,0.0
158,0,1,39.99,39.99,30.0,0.0,50,0.0
159,2,3,34.99,34.99,30.0,0.0,57,0.0
160,2,2,24.99,24.99,30.0,0.0,57,1.0
161,1,10,59.98,39.99,30.0,0.0,50,0.0
162,1,8,44.98,44.98,30.0,0.0,55,0.0
163,2,1,34.99,34.99,30.0,0.0,50,0.0
164,2,6,47.99,47.99,30.0,0.0,57,1.0
165,1,5,39.98,39.98,87.0,0.0,38,0.0
166,0,2,29.99,29.99,30.0,0.0,46,0.0
167,2,8,44.97,44.97,30.0,0.0,38,0.0
168,1,10,39.99,39.99,30.0,0.0,55,1.0
169,2,4,34.98,34.98,30.0,0.0,57,1.0
170,2,6,49.97,49.97,30.0,0.0,55,1.0
171,0,2,34.99,34.99,30.0,0.0,50,0.0
172,2,4,39.98,39.98,30.0,0.0,50,0.0
173,1,3,39.98,39.99,30.0,0.0,57,0.0
174,1,7,49.99,49.99,30.0,0.0,50,0.0
175,2,1,49.99,49.99,30.0,0.0,50,1.0
176,2,7,49.99,49.99,30.0,0.0,57,0.0
177,2,6,44.98,44.98,30.0,0.0,50,0.0
178,1,7,39.99,39.99,30.0,0.0,57,1.0
179,1,5,49.99,49.99,30.0,0.0,50,1.0
180,2,8,58.98,58.98,30.0,0.0,50,1.0
181,0,2,37.78,37.78,30.0,0.0,50,1.0
182,1,3,39.99,39.99,30.0,0.0,50,1.0
183,2,12,47.98,37.99,30.0,0.0,57,0.0
184,0,6,29.99,29.99,30.0,0.0,57,1.0
185,2,2,39.99,39.99,30.0,0.0,50,1.0
186,2,8,44.98,44.98,30.0,0.0,50,1.0
187,2,3,37.99,37.99,30.0,0.0,57,1.0
188,2,5,39.99,39.99,30.0,0.0,57,1.0
189,1,2,39.99,39.99,30.0,0.0,50,0.0
190,1,2,44.98,44.98,30.0,0.0,57,1.0
191,2,5,37.98,37.98,30.0,0.0,57,1.0
192,2,4,39.99,39.99,30.0,0.0,57,1.0
193,2,3,34.99,34.99,30.0,0.0,50,1.0
194,0,7,39.99,39.99,30.0,0.0,50,1.0
195,1,0,39.99,39.99,30.0,0.0,50,0.0
196,2,1,34.99,34.99,30.0,0.0,38,0.0
197,2,4,39.99,39.99,30.0,0.0,50,0.0
198,2,3,44.99,37.99,30.0,0.0,57,0.0
199,1,8,44.98,44.98,30.0,0.0,55,0.0
200,2,4,39.99,39.99,30.0,0.0,57,1.0
201,2,5,44.98,44.98,30.0,0.0,55,1.0
202,2,2,42.98,42.98,30.0,0.0,57,1.0
203,0,8,34.99,34.99,30.0,0.0,50,1.0
204,1,3,59.98,59.98,30.0,0.0,50,0.0
205,2,12,44.98,44.98,30.0,0.0,55,0.0
206,2,8,34.99,34.99,30.0,0.0,50,0.0
207,2,10,34.99,55.97,30.0,0.0,50,1.0
208,2,7,49.97,49.97,30.0,0.0,55,0.0
209,1,1,54.98,54.98,135.0,0.0,38,1.0
210,1,5,44.98,44.98,30.0,0.0,55,0.0
211,2,9,32.99,32.99,30.0,0.0,57,0.0
212,2,5,42.97,42.97,30.0,0.0,38,0.0
213,0,3,24.99,24.99,30.0,0.0,50,1.0
214,1,10,39.99,39.99,30.0,0.0,50,0.0
215,2,9,64.96,44.98,30.0,0.0,55,1.0
216,1,2,39.99,39.99,30.0,0.0,50,0.0
217,0,5,29.99,29.99,30.0,0.0,57,0.0
218,1,9,34.99,34.99,30.0,0.0,50,1.0
219,1,1,39.98,39.98,133.0,0.0,38,1.0
220,2,3,39.99,39.99,30.0,0.0,50,0.0
221,2,7,44.98,44.98,30.0,0.0,55,0.0
222,2,6,39.99,39.99,30.0,0.0,50,0.0
223,1,3,32.99,32.99,234.0,0.0,40,0.0
224,1,8,44.98,44.98,30.0,0.0,55,1.0
225,1,1,44.98,44.98,30.0,0.0,55,1.0
226,0,4,44.98,44.98,30.0,0.0,50,1.0
227,2,6,34.99,34.99,30.0,0.0,50,0.0
228,2,2,34.99,34.99,30.0,0.0,50,0.0
229,1,9,44.99,44.99,30.0,0.0,50,0.0
230,2,9,50.98,29.99,49.0,0.0,50,1.0
231,2,1,34.99,34.99,30.0,0.0,50,0.0
232,0,4,44.98,44.98,30.0,0.0,55,0.0
233,2,2,34.99,34.99,30.0,0.0,38,1.0
234,2,3,44.98,44.98,30.0,0.0,50,1.0
235,1,3,34.99,34.99,30.0,0.0,50,1.0
236,2,7,39.99,39.99,30.0,0.0,50,0.0
237,2,11,34.99,34.99,30.0,0.0,50,1.0
238,2,1,37.98,37.98,30.0,0.0,57,1.0
239,2,7,37.98,27.99,671.0,0.0,41,0.0
240,1,7,34.99,34.99,30.0,0.0,50,1.0
241,2,8,24.99,24.99,30.0,0.0,45,1.0
242,2,11,54.98,29.99,30.0,0.0,50,0.0
243,2,4,34.99,34.99,30.0,0.0,50,0.0
244,2,9,63.95,42.97,30.0,0.0,11,0.0
245,1,2,54.98,34.99,30.0,0.0,50,1.0
246,1,5,32.99,32.99,30.0,0.0,57,1.0
247,0,1,39.98,39.98,30.0,0.0,38,1.0
248,2,6,34.99,34.99,30.0,0.0,50,1.0
249,0,1,34.99,34.99,30.0,0.0,50,0.0
250,2,7,47.98,47.98,30.0,0.0,38,0.0
251,1,2,44.98,44.98,30.0,0.0,55,1.0
252,0,7,49.97,49.97,30.0,0.0,55,0.0
253,2,5,32.98,32.98,360.0,0.0,40,0.0
254,0,7,54.98,54.98,30.0,0.0,38,1.0
255,1,1,44.98,44.98,30.0,0.0,55,1.0
256,2,5,59.98,59.98,30.0,0.0,55,0.0
257,1,3,44.98,44.98,30.0,0.0,55,1.0
258,1,2,39.98,39.98,30.0,0.0,50,0.0
259,1,4,44.98,44.98,30.0,0.0,55,1.0
260,1,2,29.99,29.99,30.0,0.0,50,1.0
261,1,6,70.95,49.97,30.0,0.0,55,1.0
262,2,12,39.98,39.98,364.0,0.0,38,1.0
263,2,1,59.99,59.99,30.0,0.0,38,0.0
264,2,4,49.99,49.99,30.0,0.0,38,1.0
265,2,9,25.0,25.0,30.0,0.0,6,0.0
266,2,6,49.99,49.99,30.0,0.0,38,1.0
267,2,9,64.97,44.98,30.0,0.0,55,0.0
268,2,11,44.98,44.98,30.0,0.0,50,0.0
269,1,2,44.98,44.98,30.0,0.0,50,1.0
270,2,1,39.99,39.99,30.0,0.0,57,0.0
271,1,11,34.99,34.99,30.0,0.0,50,0.0
272,2,2,44.98,44.98,30.0,0.0,50,1.0
273,2,9,42.97,42.97,30.0,0.0,50,0.0
274,2,11,42.98,42.98,30.0,0.0,57,1.0
275,2,3,44.98,44.98,30.0,2.0,55,0.0
276,0,3,49.97,49.97,30.0,0.0,55,0.0
277,2,12,40.97,24.99,30.0,0.0,50,0.0
278,0,10,42.97,42.97,546.0,0.0,3,1.0
279,0,3,44.98,44.98,30.0,0.0,55,1.0
280,2,5,42.97,42.97,30.0,0.0,38,1.0
281,0,4,44.98,44.98,30.0,0.0,55,0.0
282,2,6,49.99,49.99,30.0,0.0,38,0.0
283,0,2,44.98,44.98,30.0,0.0,55,1.0
284,1,9,32.97,32.97,30.0,0.0,38,0.0
285,2,2,34.99,34.99,30.0,0.0,50,1.0
286,0,6,24.99,24.99,30.0,0.0,50,1.0
287,2,6,29.99,29.99,30.0,0.0,57,0.0
288,1,12,44.98,44.98,30.0,0.0,50,1.0
289,0,2,39.98,39.98,234.0,0.0,38,1.0
290,2,1,39.99,39.99,549.0,0.0,50,0.0
291,2,10,34.99,34.99,30.0,0.0,57,1.0
292,2,2,29.99,29.99,30.0,0.0,50,1.0
293,0,12,39.99,39.99,30.0,0.0,50,1.0
294,2,3,39.99,39.99,30.0,0.0,50,1.0
295,1,9,63.97,34.99,30.0,0.0,50,0.0
296,2,9,49.97,29.99,679.0,0.0,57,1.0
297,2,10,34.99,34.99,30.0,0.0,50,0.0
298,1,6,0.0,0.0,30.0,0.0,48,1.0
299,2,3,42.97,42.97,30.0,0.0,50,1.0
300,0,8,39.98,39.98,30.0,0.0,50,0.0
301,1,2,34.99,34.99,30.0,0.0,50,1.0
302,0,6,39.99,39.99,30.0,0.0,50,0.0
303,2,1,44.98,44.98,30.0,0.0,50,1.0
304,2,9,82.93,37.96,30.0,0.0,50,1.0
305,2,6,44.98,44.98,30.0,0.0,50,1.0
306,1,2,34.99,34.99,30.0,0.0,50,1.0
307,2,1,39.99,39.99,30.0,0.0,57,1.0
308,2,4,32.99,32.99,30.0,0.0,50,1.0
309,1,2,44.98,44.98,30.0,0.0,55,1.0
310,2,10,34.99,34.99,30.0,0.0,50,1.0
311,2,3,44.98,44.98,30.0,0.0,55,1.0
312,2,3,44.98,44.98,30.0,0.0,55,0.0
313,2,6,44.98,44.98,30.0,0.0,50,1.0
314,1,7,49.97,49.97,30.0,0.0,50,0.0
315,1,7,44.98,44.98,30.0,0.0,57,1.0
316,1,6,49.97,49.97,30.0,0.0,55,1.0
317,1,4,38.98,38.98,30.0,0.0,50,1.0
318,2,9,34.99,34.99,30.0,0.0,50,1.0
319,2,5,44.98,44.98,30.0,0.0,50,1.0
320,2,0,39.98,39.98,30.0,0.0,50,0.0
321,0,3,37.99,37.99,30.0,0.0,57,0.0
322,1,1,34.99,34.99,30.0,0.0,50,1.0
323,1,1,39.98,39.98,30.0,0.0,38,1.0
324,2,6,37.99,37.99,30.0,0.0,57,0.0
325,0,4,54.97,39.98,50.0,0.0,55,1.0
326,2,8,39.98,39.98,129.0,0.0,38,0.0
327,1,6,49.99,49.97,699.0,0.0,38,0.0
328,2,7,52.96,52.96,30.0,0.0,55,1.0
329,2,3,39.98,39.98,30.0,0.0,38,1.0
330,1,6,49.99,49.99,30.0,0.0,50,1.0
331,2,3,39.99,39.99,30.0,0.0,50,0.0
332,1,12,51.96,51.96,30.0,0.0,50,0.0
333,2,4,44.97,44.97,30.0,0.0,55,1.0
334,2,2,34.99,34.99,30.0,0.0,50,1.0
335,1,7,34.99,34.99,30.0,0.0,50,1.0
336,2,6,84.96,49.99,30.0,0.0,57,1.0
337,2,6,29.99,29.99,30.0,0.0,57,0.0
338,1,3,32.99,32.99,30.0,0.0,40,1.0
339,2,3,24.99,24.99,192.0,0.0,41,0.0
340,1,10,39.99,39.99,30.0,0.0,50,1.0
341,1,9,34.99,34.99,30.0,0.0,50,1.0
342,2,5,44.99,44.99,30.0,0.0,50,1.0
343,1,2,44.98,44.98,30.0,0.0,50,1.0
344,1,2,34.99,34.99,30.0,0.0,50,1.0
345,2,1,44.98,44.98,30.0,0.0,55,1.0
346,0,4,44.98,44.98,30.0,0.0,55,1.0
347,0,12,54.99,54.99,647.0,0.0,50,0.0
348,2,6,44.98,44.98,30.0,0.0,55,1.0
349,2,3,44.98,44.98,30.0,0.0,55,1.0
350,1,6,39.98,39.98,30.0,0.0,50,0.0
351,0,6,34.99,34.99,30.0,0.0,50,1.0
352,1,3,49.99,49.99,30.0,0.0,38,0.0
353,2,2,34.99,34.99,30.0,0.0,38,1.0
354,1,4,44.98,44.98,30.0,0.0,55,1.0
355,0,10,27.99,27.99,30.0,0.0,57,1.0
356,1,5,39.98,39.98,619.0,0.0,40,1.0
357,2,7,29.99,29.99,30.0,0.0,57,0.0
358,1,0,44.98,44.98,30.0,0.0,50,1.0
359,1,2,34.99,34.99,30.0,0.0,50,0.0
360,2,1,34.99,34.99,30.0,0.0,50,1.0
361,2,4,42.98,42.98,30.0,0.0,57,0.0
362,2,6,34.99,34.99,30.0,0.0,50,1.0
363,2,12,39.99,39.99,30.0,0.0,50,0.0
364,2,4,32.97,32.97,30.0,0.0,38,1.0
365,2,12,44.98,44.98,30.0,0.0,50,0.0
366,1,7,54.95,44.97,30.0,0.0,55,1.0
367,1,9,54.97,34.99,30.0,1.0,50,1.0
368,1,7,69.95,44.98,30.0,0.0,55,1.0
369,2,2,44.98,44.98,30.0,0.0,50,1.0
370,1,2,44.99,44.99,128.0,0.0,38,1.0
371,2,2,39.99,39.99,30.0,0.0,57,1.0
372,2,5,54.99,54.99,30.0,0.0,50,1.0
373,2,2,34.99,34.99,30.0,0.0,50,0.0
374,1,1,34.99,34.99,30.0,0.0,50,1.0
375,2,8,44.98,44.98,30.0,0.0,55,0.0
376,0,10,44.98,44.98,30.0,0.0,55,0.0
377,2,3,44.98,44.98,30.0,0.0,55,1.0
378,1,4,42.98,42.98,30.0,0.0,57,0.0
379,1,0,44.98,44.98,30.0,0.0,50,1.0
380,2,10,39.99,39.99,30.0,0.0,57,1.0
381,2,1,39.99,39.99,30.0,0.0,50,0.0
382,1,4,42.98,42.98,30.0,0.0,57,0.0
383,2,1,39.99,39.99,30.0,0.0,57,0.0
384,2,0,62.98,62.98,220.0,0.0,38,1.0
385,2,1,44.98,44.98,30.0,0.0,55,1.0
386,1,1,54.99,54.99,30.0,0.0,50,1.0
387,2,1,44.98,44.98,30.0,0.0,50,1.0
388,2,5,49.99,49.99,30.0,0.0,50,1.0
389,1,7,74.96,44.98,30.0,0.0,57,1.0
390,2,8,35.97,35.97,543.0,0.0,40,0.0
391,2,5,49.97,49.97,30.0,0.0,50,0.0
392,2,2,34.99,34.99,30.0,0.0,50,1.0
393,2,5,47.99,47.99,30.0,0.0,57,1.0
394,2,4,52.97,44.98,30.0,0.0,50,1.0
395,2,3,64.98,64.98,30.0,0.0,29,1.0
396,1,1,34.99,34.99,30.0,0.0,50,0.0
397,2,1,34.99,34.99,30.0,0.0,50,0.0
398,2,1,39.99,39.99,30.0,0.0,50,1.0
399,1,7,49.97,49.97,30.0,0.0,50,0.0
400,1,6,49.99,49.99,30.0,0.0,50,1.0
401,1,7,71.95,50.94,30.0,0.0,29,0.0
402,2,2,39.99,39.99,30.0,0.0,50,1.0
403,2,3,39.99,39.99,30.0,0.0,57,0.0
404,0,10,0.0,0.0,30.0,0.0,48,1.0
405,2,2,39.98,39.98,30.0,0.0,38,1.0
406,2,8,49.97,49.97,30.0,0.0,55,0.0
407,0,5,34.99,34.99,30.0,0.0,50,0.0
408,1,5,44.98,44.98,30.0,0.0,50,0.0
409,2,8,78.93,43.95,30.0,0.0,55,0.0
410,2,6,39.99,39.99,30.0,0.0,50,0.0
411,2,5,38.98,38.98,30.0,0.0,50,1.0
412,1,12,74.95,38.98,30.0,0.0,50,1.0
413,0,2,44.98,44.98,30.0,0.0,55,0.0
414,2,10,75.98,54.99,30.0,0.0,50,1.0
415,2,2,39.99,39.99,30.0,0.0,50,1.0
416,2,4,34.99,34.99,30.0,0.0,50,1.0
417,2,2,44.99,44.99,30.0,0.0,50,1.0
418,1,4,29.99,29.99,30.0,0.0,57,1.0
419,2,2,42.98,42.98,30.0,0.0,57,0.0
420,2,7,44.97,44.97,574.0,0.0,40,0.0
421,1,5,37.99,37.99,30.0,0.0,57,1.0
422,1,3,49.97,49.97,30.0,0.0,38,0.0
423,1,3,39.99,39.99,30.0,0.0,57,1.0
424,1,9,34.99,34.99,30.0,0.0,50,0.0
425,1,8,59.98,59.98,30.0,0.0,50,0.0
426,2,2,44.98,44.98,30.0,0.0,55,1.0
427,2,4,24.99,24.99,30.0,0.0,45,0.0
428,0,5,44.98,44.98,30.0,0.0,50,1.0
429,2,2,62.98,47.98,288.0,0.0,38,0.0
430,2,5,42.98,42.98,30.0,0.0,57,1.0
431,1,3,42.97,42.97,30.0,0.0,38,1.0
432,2,6,44.98,44.98,30.0,0.0,50,1.0
433,1,2,44.98,44.98,30.0,0.0,50,1.0
434,0,6,42.97,42.97,30.0,0.0,42,0.0
435,2,4,44.98,44.98,30.0,0.0,55,1.0
436,1,2,54.98,54.98,30.0,0.0,50,1.0
437,2,2,39.99,39.99,30.0,0.0,57,0.0
438,1,3,34.99,34.99,30.0,0.0,50,1.0
439,1,8,39.99,39.99,30.0,0.0,50,0.0
440,2,3,63.98,63.98,213.0,0.0,38,0.0
441,2,3,39.99,39.99,30.0,0.0,50,0.0
442,2,3,49.99,49.99,30.0,0.0,38,0.0
443,2,8,54.97,39.99,30.0,0.0,57,0.0
444,2,8,29.99,29.99,679.0,0.0,57,0.0
445,1,5,44.98,44.98,30.0,0.0,57,0.0
446,1,1,34.99,34.99,30.0,0.0,57,0.0
447,2,3,34.99,34.99,30.0,0.0,38,1.0
448,1,2,39.99,39.99,30.0,0.0,57,1.0
449,1,2,39.98,39.98,30.0,0.0,50,1.0
450,2,8,29.99,29.99,30.0,0.0,57,1.0
451,1,8,54.99,54.99,30.0,0.0,50,1.0
452,1,4,40.97,40.97,30.0,0.0,38,0.0
453,2,5,49.97,49.97,30.0,0.0,55,1.0
454,2,9,39.99,39.99,30.0,0.0,50,1.0
455,0,8,49.99,49.99,30.0,0.0,50,1.0
456,2,2,34.99,34.99,30.0,0.0,50,1.0
457,2,4,34.97,34.98,30.0,0.0,55,1.0
458,0,9,34.99,34.99,30.0,0.0,50,1.0
459,2,3,39.99,39.99,30.0,0.0,50,1.0
460,1,4,49.97,49.97,30.0,0.0,55,1.0
461,1,4,39.99,39.99,30.0,0.0,50,0.0
462,2,1,39.99,39.99,30.0,0.0,50,1.0
463,2,1,39.99,39.99,30.0,0.0,57,1.0
464,2,3,34.99,34.99,30.0,0.0,50,0.0
465,2,1,44.98,44.98,30.0,1.0,50,0.0
466,1,2,49.97,49.97,30.0,0.0,55,1.0
467,1,7,55.95,55.95,30.0,0.0,50,0.0
468,0,4,29.99,29.99,30.0,0.0,57,0.0
469,2,2,44.98,44.98,30.0,0.0,50,1.0
470,2,3,43.98,43.98,30.0,0.0,50,0.0
471,2,3,70.95,49.97,30.0,0.0,55,0.0
472,1,7,44.98,44.98,30.0,0.0,50,0.0
473,2,6,54.99,54.99,30.0,0.0,50,0.0
474,1,7,42.98,42.98,30.0,0.0,57,0.0
475,1,1,49.97,49.97,30.0,0.0,38,1.0
476,2,6,44.97,44.97,30.0,0.0,55,0.0
477,0,3,34.99,34.99,30.0,0.0,50,1.0
478,0,10,69.97,44.98,30.0,0.0,55,1.0
479,2,1,44.98,44.98,30.0,0.0,50,0.0
480,2,3,54.98,54.98,30.0,0.0,38,1.0
481,2,2,39.99,39.99,30.0,0.0,50,0.0
482,2,4,49.99,49.99,30.0,0.0,50,0.0
483,2,12,29.99,29.99,30.0,0.0,57,1.0
484,2,0,32.99,32.99,142.0,0.0,40,0.0
485,1,3,39.98,39.98,30.0,0.0,38,0.0
486,1,1,44.98,44.98,30.0,0.0,50,1.0
487,2,3,37.99,37.99,30.0,0.0,57,0.0
488,2,5,52.98,52.98,30.0,0.0,57,1.0
489,1,2,44.98,44.98,30.0,0.0,55,1.0
490,1,8,34.99,34.99,30.0,0.0,50,1.0
491,1,6,34.99,34.99,30.0,0.0,38,0.0
492,2,12,29.99,29.99,30.0,0.0,57,1.0
493,1,5,34.99,34.99,30.0,0.0,50,1.0
494,1,3,39.99,39.99,30.0,0.0,50,1.0
