region,customer_age_class,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
KBW,65 - 69,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,60 - 64,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,65 - 69,50.95,25.88,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,50 - 54,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,60 - 64,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,11.98,11.98,30.0,0.0,EAZY       ,1.0
NRW,65 - 69,64.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,40 - 44,50.88,50.88,30.0,0.0,3PLAY SMART      ,0.0
NRW,40 - 44,34.99,34.99,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
NRW,40 - 44,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,50 - 54,60.98,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,55 - 59,27.99,27.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,50 - 54,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,25 - 29,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
KBW,70 - 74,39.98,39.98,49.0,0.0,GIGAZUHAUSE KABEL ,1.0
NRW,70 - 74,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,80 and over,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,65 - 69,24.99,24.99,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,45 - 49,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,45 - 49,47.99,47.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,40 - 44,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,60 - 64,55.98,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,40 - 44,58.94,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,40 - 44,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,50 - 54,37.98,37.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,50 - 54,34.98,34.98,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,55 - 59,53.96,32.96,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,18 - 24,48.97,48.97,30.0,0.0,VF CABLEMAX     ,0.0
KBW,35 - 39,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,34.98,24.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,45 - 49,49.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
NRW,45 - 49,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,55 - 59,62.97,62.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,45 - 49,27.98,27.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,30 - 34,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,19.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,45 - 49,44.98,44.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,40 - 44,42.97,42.97,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
NRW,50 - 54,47.96,47.96,30.0,0.0,VF CABLEMAX     ,0.0
HSN,50 - 54,30.95,30.95,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,40 - 44,59.98,59.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,40 - 44,39.98,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,63.96,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,35 - 39,29.99,29.99,30.0,0.0,INTERNET PREMIUM     ,0.0
KBW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,54.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,60 - 64,59.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
KBW,65 - 69,42.97,32.97,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,25 - 29,19.99,19.99,30.0,0.0,EAZY       ,1.0
HSN,50 - 54,46.96,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,40 - 44,24.99,24.99,1.0,0.0,GIGAZUHAUSE TREUE C ,1.0
NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,65 - 69,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,64.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,55 - 59,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,50 - 54,49.98,49.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,30 - 34,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,1.0
NRW,40 - 44,59.98,59.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,60 - 64,58.98,37.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,60 - 64,59.98,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,45 - 49,63.98,63.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,35 - 39,44.98,44.98,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,18 - 24,42.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,70 - 74,54.97,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,60 - 64,59.97,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,65 - 69,69.97,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,40 - 44,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,60 - 64,19.99,19.99,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
HSN,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,30 - 34,34.99,34.99,30.0,0.0,VF CABLEMAX     ,0.0
KBW,65 - 69,65.97,44.98,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
NRW,35 - 39,39.99,39.99,30.0,0.0,VF CABLEMAX     ,1.0
KBW,60 - 64,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,80 and over,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,49.97,49.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,80 and over,39.98,39.98,5.0,0.0,GIGAZUHAUSE KABEL ,1.0
KBW,40 - 44,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,75 - 79,54.98,54.98,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
HSN,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,60 - 64,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,50 - 54,47.96,47.96,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,80 and over,67.94,37.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,35 - 39,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,65 - 69,44.97,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,65 - 69,37.98,37.98,73.0,0.0,VF RIP U-TREUE  ,1.0
KBW,30 - 34,59.98,59.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,70 - 74,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,60 - 64,78.95,37.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,50 - 54,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,65 - 69,19.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,55 - 59,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,0.0
NRW,70 - 74,60.98,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,65 - 69,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,18 - 24,39.98,39.98,113.0,0.0,GIGAZUHAUSE KABEL ,1.0
NRW,30 - 34,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,0.0
HSN,35 - 39,39.98,39.98,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,55 - 59,49.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
KBW,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,50 - 54,37.99,37.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,70 - 74,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,80 and over,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,80 and over,63.96,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,70 - 74,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,80 and over,65.34,32.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,30 - 34,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,30 - 34,49.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
HSN,50 - 54,52.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,80 and over,0.0,0.0,30.0,0.0,MMA        ,0.0
NRW,65 - 69,34.99,34.99,30.0,1.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,70 - 74,58.97,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,30 - 34,45.96,42.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,55 - 59,33.98,33.98,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,30 - 34,42.97,42.97,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,50 - 54,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,0.0
KBW,25 - 29,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,55 - 59,44.99,44.99,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
HSN,45 - 49,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,40 - 44,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,65 - 69,55.32,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,1.0
KBW,60 - 64,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,45 - 49,49.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
NRW,35 - 39,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,60 - 64,34.99,34.99,84.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,75 - 79,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,70 - 74,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,50 - 54,29.99,29.99,30.0,0.0,INTERNET PREMIUM     ,0.0
NRW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,70 - 74,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,40 - 44,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,60 - 64,27.99,27.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,65 - 69,34.99,34.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,40 - 44,58.93,58.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,55 - 59,42.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,40 - 44,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,75 - 79,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,0.0
NRW,50 - 54,54.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,75 - 79,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,35 - 39,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,30 - 34,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,30 - 34,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,70 - 74,49.96,49.97,30.0,0.0,VF CABLEMAX     ,1.0
NRW,40 - 44,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,30 - 34,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,40 - 44,19.99,19.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,35 - 39,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,35 - 39,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,55 - 59,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,80 and over,27.99,27.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,75 - 79,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,80 and over,60.95,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,40 - 44,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,30 - 34,58.98,58.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,70 - 74,54.96,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,45 - 49,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,70 - 74,29.99,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,40 - 44,52.97,52.97,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,48.97,48.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,60 - 64,49.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,75 - 79,27.99,27.99,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,75 - 79,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,40 - 44,37.98,37.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,50 - 54,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,40 - 44,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,80 and over,53.96,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,65 - 69,27.98,27.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,55 - 59,47.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
KBW,30 - 34,34.99,34.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,18 - 24,67.97,43.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,30 - 34,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,60 - 64,24.99,24.99,30.0,0.0,INTERNET COMFORT     ,0.0
NRW,70 - 74,59.98,59.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,45 - 49,63.97,63.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,40 - 44,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,60 - 64,59.98,59.99,30.0,0.0,3PLAY TREUE      ,0.0
NRW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,70 - 74,60.98,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,40 - 44,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,55 - 59,42.98,42.98,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,65 - 69,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,40 - 44,49.97,49.97,30.0,0.0,VF CABLEMAX     ,1.0
NRW,25 - 29,24.99,24.99,30.0,1.0,VF RIP U-TREUE  ,1.0
KBW,60 - 64,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,60 - 64,37.99,37.99,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,35 - 39,32.97,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,22.99,22.99,30.0,0.0,EAZY       ,0.0
NRW,35 - 39,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,25 - 29,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,65 - 69,49.97,49.97,30.0,0.0,VF CABLEMAX     ,1.0
NRW,65 - 69,45.97,45.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,45 - 49,49.99,49.99,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,25 - 29,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,65 - 69,74.95,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,35 - 39,24.99,24.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,60 - 64,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
