region,customer_age_class,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
NRW,50 - 54,39.98,39.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,40 - 44,69.98,49.99,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
KBW,25 - 29,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,30 - 34,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,55 - 59,37.98,37.98,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,25 - 29,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,45 - 49,69.96,54.98,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,47.97,47.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,80 and over,58.95,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,65 - 69,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,70 - 74,33.74,33.74,30.0,0.0,VF CABLEMAX     ,0.0
NRW,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,30 - 34,43.98,43.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,25 - 29,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,30 - 34,34.99,34.99,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
HSN,70 - 74,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,49.96,49.97,30.0,0.0,VF CABLEMAX     ,1.0
NRW,40 - 44,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,80 and over,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,37.98,37.98,30.0,0.0,VF RIP U-TREUE  ,1.0
HSN,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,50 - 54,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,55 - 59,74.95,39.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,35 - 39,17.99,17.99,30.0,0.0,EAZY FLEX    ,0.0
NRW,50 - 54,44.97,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,55 - 59,34.98,34.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,50 - 54,49.97,49.97,30.0,0.0,VF CABLEMAX     ,0.0
KBW,18 - 24,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,70 - 74,30.34,30.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,40 - 44,43.97,43.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,70 - 74,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,80 and over,27.99,27.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,48.97,48.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,55 - 59,42.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,45 - 49,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,55 - 59,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,52.96,52.96,30.0,0.0,VF CABLEMAX     ,1.0
HSN,50 - 54,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,30 - 34,29.99,29.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,18 - 24,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,55 - 59,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,25 - 29,44.97,44.97,24.0,1.0,GIGAZUHAUSE TREUE B ,1.0
HSN,35 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,25 - 29,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,35 - 39,42.98,42.98,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,45 - 49,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,50 - 54,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,25 - 29,39.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,25 - 29,49.97,29.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,55 - 59,43.97,43.97,30.0,0.0,VF CABLEMAX     ,1.0
HSN,65 - 69,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,65 - 69,54.98,24.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,40 - 44,65.97,44.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,25 - 29,42.98,42.98,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,50 - 54,49.97,49.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,35 - 39,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,60 - 64,54.98,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,65 - 69,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,65 - 69,60.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,30 - 34,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,55 - 59,63.96,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,70 - 74,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,40 - 44,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
KBW,50 - 54,78.94,49.97,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
HSN,30 - 34,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,65 - 69,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,60 - 64,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,45 - 49,32.99,32.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,35 - 39,59.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,35 - 39,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,40 - 44,37.99,37.99,30.0,0.0,VF RIP U-TREUE  ,0.0
HSN,75 - 79,54.97,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,45 - 49,54.99,54.99,30.0,0.0,3PLAY JUMP      ,0.0
KBW,70 - 74,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL ,0.0
KBW,55 - 59,44.97,44.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,65 - 69,54.97,54.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,35 - 39,39.99,39.99,40.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,70 - 74,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,50 - 54,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,30 - 34,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,35 - 39,34.98,24.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,60 - 64,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,25 - 29,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,45 - 49,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,30 - 34,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,60 - 64,57.97,37.99,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,40 - 44,39.98,39.98,30.0,0.0,GIGAZUHAUSE KABEL ,1.0
HSN,55 - 59,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,30 - 34,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
NRW,60 - 64,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,70 - 74,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,25 - 29,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,45 - 49,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,30 - 34,49.97,49.97,30.0,0.0,VF CABLEMAX     ,1.0
HSN,40 - 44,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,35 - 39,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,25 - 29,44.99,44.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,65 - 69,48.42,48.42,30.0,0.0,3PLAY COMFORT     ,1.0
KBW,50 - 54,44.98,44.98,30.0,0.0,VF CABLEMAX     ,0.0
HSN,40 - 44,37.98,37.98,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,25 - 29,39.98,39.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,65 - 69,54.99,54.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,40 - 44,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,55 - 59,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
HSN,50 - 54,42.97,42.97,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,40 - 44,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,50 - 54,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,44.97,44.97,30.0,0.0,VF CABLEMAX     ,1.0
KBW,60 - 64,29.98,29.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,35 - 39,52.98,52.98,30.0,0.0,VF RIP U-TREUE  ,1.0
KBW,60 - 64,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,55 - 59,52.98,49.99,30.0,0.0,VF RIP U-TREUE  ,1.0
NRW,70 - 74,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,45 - 49,49.98,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,30 - 34,39.98,39.98,30.0,0.0,VF CABLEMAX     ,1.0
KBW,25 - 29,44.98,44.98,30.0,0.0,VF CABLEMAX     ,1.0
HSN,55 - 59,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,55 - 59,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
NRW,18 - 24,39.98,39.98,30.0,0.0,VF CABLEMAX     ,0.0
NRW,50 - 54,42.97,42.97,30.0,0.0,VF CABLEMAX     ,1.0
NRW,25 - 29,44.98,44.98,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,75 - 79,37.99,37.99,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,65 - 69,73.97,42.98,30.0,0.0,VF RIP U-TREUE  ,0.0
KBW,70 - 74,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
NRW,89 - 39,39.99,39.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,1.0
KBW,35 - 39,49.99,49.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
KBW,35 - 39,34.99,34.99,30.0,0.0,3PLAY TREUE      ,0.0
NRW,55 - 59,47.98,47.98,30.0,0.0,2PLAY PLUS       ,1.0
NRW,45 - 49,34.98,34.98,30.0,0.0,VF RIP U-TREUE  ,0.0
NRW,75 - 79,34.99,34.99,30.0,0.0,RED INTERNET & PHONE CABLE U ,0.0
HSN,25 - 29,39.99,39.99,30.0,0.0,VF RIP U-TREUE  ,1.0
