customer_age_class,region,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
30 - 34,NRW,44.98,44.98,30,0,VF CABLEMAX,1
55 - 59,KBW,189.88,189.88,30,0,RED INTERNET & PHONE CABLE U,0
60 - 64,KBW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,1
40 - 44,NRW,34.99,34.99,30,0,VF RIP U-TREUE,1
35 - 39,HSN,54.97,44.98,80,0,VF CABLEMAX,1
55 - 59,NRW,42.97,42.97,30,0,RED INTERNET & PHONE CABLE U,0
80 and over,KBW,73.77,43.42,30,0,GIGAZUHAUSE KABEL,0
55 - 59,NRW,47.97,47.97,30,0,3PLAY TREUE,0
50 - 54,NRW,42.98,42.98,30,0,VF RIP U-TREUE,0
80 and over,KBW,33.79,27.8,565,0,GIGAZUHAUSE KABEL,0
30 - 34,NRW,39.98,39.98,112,0,GIGAZUHAUSE KABEL,1
35 - 39,HSN,39.98,44.98,30,0,VF CABLEMAX,1
55 - 59,NRW,70.83,50.84,30,0,3PLAY FLY,1
40 - 44,NRW,34.99,34.99,66,0,RED INTERNET & PHONE CABLE U,0
40 - 44,NRW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
18 - 24,NRW,49.96,49.96,30,0,VF CABLEMAX,0
50 - 54,KBW,75.98,54.99,30,0,RED INTERNET & PHONE CABLE U,0
45 - 49,HSN,44.89,44.89,30,0,2PLAY PLUS,1
70 - 74,NRW,42.98,42.98,30,0,VF RIP U-TREUE,0
30 - 34,NRW,48.97,48.97,56,0,VF CABLEMAX,1
25 - 29,KBW,29.99,29.99,30,0,INTERNET PREMIUM,0
30 - 34,NRW,34.99,34.99,220,0,GIGAZUHAUSE KABEL,0
65 - 69,NRW,74.96,44.98,109,0,VF CABLEMAX,1
35 - 39,NRW,24.99,24.99,30,0,INTERNET COMFORT,1
55 - 59,HSN,39.99,39.99,30,0,VF RIP U-TREUE,0
35 - 39,NRW,74.95,49.97,30,0,RED INTERNET & PHONE CABLE U,0
80 and over,NRW,33.95,30.95,30,0,RED INTERNET & PHONE CABLE U,1
65 - 69,NRW,65.97,44.98,30,0,VF CABLEMAX,0
30 - 34,NRW,29.99,29.99,30,0,INTERNET PREMIUM,0
40 - 44,NRW,34.99,34.99,94,0,RED INTERNET & PHONE CABLE U,1
25 - 29,KBW,39.98,39.98,298,0,GIGAZUHAUSE KABEL,1
not available,KBW,55.97,34.98,30,0,RED INTERNET & PHONE CABLE U,0
65 - 69,KBW,42.77,37.78,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,HSN,34.97,24.99,487,0,GIGAZUHAUSE TREUE C,0
30 - 34,NRW,34.99,37.99,31,0,VF RIP U-TREUE,1
35 - 39,NRW,63.98,63.98,163,0,GIGAZUHAUSE KABEL,1
80 and over,HSN,59.36,39.0,30,0,GIGAZUHAUSE KABEL,1
55 - 59,KBW,69.96,44.98,30,0,VF CABLEMAX,0
60 - 64,NRW,53.94,32.95,30,0,RED INTERNET & PHONE CABLE U,1
70 - 74,KBW,80.33,59.97,30,0,VF RIP U-TREUE,0
40 - 44,NRW,42.98,42.98,30,0,VF RIP U-TREUE,0
80 and over,KBW,51.94,30.95,30,0,2PLAY,1
55 - 59,NRW,44.99,44.99,141,0,GIGAZUHAUSE KABEL,1
65 - 69,NRW,54.97,39.98,162,0,GIGAZUHAUSE TREUE B,1
60 - 64,HSN,57.97,57.97,30,1,RED INTERNET & PHONE CABLE U,1
35 - 39,NRW,17.99,17.99,30,0,EAZY FLEX,0
25 - 29,KBW,44.98,44.98,65,0,VF CABLEMAX,1
70 - 74,NRW,49.96,29.99,30,0,VF RIP U-TREUE,0
35 - 39,KBW,54.99,54.99,30,0,RED INTERNET & PHONE CABLE U,1
35 - 39,KBW,59.97,39.98,30,0,VF RIP U-TREUE,1
75 - 79,NRW,45.9,45.9,30,0,2PLAY PLUS,0
55 - 59,NRW,53.95,19.99,30,0,1PLAY,0
70 - 74,NRW,29.99,29.99,30,0,VF RIP U-TREUE,0
60 - 64,NRW,75.98,54.99,30,0,RED INTERNET & PHONE CABLE U,1
50 - 54,HSN,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,0
45 - 49,HSN,34.96,14.99,30,0,VF RIP U-TREUE,1
65 - 69,HSN,49.93,49.93,30,0,3PLAY TREUE,0
18 - 24,NRW,42.98,42.98,30,0,VF RIP U-TREUE,1
35 - 39,KBW,52.98,39.99,696,0,VF RIP U-TREUE,0
30 - 34,NRW,47.98,37.99,30,0,VF RIP U-TREUE,0
30 - 34,KBW,39.98,39.98,179,0,GIGAZUHAUSE KABEL,1
60 - 64,NRW,64.96,39.98,102,0,VF RIP U-TREUE,0
50 - 54,NRW,59.98,59.98,30,0,RED INTERNET & PHONE CABLE U,0
25 - 29,KBW,39.98,39.98,30,0,GIGAZUHAUSE TREUE B,0
30 - 34,NRW,32.99,32.99,30,0,VF RIP U-TREUE,1
60 - 64,KBW,37.99,37.99,30,0,VF RIP U-TREUE,1
50 - 54,NRW,78.95,49.98,30,0,3PLAY TREUE HRZ,1
25 - 29,NRW,29.99,29.99,30,0,VF RIP U-TREUE,0
55 - 59,KBW,34.98,34.98,30,0,VF RIP U-TREUE,0
70 - 74,NRW,72.94,47.96,100,0,VF CABLEMAX,1
35 - 39,KBW,34.99,34.99,60,0,RED INTERNET & PHONE CABLE U,0
55 - 59,HSN,78.85,57.86,30,0,3PLAY PREMIUM,0
60 - 64,KBW,58.77,37.78,30,0,GIGAZUHAUSE KABEL,0
30 - 34,KBW,44.99,44.99,111,0,GIGAZUHAUSE KABEL,0
55 - 59,NRW,37.98,37.98,149,0,GIGAZUHAUSE TREUE B,1
25 - 29,NRW,39.98,39.98,92,0,VF CABLEMAX,0
30 - 34,HSN,39.98,39.98,142,0,GIGAZUHAUSE KABEL,1
35 - 39,NRW,11.98,11.98,30,0,EAZY,1
35 - 39,KBW,39.98,39.98,248,0,GIGAZUHAUSE KABEL,1
40 - 44,HSN,181.84,181.84,30,0,RED INTERNET & PHONE CABLE U,0
40 - 44,KBW,68.96,47.97,30,0,VF RIP U-TREUE,1
30 - 34,HSN,42.98,42.98,30,0,VF RIP U-TREUE,1
35 - 39,KBW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
60 - 64,NRW,48.42,48.42,30,0,3PLAY COMFORT,0
25 - 29,NRW,0.0,0.0,30,0,MMA,0
25 - 29,KBW,55.97,42.98,651,0,VF RIP U-TREUE,0
50 - 54,NRW,49.97,49.97,30,0,VF CABLEMAX,1
25 - 29,KBW,39.98,39.98,128,0,GIGAZUHAUSE KABEL,1
45 - 49,KBW,29.99,29.99,88,0,VF RIP U-TREUE,0
75 - 79,HSN,92.91,42.98,30,0,VF RIP U-TREUE,0
30 - 34,NRW,44.99,44.99,284,0,GIGAZUHAUSE KABEL,0
30 - 34,NRW,29.99,29.99,30,0,RED INTERNET & PHONE CABLE U,1
55 - 59,HSN,59.97,54.98,30,0,VF RIP U-TREUE,1
25 - 29,NRW,52.96,52.96,133,0,VF CABLEMAX,1
60 - 64,NRW,4.99,4.99,30,0,VF CABLEMAX FULL FLEX,0
55 - 59,KBW,47.99,47.99,30,0,GIGAZUHAUSE KABEL,1
30 - 34,HSN,49.99,49.99,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,NRW,43.97,43.97,30,0,RED INTERNET & PHONE CABLE U,0
55 - 59,HSN,49.97,49.97,30,0,VF CABLEMAX,1
35 - 39,HSN,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
45 - 49,KBW,29.99,29.99,30,0,VF RIP U-TREUE,1
60 - 64,NRW,29.99,29.99,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,KBW,44.98,44.98,30,0,VF RIP U-TREUE,0
50 - 54,KBW,32.99,32.99,30,0,VF RIP U-TREUE,1
35 - 39,KBW,116.93,47.98,342,0,GIGAZUHAUSE TREUE B,0
40 - 44,NRW,34.98,39.98,204,1,VF CABLEMAX,1
35 - 39,HSN,37.99,37.99,30,0,VF RIP U-TREUE,1
55 - 59,NRW,42.98,42.98,30,0,2PLAY PLUS,0
55 - 59,HSN,82.95,37.99,30,0,VF RIP U-TREUE,1
35 - 39,NRW,57.97,57.97,30,0,GIGAZUHAUSE KABEL,1
65 - 69,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
65 - 69,NRW,41.95,27.98,30,0,VF RIP U-TREUE,0
50 - 54,NRW,77.95,37.99,112,0,VF RIP U-TREUE,1
35 - 39,NRW,42.98,42.98,30,0,VF RIP U-TREUE,1
50 - 54,HSN,49.97,49.97,30,0,VF CABLEMAX,1
25 - 29,NRW,38.98,38.98,16,0,GIGAZUHAUSE TREUE C,1
45 - 49,NRW,47.99,47.99,30,0,VF RIP U-TREUE,1
70 - 74,NRW,39.99,39.99,30,0,VF RIP U-TREUE,0
45 - 49,NRW,64.97,44.98,30,0,VF CABLEMAX,0
55 - 59,HSN,64.93,29.99,543,0,VF RIP U-TREUE,1
30 - 34,NRW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
50 - 54,NRW,44.98,44.98,30,0,VF CABLEMAX,0
18 - 24,KBW,49.97,49.97,91,0,VF CABLEMAX,1
25 - 29,KBW,51.99,54.99,57,0,RED INTERNET & PHONE CABLE U,0
45 - 49,NRW,34.99,34.99,77,0,RED INTERNET & PHONE CABLE U,1
60 - 64,NRW,32.99,32.99,30,0,VF RIP U-TREUE,0
18 - 24,KBW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
50 - 54,HSN,44.98,44.98,30,0,VF CABLEMAX,1
35 - 39,NRW,49.97,49.97,30,0,VF CABLEMAX,0
70 - 74,NRW,14.99,19.99,30,0,RED INTERNET & PHONE CABLE U,0
25 - 29,NRW,37.99,37.99,30,0,VF RIP U-TREUE,0
50 - 54,NRW,49.97,49.97,30,0,RED INTERNET & PHONE CABLE U,0
65 - 69,NRW,69.41,48.42,30,0,3PLAY COMFORT,0
30 - 34,HSN,34.99,34.99,63,1,RED INTERNET & PHONE CABLE U,0
45 - 49,HSN,44.97,44.97,30,0,VF CABLEMAX,0
40 - 44,NRW,54.98,45.0,483,0,3PLAY PLUS,0
80 and over,KBW,43.97,22.98,30,0,EAZY FLEX,1
60 - 64,HSN,40.95,37.98,679,0,VF RIP U-TREUE,0
65 - 69,NRW,49.97,24.99,248,0,GIGAZUHAUSE TREUE C,0
30 - 34,KBW,44.98,44.98,30,0,VF CABLEMAX,0
80 and over,NRW,0.0,0.0,30,0,128KBIT,1
80 and over,NRW,47.97,37.98,283,0,GIGAZUHAUSE KABEL,0
30 - 34,NRW,48.97,48.97,30,0,VF CABLEMAX,1
80 and over,KBW,40.98,19.99,30,0,TELEFON HSI,0
40 - 44,KBW,0.0,0.0,30,0,MMA,0
45 - 49,HSN,39.99,39.99,30,0,VF RIP U-TREUE,1
45 - 49,KBW,48.98,48.98,152,0,GIGAZUHAUSE KABEL,0
60 - 64,KBW,49.97,49.97,30,0,VF CABLEMAX,1
55 - 59,KBW,77.94,44.98,661,0,VF CABLEMAX,1
40 - 44,KBW,44.98,44.98,30,0,VF CABLEMAX,0
55 - 59,NRW,54.99,54.99,30,0,RED INTERNET & PHONE CABLE U,0
45 - 49,KBW,39.98,39.98,30,1,VF CABLEMAX,1
40 - 44,KBW,84.96,54.98,116,0,GIGAZUHAUSE KABEL,0
80 and over,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,1
40 - 44,HSN,50.97,44.98,30,0,VF CABLEMAX,1
65 - 69,KBW,44.97,44.97,30,0,GIGAZUHAUSE KABEL,0
35 - 39,HSN,35.97,40.97,397,0,GIGAZUHAUSE TREUE B,0
40 - 44,NRW,32.99,32.99,298,0,GIGAZUHAUSE TREUE B,0
60 - 64,NRW,44.98,44.98,30,0,VF CABLEMAX,1
65 - 69,KBW,37.78,37.78,30,0,RED INTERNET & PHONE CABLE U,1
65 - 69,NRW,78.33,57.34,30,0,3PLAY JUMP,1
25 - 29,NRW,39.98,39.98,168,0,GIGAZUHAUSE KABEL,1
75 - 79,HSN,44.98,44.98,30,0,VF CABLEMAX,1
50 - 54,NRW,68.97,44.98,30,0,VF CABLEMAX,0
55 - 59,NRW,68.96,38.98,30,0,RED INTERNET & PHONE CABLE U,1
25 - 29,KBW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
35 - 39,KBW,42.97,32.99,30,0,VF RIP U-TREUE,1
35 - 39,NRW,26.99,29.99,30,0,VF RIP U-TREUE,0
45 - 49,HSN,50.84,50.84,30,0,3PLAY FLY,1
55 - 59,KBW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
65 - 69,KBW,43.72,33.74,539,0,RED INTERNET & PHONE CABLE U,0
30 - 34,HSN,29.99,29.99,30,0,INTERNET PREMIUM,1
65 - 69,HSN,73.35,52.99,30,0,3PLAY TREUE GENRE,0
75 - 79,HSN,54.97,44.98,24,1,VF CABLEMAX,1
65 - 69,KBW,42.97,42.97,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,KBW,49.99,49.99,30,0,GIGAZUHAUSE KABEL,1
40 - 44,NRW,44.98,44.98,30,0,VF CABLEMAX,1
50 - 54,NRW,39.98,39.98,129,0,GIGAZUHAUSE KABEL,1
30 - 34,KBW,64.97,44.98,30,0,VF RIP U-TREUE,0
40 - 44,HSN,44.98,44.98,30,0,VF CABLEMAX,0
55 - 59,HSN,71.42,50.43,30,0,3PLAY COMFORT,1
60 - 64,KBW,39.98,29.99,490,0,RED INTERNET & PHONE CABLE U,1
70 - 74,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,KBW,37.98,37.98,270,0,GIGAZUHAUSE KABEL,0
35 - 39,HSN,39.99,39.99,65,0,RED INTERNET & PHONE CABLE U,1
50 - 54,KBW,32.95,32.95,30,0,RED INTERNET & PHONE CABLE U,1
30 - 34,KBW,44.98,44.98,100,1,RED INTERNET & PHONE CABLE U,1
40 - 44,KBW,49.99,49.99,30,0,GIGAZUHAUSE KABEL,1
70 - 74,NRW,17.99,17.99,214,1,GIGAZUHAUSE TREUE B,0
60 - 64,NRW,50.98,50.98,30,0,2PLAY TREUE,0
60 - 64,NRW,27.99,27.99,352,1,GIGAZUHAUSE TREUE B,0
40 - 44,NRW,63.94,28.98,71,0,RED INTERNET & PHONE CABLE U,1
80 and over,NRW,30.95,30.95,30,0,RED INTERNET & PHONE CABLE U,0
65 - 69,KBW,74.95,37.98,30,0,VF RIP U-TREUE,0
30 - 34,NRW,24.99,24.99,30,0,INTERNET COMFORT,1
40 - 44,NRW,44.98,44.98,30,0,VF CABLEMAX,0
30 - 34,NRW,44.98,44.98,30,0,VF CABLEMAX,0
45 - 49,KBW,55.96,42.97,651,0,GIGAZUHAUSE KABEL,0
30 - 34,NRW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,HSN,64.98,64.98,328,0,GIGAZUHAUSE KABEL,0
55 - 59,KBW,49.73,28.74,30,0,2PLAY,0
50 - 54,KBW,47.97,44.98,30,0,VF CABLEMAX,0
35 - 39,KBW,56.95,49.97,673,0,VF CABLEMAX,0
35 - 39,KBW,37.99,37.99,30,1,VF RIP U-TREUE,1
45 - 49,KBW,54.99,54.99,30,0,RED INTERNET & PHONE CABLE U,1
35 - 39,NRW,54.99,54.99,40,0,RED INTERNET & PHONE CABLE U,1
70 - 74,KBW,54.96,29.99,163,0,VF RIP U-TREUE,1
45 - 49,KBW,84.89,53.95,608,0,VF CABLEMAX,0
60 - 64,NRW,25.97,25.97,30,0,INTERNET,0
50 - 54,NRW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
50 - 54,KBW,49.99,49.99,30,0,GIGAZUHAUSE KABEL,1
45 - 49,NRW,75.89,47.9,30,0,3PLAY PLUS,0
30 - 34,KBW,34.99,34.99,30,0,VF RIP U-TREUE,0
35 - 39,NRW,44.99,44.99,367,0,GIGAZUHAUSE KABEL,0
70 - 74,NRW,44.99,44.99,154,0,GIGAZUHAUSE KABEL,0
30 - 34,NRW,70.98,49.99,30,0,GIGAZUHAUSE KABEL,1
40 - 44,KBW,49.99,49.99,30,0,VF RIP U-TREUE,0
40 - 44,KBW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
45 - 49,HSN,59.95,49.97,693,0,VF CABLEMAX,1
40 - 44,NRW,29.99,29.99,324,0,GIGAZUHAUSE TREUE C,0
30 - 34,NRW,44.97,44.97,14,0,RED INTERNET & PHONE CABLE U,1
45 - 49,KBW,29.99,29.99,30,0,VF RIP U-TREUE,1
65 - 69,HSN,48.97,24.99,268,1,GIGAZUHAUSE TREUE C,0
80 and over,NRW,41.77,25.0,543,0,RED INTERNET & PHONE CABLE U,0
40 - 44,KBW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,NRW,34.98,39.98,155,0,VF CABLEMAX,1
80 and over,NRW,42.98,42.98,30,0,2PLAY PLUS,0
35 - 39,HSN,58.98,58.98,99,0,RED INTERNET & PHONE CABLE U,0
45 - 49,KBW,42.98,42.98,30,0,VF RIP U-TREUE,0
25 - 29,NRW,28.98,28.98,30,0,RED INTERNET & PHONE CABLE U,0
60 - 64,HSN,59.98,59.98,30,0,RED INTERNET & PHONE CABLE U,0
25 - 29,HSN,42.97,42.97,350,0,GIGAZUHAUSE KABEL,1
35 - 39,HSN,57.4,42.42,30,0,GIGAZUHAUSE KABEL,0
40 - 44,NRW,44.98,44.98,30,0,RED INTERNET & PHONE CABLE U,1
45 - 49,KBW,129.96,129.96,30,0,RED INTERNET & PHONE CABLE U,0
35 - 39,NRW,51.97,49.98,314,2,GIGAZUHAUSE TREUE B,0
35 - 39,NRW,58.82,58.82,30,0,3PLAY FLY,0
70 - 74,NRW,23.98,14.99,109,0,VF RIP U-TREUE,0
70 - 74,HSN,32.99,32.99,30,0,VF RIP U-TREUE,1
35 - 39,NRW,47.97,47.97,30,0,VF CABLEMAX,0
65 - 69,NRW,75.94,52.96,669,0,VF RIP U-TREUE,0
65 - 69,KBW,65.35,44.99,30,0,3PLAY TREUE,0
50 - 54,NRW,44.99,44.99,388,0,GIGAZUHAUSE KABEL,0
45 - 49,KBW,49.97,42.98,64,0,VF RIP U-TREUE,1
60 - 64,NRW,45.97,39.98,288,2,GIGAZUHAUSE TREUE C,0
40 - 44,NRW,70.98,49.99,30,0,RED INTERNET & PHONE CABLE U,0
30 - 34,KBW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,1
18 - 24,KBW,39.99,39.99,80,0,RED INTERNET & PHONE CABLE U,1
25 - 29,NRW,44.98,44.98,95,0,RED INTERNET & PHONE CABLE U,1
60 - 64,KBW,49.97,49.97,30,0,VF CABLEMAX,1
30 - 34,HSN,39.98,39.98,130,0,GIGAZUHAUSE KABEL,1
25 - 29,NRW,54.98,54.98,30,0,GIGAZUHAUSE KABEL,0
35 - 39,KBW,47.99,47.99,30,0,VF RIP U-TREUE,1
45 - 49,NRW,70.98,49.99,30,0,GIGAZUHAUSE KABEL,1
18 - 24,NRW,42.97,42.97,391,0,GIGAZUHAUSE KABEL,0
65 - 69,KBW,37.78,37.78,30,0,RED INTERNET & PHONE CABLE U,0
40 - 44,NRW,49.99,49.99,183,0,GIGAZUHAUSE KABEL,1
65 - 69,KBW,51.14,30.78,30,0,RED INTERNET & PHONE CABLE U,0
50 - 54,NRW,74.97,54.98,192,0,GIGAZUHAUSE TREUE C,0
35 - 39,NRW,19.99,29.99,87,0,RED INTERNET & PHONE CABLE U,1
65 - 69,KBW,11.98,11.98,30,0,EAZY,0
65 - 69,KBW,71.95,34.98,176,0,GIGAZUHAUSE TREUE C,0
45 - 49,KBW,54.99,54.99,30,0,GIGAZUHAUSE KABEL,1
18 - 24,NRW,44.99,44.99,112,0,GIGAZUHAUSE KABEL,1
18 - 24,NRW,39.97,39.97,30,0,VF CABLEMAX,0
45 - 49,NRW,14.99,14.99,30,0,VF RIP U-TREUE,0
50 - 54,KBW,34.99,34.99,30,0,RED INTERNET & PHONE CABLE U,0
25 - 29,NRW,33.98,33.98,30,0,RED INTERNET & PHONE CABLE U,0
45 - 49,NRW,39.98,39.98,129,0,GIGAZUHAUSE KABEL,1
55 - 59,KBW,39.99,39.99,30,0,VF RIP U-TREUE,1
50 - 54,KBW,49.97,49.97,30,0,VF CABLEMAX,1
60 - 64,KBW,39.99,39.99,30,0,RED INTERNET & PHONE CABLE U,0
25 - 29,KBW,39.98,39.98,245,0,GIGAZUHAUSE KABEL,1
60 - 64,HSN,32.99,32.99,364,0,GIGAZUHAUSE TREUE B,0
25 - 29,KBW,34.98,34.98,30,0,RED INTERNET & PHONE CABLE U,1
50 - 54,NRW,39.98,39.98,30,0,VF CABLEMAX,0
18 - 24,HSN,39.98,39.98,129,1,GIGAZUHAUSE KABEL,1
55 - 59,KBW,68.98,68.98,112,0,GIGAZUHAUSE TREUE C,1
70 - 74,NRW,42.98,29.99,30,0,VF RIP U-TREUE,0
40 - 44,KBW,38.99,34.99,30,0,VF RIP U-TREUE,1
35 - 39,HSN,159.94,159.94,30,0,RED INTERNET & PHONE CABLE U,0
55 - 59,KBW,39.99,39.99,30,0,VF RIP U-TREUE,0
