customer_age_class,region,count_previous_cancellations_0_18,basket_months_since_contract_start_date,basket_days_until_contract_end,basket_months_until_contract_end,basket_package_price_disc,basket_product_category,basket_package_price_list,internet_package_price_disc,internet_product_name,internet_diff_churn_months,internet_days_until_initial_contract_end,internet_months_since_contract_start_date,flag_churn
40 - 44,KBW,0,23,45,1,58.980000000,2PLAY,58.980000000,58.980000000,RED INTERNET & PHONE CABLE U,0,45,23,1
45 - 49,HSN,0,23,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,23,1
45 - 49,NRW,0,87,30,0,34.990000000,VTV INTERNATIONAL,54.960000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,87,0
30 - 34,KBW,0,67,30,0,37.980000000,SUPERWLAN,37.980000000,37.980000000,GIGAZUHAUSE KABEL,0,0,67,1
50 - 54,HSN,1,18,191,6,19.990000000,SUPERWLAN,34.990000000,19.990000000,GIGAZUHAUSE KABEL,24,191,18,0
55 - 59,KBW,0,82,30,0,54.980000000,2PLAY,54.980000000,54.980000000,GIGAZUHAUSE KABEL,0,0,82,1
55 - 59,NRW,0,54,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,54,0
18 - 24,NRW,0,12,375,12,54.980000000,2PLAY,54.980000000,54.980000000,GIGAZUHAUSE KABEL,0,375,12,0
65 - 69,NRW,0,83,30,0,45.380000000,3PLAY,45.380000000,45.380000000,3PLAY JUMP,0,0,83,0
55 - 59,HSN,0,33,30,0,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,33,1
18 - 24,KBW,0,35,30,0,44.980000000,2PLAY,44.980000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,35,1
40 - 44,NRW,0,22,81,2,50.980000000,HD OPTION,54.970000000,43.970000000,VF CABLEMAX,24,81,22,1
25 - 29,KBW,0,43,30,0,54.970000000,HD OPTION,59.970000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,43,1
55 - 59,NRW,2,20,122,4,24.990000000,2PLAY,24.990000000,24.990000000,VF RIP U-TREUE,13,122,20,0
30 - 34,KBW,0,11,396,13,44.990000000,2PLAY,44.990000000,44.990000000,GIGAZUHAUSE KABEL,0,396,11,1
30 - 34,KBW,0,66,30,0,32.990000000,2PLAY,32.990000000,32.990000000,VF RIP U-TREUE,0,0,66,0
80 and over,KBW,0,142,30,0,27.800000000,2PLAY,27.800000000,27.800000000,GIGAZUHAUSE KABEL,0,0,142,1
25 - 29,KBW,0,22,91,2,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,91,22,1
35 - 39,NRW,0,19,175,5,19.990000000,2PLAY,24.990000000,19.990000000,GIGAZUHAUSE TREUE C,26,175,19,0
50 - 54,NRW,0,13,339,11,32.990000000,SUPERWLAN,32.990000000,32.990000000,GIGAZUHAUSE TREUE B,0,339,13,0
55 - 59,KBW,0,68,30,0,44.980000000,2PLAY,44.980000000,44.980000000,GIGAZUHAUSE KABEL,0,0,68,1
70 - 74,NRW,0,47,30,0,74.940000000,VF PREMIUM,74.940000000,44.970000000,VF CABLEMAX,0,0,25,0
25 - 29,HSN,1,18,209,6,34.990000000,SUPERWLAN,34.990000000,34.990000000,GIGAZUHAUSE KABEL,21,209,18,1
40 - 44,NRW,0,13,361,11,49.980000000,2PLAY,54.980000000,49.980000000,GIGAZUHAUSE CABLEMAX,0,361,13,0
25 - 29,NRW,2,32,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,RED INTERNET & PHONE CABLE U,13,0,32,1
25 - 29,KBW,0,34,30,0,43.970000000,2PLAY,43.970000000,43.970000000,VF CABLEMAX,0,0,34,1
35 - 39,NRW,0,116,30,0,42.980000000,2PLAY,42.980000000,42.980000000,2PLAY PLUS,0,0,116,1
65 - 69,NRW,0,17,233,7,27.990000000,SUPERWLAN,27.990000000,27.990000000,GIGAZUHAUSE TREUE B,0,233,17,1
45 - 49,KBW,0,24,11,0,49.990000000,2PLAY,49.990000000,49.990000000,VF RIP U-TREUE,0,11,24,1
45 - 49,NRW,0,66,30,0,11.980000000,2PLAY,11.980000000,11.980000000,EAZY,0,0,66,1
35 - 39,NRW,0,64,30,0,42.980000000,2PLAY,42.980000000,42.980000000,VF RIP U-TREUE,0,0,64,0
35 - 39,KBW,0,35,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,35,1
25 - 29,NRW,0,47,30,0,49.970000000,2PLAY,49.970000000,49.970000000,VF CABLEMAX,0,0,47,0
25 - 29,KBW,0,14,310,10,59.990000000,2PLAY,59.990000000,59.990000000,GIGAZUHAUSE KABEL,0,310,14,1
30 - 34,KBW,0,22,78,2,48.970000000,2PLAY,48.970000000,48.970000000,VF CABLEMAX,0,78,22,0
18 - 24,KBW,0,34,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,34,1
35 - 39,NRW,0,34,30,0,21.990000000,N/A,24.990000000,24.990000000,VF RIP U-TREUE,20,0,34,0
25 - 29,NRW,0,45,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,45,1
30 - 34,KBW,0,39,30,0,58.980000000,2PLAY,58.980000000,58.980000000,RED INTERNET & PHONE CABLE U,0,0,39,1
25 - 29,HSN,0,28,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,28,1
75 - 79,KBW,0,34,30,0,54.970000000,HD OPTION,64.970000000,29.990000000,VF RIP U-TREUE,0,0,34,0
65 - 69,NRW,0,16,698,22,55.950000000,N/A,68.950000000,40.970000000,GIGAZUHAUSE TREUE B,0,270,16,0
70 - 74,NRW,0,23,67,2,74.950000000,VF PREMIUM,74.950000000,44.980000000,VF CABLEMAX,0,38,23,1
55 - 59,KBW,1,16,30,0,37.980000000,2PLAY,37.980000000,37.980000000,GIGAZUHAUSE TREUE D,0,0,16,1
45 - 49,NRW,0,82,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,82,0
60 - 64,NRW,0,22,61,2,69.970000000,VF PREMIUM,79.970000000,39.990000000,VF CABLEMAX,0,61,22,1
60 - 64,KBW,0,101,30,0,63.330000000,HD OPTION,73.310000000,42.970000000,VF RIP U-TREUE,0,0,51,0
70 - 74,NRW,0,48,30,0,39.980000000,2PLAY,39.980000000,39.980000000,RED INTERNET & PHONE CABLE U,0,0,48,0
45 - 49,KBW,0,74,69,2,64.970000000,N/A,74.970000000,44.980000000,VF CABLEMAX,0,69,22,1
80 and over,KBW,0,399,30,0,61.960000000,ANALOG KABELANSCHLUSS,61.960000000,40.970000000,3PLAY SMART,0,0,120,0
30 - 34,NRW,1,25,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,1,0,25,1
35 - 39,NRW,0,22,91,2,39.980000000,2PLAY,44.980000000,39.980000000,VF CABLEMAX,0,91,22,1
30 - 34,NRW,0,28,30,0,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,28,1
45 - 49,NRW,0,45,30,0,29.990000000,SUPERWLAN,29.990000000,29.990000000,VF RIP U-TREUE,0,0,45,1
25 - 29,NRW,0,82,30,0,24.990000000,1PLAY,24.990000000,24.990000000,INTERNET COMFORT,0,0,82,0
35 - 39,HSN,0,51,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,VF RIP U-TREUE,0,0,51,1
35 - 39,HSN,0,49,30,0,54.990000000,SUPERWLAN,54.990000000,54.990000000,RED INTERNET & PHONE CABLE U,0,0,49,0
30 - 34,NRW,0,15,636,20,42.980000000,DIGITAL KABELANSCHLUSS,42.980000000,29.990000000,GIGAZUHAUSE TREUE C,0,295,15,0
40 - 44,NRW,0,17,241,7,59.990000000,SUPERWLAN,59.990000000,59.990000000,GIGAZUHAUSE KABEL,0,241,17,1
30 - 34,NRW,1,17,234,7,59.990000000,SUPERWLAN,59.990000000,59.990000000,GIGAZUHAUSE KABEL,20,234,17,0
60 - 64,KBW,0,79,442,14,44.970000000,DIGITAL KABELANSCHLUSS,44.970000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,79,1
75 - 79,KBW,0,24,30,0,24.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,7,24,0
30 - 34,NRW,0,38,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX,0,0,38,1
55 - 59,KBW,0,24,30,0,189.880000000,2PLAY,189.880000000,189.880000000,RED INTERNET & PHONE CABLE U,0,0,24,0
60 - 64,KBW,0,39,30,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,39,1
40 - 44,NRW,0,30,30,0,34.990000000,2PLAY,34.990000000,34.990000000,VF RIP U-TREUE,0,0,30,1
35 - 39,HSN,0,22,80,2,54.970000000,HD OPTION,59.970000000,44.980000000,VF CABLEMAX,0,80,22,1
55 - 59,NRW,0,100,30,0,42.970000000,2PLAY,42.970000000,42.970000000,RED INTERNET & PHONE CABLE U,0,0,100,0
80 and over,KBW,0,98,30,0,73.770000000,HD OPTION,78.770000000,43.420000000,GIGAZUHAUSE KABEL,0,0,98,0
55 - 59,NRW,0,87,30,0,47.970000000,3PLAY,47.970000000,47.970000000,3PLAY TREUE,0,0,87,0
50 - 54,NRW,0,66,30,0,42.980000000,N/A,42.980000000,42.980000000,VF RIP U-TREUE,0,0,66,0
80 and over,KBW,0,158,565,18,33.790000000,DIGITAL KABELANSCHLUSS,33.790000000,27.800000000,GIGAZUHAUSE KABEL,0,0,158,0
30 - 34,NRW,0,21,112,3,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,112,21,1
35 - 39,HSN,0,45,30,0,39.980000000,N/A,39.980000000,44.980000000,VF CABLEMAX,0,0,45,1
55 - 59,NRW,0,85,30,0,70.830000000,DIGITAL KABELANSCHLUSS,70.830000000,50.840000000,3PLAY FLY,0,0,85,1
40 - 44,NRW,0,22,66,2,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,66,22,0
40 - 44,NRW,0,57,30,0,39.990000000,2PLAY,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,57,0
18 - 24,NRW,0,53,30,0,49.960000000,2PLAY,49.960000000,49.960000000,VF CABLEMAX,0,0,53,0
50 - 54,KBW,0,60,30,0,75.980000000,DIGITAL KABELANSCHLUSS,75.980000000,54.990000000,RED INTERNET & PHONE CABLE U,0,0,4,0
45 - 49,HSN,0,136,30,0,44.890000000,2PLAY,44.890000000,44.890000000,2PLAY PLUS,0,0,136,1
70 - 74,NRW,0,66,30,0,42.980000000,N/A,42.980000000,42.980000000,VF RIP U-TREUE,0,0,66,0
30 - 34,NRW,0,23,56,1,48.970000000,2PLAY,48.970000000,48.970000000,VF CABLEMAX,0,56,23,1
25 - 29,KBW,0,101,30,0,29.990000000,1PLAY,29.990000000,29.990000000,INTERNET PREMIUM,0,0,101,0
30 - 34,NRW,0,17,220,7,34.990000000,SUPERWLAN,34.990000000,34.990000000,GIGAZUHAUSE KABEL,0,220,17,0
65 - 69,NRW,0,21,109,3,74.960000000,SUPERWLAN,79.960000000,44.980000000,VF CABLEMAX,0,109,21,1
35 - 39,NRW,0,106,30,0,24.990000000,1PLAY,24.990000000,24.990000000,INTERNET COMFORT,0,0,106,1
55 - 59,HSN,0,76,30,0,39.990000000,N/A,39.990000000,39.990000000,VF RIP U-TREUE,0,0,76,0
35 - 39,NRW,0,44,30,0,74.950000000,HD OPTION,84.950000000,49.970000000,RED INTERNET & PHONE CABLE U,0,0,44,0
80 and over,NRW,0,136,30,0,33.950000000,HD MODUL,33.950000000,30.950000000,RED INTERNET & PHONE CABLE U,0,0,124,1
65 - 69,NRW,0,96,30,0,65.970000000,SUPERWLAN,65.970000000,44.980000000,VF CABLEMAX,0,0,52,0
30 - 34,NRW,0,102,30,0,29.990000000,1PLAY,29.990000000,29.990000000,INTERNET PREMIUM,0,0,102,0
40 - 44,NRW,0,21,94,3,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,94,15,1
25 - 29,KBW,0,15,298,9,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,298,15,1
not available,KBW,0,32,30,0,55.970000000,ANALOG KABELANSCHLUSS,55.970000000,34.980000000,RED INTERNET & PHONE CABLE U,0,0,32,0
65 - 69,KBW,0,136,30,0,42.770000000,EUROPA FLAT PLUS,42.770000000,37.780000000,RED INTERNET & PHONE CABLE U,0,0,136,1
45 - 49,HSN,0,13,487,16,34.970000000,SUPERWLAN,34.970000000,24.990000000,GIGAZUHAUSE TREUE C,0,364,13,0
30 - 34,NRW,0,23,31,1,34.990000000,N/A,37.990000000,37.990000000,VF RIP U-TREUE,0,31,23,1
35 - 39,NRW,0,19,163,5,63.980000000,SUPERWLAN,63.980000000,63.980000000,GIGAZUHAUSE KABEL,0,163,19,1
80 and over,HSN,0,198,30,0,59.360000000,HD MODUL,59.360000000,39.000000000,GIGAZUHAUSE KABEL,0,0,129,1
55 - 59,KBW,0,25,30,0,69.960000000,SUPERWLAN,79.960000000,44.980000000,VF CABLEMAX,0,0,25,0
60 - 64,NRW,0,102,30,0,53.940000000,DIGITAL KABELANSCHLUSS,53.940000000,32.950000000,RED INTERNET & PHONE CABLE U,0,0,102,1
70 - 74,KBW,0,203,30,0,80.330000000,ANALOG KABELANSCHLUSS,80.330000000,59.970000000,VF RIP U-TREUE,0,0,78,0
40 - 44,NRW,0,48,30,0,42.980000000,2PLAY,42.980000000,42.980000000,VF RIP U-TREUE,0,0,48,0
80 and over,KBW,0,127,30,0,51.940000000,DIGITAL KABELANSCHLUSS,51.940000000,30.950000000,2PLAY,0,0,127,1
55 - 59,NRW,0,20,141,4,44.990000000,SUPERWLAN,44.990000000,44.990000000,GIGAZUHAUSE KABEL,0,141,20,1
65 - 69,NRW,0,19,162,5,54.970000000,SUPERWLAN,59.970000000,39.980000000,GIGAZUHAUSE TREUE B,0,162,19,1
60 - 64,HSN,1,44,30,0,57.970000000,2PLAY,57.970000000,57.970000000,RED INTERNET & PHONE CABLE U,10,0,44,1
35 - 39,NRW,0,43,30,0,17.990000000,2PLAY,17.990000000,17.990000000,EAZY FLEX,0,0,43,0
25 - 29,KBW,0,22,65,2,44.980000000,SUPERWLAN,44.980000000,44.980000000,VF CABLEMAX,0,65,22,1
70 - 74,NRW,0,66,30,0,49.960000000,VF PREMIUM,54.960000000,29.990000000,VF RIP U-TREUE,0,0,44,0
35 - 39,KBW,0,32,30,0,54.990000000,2PLAY,54.990000000,54.990000000,RED INTERNET & PHONE CABLE U,0,0,32,1
35 - 39,KBW,0,77,30,0,59.970000000,DIGITAL KABELANSCHLUSS,69.970000000,39.980000000,VF RIP U-TREUE,0,0,77,1
75 - 79,NRW,0,148,30,0,45.900000000,2PLAY,45.900000000,45.900000000,2PLAY PLUS,0,0,148,0
55 - 59,NRW,0,104,30,0,53.950000000,HIGHLIGHTS,53.950000000,19.990000000,1PLAY,0,0,104,0
70 - 74,NRW,0,68,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,0,0,68,0
60 - 64,NRW,0,205,30,0,75.980000000,DIGITAL KABELANSCHLUSS,75.980000000,54.990000000,RED INTERNET & PHONE CABLE U,0,0,31,1
50 - 54,HSN,0,24,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,RED INTERNET & PHONE CABLE U,0,15,24,0
45 - 49,HSN,0,28,30,0,34.960000000,VTV INTERNATIONAL,44.960000000,14.990000000,VF RIP U-TREUE,0,0,28,1
65 - 69,HSN,0,104,30,0,49.930000000,3PLAY,49.930000000,49.930000000,3PLAY TREUE,0,0,104,0
18 - 24,NRW,0,29,30,0,42.980000000,2PLAY,42.980000000,42.980000000,VF RIP U-TREUE,0,0,29,1
35 - 39,KBW,0,80,696,22,52.980000000,DIGITAL KABELANSCHLUSS,52.980000000,39.990000000,VF RIP U-TREUE,0,0,80,0
30 - 34,NRW,0,44,30,0,47.980000000,HD OPTION,52.980000000,37.990000000,VF RIP U-TREUE,0,0,44,0
30 - 34,KBW,0,13,179,5,39.980000000,2PLAY,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,179,13,1
60 - 64,NRW,0,43,102,3,64.960000000,HD OPTION,74.960000000,39.980000000,VF RIP U-TREUE,0,0,43,0
50 - 54,NRW,0,44,30,0,59.980000000,2PLAY,59.980000000,59.980000000,RED INTERNET & PHONE CABLE U,0,0,44,0
25 - 29,KBW,0,3,30,0,39.980000000,2PLAY,39.980000000,39.980000000,GIGAZUHAUSE TREUE B,0,0,3,0
30 - 34,NRW,0,60,30,0,32.990000000,SUPERWLAN,35.980000000,32.990000000,VF RIP U-TREUE,0,0,60,1
60 - 64,KBW,0,41,30,0,37.990000000,SUPERWLAN,37.990000000,37.990000000,VF RIP U-TREUE,0,0,41,1
50 - 54,NRW,0,100,30,0,78.950000000,HIGHLIGHTS,78.950000000,49.980000000,3PLAY TREUE HRZ,0,0,99,1
25 - 29,NRW,0,27,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,0,0,27,0
55 - 59,KBW,0,41,30,0,34.980000000,2PLAY,34.980000000,34.980000000,VF RIP U-TREUE,0,0,41,0
70 - 74,NRW,0,21,100,3,72.940000000,HD OPTION,82.940000000,47.960000000,VF CABLEMAX,0,100,21,1
35 - 39,KBW,0,23,60,1,34.990000000,2PLAY,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,60,23,0
55 - 59,HSN,0,135,30,0,78.850000000,HIGHLIGHTS,78.850000000,57.860000000,3PLAY PREMIUM,0,0,135,0
60 - 64,KBW,0,211,30,0,58.770000000,ANALOG KABELANSCHLUSS,58.770000000,37.780000000,GIGAZUHAUSE KABEL,0,0,135,0
30 - 34,KBW,0,21,111,3,44.990000000,SUPERWLAN,44.990000000,44.990000000,GIGAZUHAUSE KABEL,0,111,15,0
55 - 59,NRW,0,20,149,4,37.980000000,2PLAY,37.980000000,37.980000000,GIGAZUHAUSE TREUE B,0,149,20,1
25 - 29,NRW,0,21,92,3,39.980000000,2PLAY,39.980000000,39.980000000,VF CABLEMAX,0,92,21,0
30 - 34,HSN,0,20,142,4,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,142,20,1
35 - 39,NRW,0,76,30,0,11.980000000,2PLAY,11.980000000,11.980000000,EAZY,0,0,76,1
35 - 39,KBW,0,16,248,8,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,248,16,1
40 - 44,HSN,0,95,30,0,181.840000000,2PLAY,181.840000000,181.840000000,RED INTERNET & PHONE CABLE U,0,0,95,0
40 - 44,KBW,0,156,30,0,68.960000000,ANALOG KABELANSCHLUSS,68.960000000,47.970000000,VF RIP U-TREUE,0,0,43,1
30 - 34,HSN,0,61,30,0,42.980000000,2PLAY,42.980000000,42.980000000,VF RIP U-TREUE,0,0,61,1
35 - 39,KBW,0,38,30,0,44.980000000,SUPERWLAN,44.980000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,38,1
60 - 64,NRW,0,100,30,0,48.420000000,3PLAY,48.420000000,48.420000000,3PLAY COMFORT,0,0,100,0
25 - 29,NRW,0,56,30,0,0E-9,1PLAY,0E-9,0E-9,MMA,0,0,56,0
25 - 29,KBW,0,25,651,21,55.970000000,DIGITAL KABELANSCHLUSS,55.970000000,42.980000000,VF RIP U-TREUE,0,0,25,0
50 - 54,NRW,0,45,30,0,49.970000000,2PLAY,49.970000000,49.970000000,VF CABLEMAX,0,0,45,1
25 - 29,KBW,0,20,128,4,39.980000000,SUPERWLAN,39.980000000,39.980000000,GIGAZUHAUSE KABEL,0,128,20,1
45 - 49,KBW,0,22,88,2,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,0,88,22,0
75 - 79,HSN,0,35,30,0,92.910000000,VF PREMIUM,102.910000000,42.980000000,VF RIP U-TREUE,0,0,35,0
30 - 34,NRW,0,15,284,9,44.990000000,SUPERWLAN,44.990000000,44.990000000,GIGAZUHAUSE KABEL,0,284,15,0
30 - 34,NRW,0,40,30,0,29.990000000,2PLAY,29.990000000,29.990000000,RED INTERNET & PHONE CABLE U,0,0,40,1
55 - 59,HSN,0,52,30,0,59.970000000,N/A,59.970000000,54.980000000,VF RIP U-TREUE,0,0,43,1
25 - 29,NRW,0,20,133,4,52.960000000,2PLAY,52.960000000,52.960000000,VF CABLEMAX,0,133,20,1
60 - 64,NRW,0,26,30,0,4.990000000,2PLAY,4.990000000,4.990000000,VF CABLEMAX FULL FLEX,0,0,26,0
55 - 59,KBW,0,55,30,0,47.990000000,2PLAY,47.990000000,47.990000000,GIGAZUHAUSE KABEL,0,0,55,1
30 - 34,HSN,0,49,30,0,49.990000000,SUPERWLAN,49.990000000,49.990000000,RED INTERNET & PHONE CABLE U,0,0,49,0
30 - 34,NRW,0,30,30,0,43.970000000,2PLAY,43.970000000,43.970000000,RED INTERNET & PHONE CABLE U,0,0,30,0
55 - 59,HSN,0,46,30,0,49.970000000,2PLAY,49.970000000,49.970000000,VF CABLEMAX,0,0,46,1
35 - 39,HSN,0,39,30,0,39.990000000,SUPERWLAN,39.990000000,39.990000000,RED INTERNET & PHONE CABLE U,0,0,39,0
45 - 49,KBW,0,27,30,0,29.990000000,2PLAY,29.990000000,29.990000000,VF RIP U-TREUE,0,0,27,1
60 - 64,NRW,0,44,30,0,29.990000000,2PLAY,29.990000000,29.990000000,RED INTERNET & PHONE CABLE U,0,0,44,0
35 - 39,KBW,0,59,30,0,44.980000000,N/A,44.980000000,44.980000000,VF RIP U-TREUE,0,0,59,0
50 - 54,KBW,0,69,30,0,32.990000000,2PLAY,32.990000000,32.990000000,VF RIP U-TREUE,0,0,69,1
35 - 39,KBW,0,96,342,11,116.930000000,VF PREMIUM,116.930000000,47.980000000,GIGAZUHAUSE TREUE B,0,342,13,0
40 - 44,NRW,1,18,204,6,34.980000000,N/A,39.980000000,39.980000000,VF CABLEMAX,24,204,18,1
35 - 39,HSN,0,34,30,0,37.990000000,SUPERWLAN,37.990000000,37.990000000,VF RIP U-TREUE,0,0,34,1
55 - 59,NRW,0,122,30,0,42.980000000,2PLAY,42.980000000,42.980000000,2PLAY PLUS,0,0,122,0
55 - 59,HSN,0,25,30,0,82.950000000,VF PREMIUM,82.950000000,37.990000000,VF RIP U-TREUE,0,0,25,1
35 - 39,NRW,0,71,30,0,57.970000000,2PLAY,57.970000000,57.970000000,GIGAZUHAUSE KABEL,0,0,71,1
65 - 69,NRW,0,25,30,0,34.990000000,SUPERWLAN,34.990000000,34.990000000,RED INTERNET & PHONE CABLE U,0,0,25,1
65 - 69,NRW,0,27,30,0,41.950000000,VTV INTERNATIONAL,63.930000000,27.980000000,VF RIP U-TREUE,0,0,27,0
50 - 54,NRW,0,85,112,3,77.950000000,SUPERWLAN,82.950000000,37.990000000,VF RIP U-TREUE,0,106,21,1
35 - 39,NRW,0,33,30,0,42.980000000,N/A,42.980000000,42.980000000,VF RIP U-TREUE,0,0,33,1
50 - 54,HSN,0,53,30,0,49.970000000,2PLAY,49.970000000,49.970000000,VF CABLEMAX,0,0,53,1
25 - 29,NRW,0,3,16,0,38.980000000,2PLAY,38.980000000,38.980000000,GIGAZUHAUSE TREUE C,0,16,3,1
45 - 49,NRW,0,39,30,0,47.990000000,SUPERWLAN,47.990000000,47.990000000,VF RIP U-TREUE,0,0,39,1
70 - 74,NRW,0,76,30,0,39.990000000,N/A,39.990000000,39.990000000,VF RIP U-TREUE,0,0,76,0
45 - 49,NRW,0,46,30,0,64.970000000,DIGITAL KABELANSCHLUSS,64.970000000,44.980000000,VF CABLEMAX,0,0,46,0
55 - 59,HSN,0,67,543,17,64.930000000,VTV INTERNATIONAL,69.930000000,29.990000000,VF RIP U-TREUE,0,0,43,1
30 - 34,NRW,0,25,30,0,44.980000000,2PLAY,44.980000000,44.980000000,RED INTERNET & PHONE CABLE U,0,0,25,1
50 - 54,NRW,0,29,30,0,44.980000000,2PLAY,44.980000000,44.980000000,VF CABLEMAX,0,0,29,0
18 - 24,KBW,0,22,91,2,49.970000000,2PLAY,49.970000000,49.970000000,VF CABLEMAX,0,91,22,1
25 - 29,KBW,0,23,57,1,51.990000000,N/A,54.990000000,54.990000000,RED INTERNET & PHONE CABLE U,0,57,23,0
