region,customer_age_class,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
NRW,55 - 59,44.97,39.98,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,60 - 64,49.97,42.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,55 - 59,49.97,49.99,30.0,0.0,MMA MB,0.0
KBW,40 - 44,44.98,54.99,30.0,0.0,3PLAY TREUE MODEM,0.0
HSN,25 - 29,44.98,44.98,30.0,0.0,MMA MB,0.0
NRW,25 - 29,42.98,47.98,30.0,0.0,3PLAY START,0.0
NRW,45 - 49,39.99,49.99,30.0,0.0,MMA MB,0.0
HSN,25 - 29,44.98,49.99,30.0,0.0,3PLAY START,1.0
HSN,40 - 44,49.98,39.98,30.0,0.0,MMA MB,1.0
HSN,40 - 44,54.98,39.98,30.0,0.0,MMA MB,1.0
KBW,35 - 39,27.99,39.99,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,80 and over,39.99,49.99,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,65 - 69,44.98,43.97,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,30 - 34,39.99,39.99,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,25 - 29,25.99,34.99,30.0,0.0,MMA MB,0.0
NRW,55 - 59,39.98,39.99,30.0,0.0,MMA MB,0.0
NRW,65 - 69,39.98,58.99,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,40 - 44,42.99,34.99,30.0,0.0,3PLAY START,1.0
NRW,60 - 64,48.97,39.98,30.0,0.0,MMA MB,0.0
KBW,65 - 69,44.98,44.98,30.0,0.0,MMA MB,1.0
KBW,55 - 59,49.98,44.98,30.0,0.0,MMA MB,0.0
HSN,30 - 34,49.99,39.99,30.0,0.0,MMA MB,0.0
NRW,75 - 79,44.98,34.98,30.0,0.0,MMA MB,1.0
HSN,60 - 64,39.99,42.98,30.0,0.0,VF CABLEMAX FULL FLEX,0.0
NRW,35 - 39,39.99,39.99,30.0,0.0,MMA MB,1.0
NRW,30 - 34,49.99,37.99,30.0,0.0,3PLAY START,1.0
NRW,30 - 34,44.98,58.98,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,55 - 59,37.99,29.99,30.0,1.0,TREUEPLUS BASIS,0.0
NRW,45 - 49,44.98,39.99,30.0,0.0,MMA MB,1.0
NRW,55 - 59,48.97,34.99,30.0,0.0,3PLAY TREUE MODEM,1.0
KBW,45 - 49,35.99,44.99,30.0,0.0,TREUEPLUS BASIS,1.0
HSN,30 - 34,34.99,29.99,30.0,0.0,MMA MB,0.0
NRW,55 - 59,47.98,44.98,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,60 - 64,44.98,39.98,30.0,0.0,MMA MB,1.0
NRW,70 - 74,63.99,37.99,30.0,0.0,MMA MB,1.0
NRW,45 - 49,47.97,49.96,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,30 - 34,44.98,34.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,35 - 39,42.97,44.98,30.0,0.0,MMA MB,1.0
NRW,30 - 34,37.99,34.99,30.0,0.0,TREUEPLUS BASIS,1.0
KBW,55 - 59,48.97,39.98,30.0,0.0,MMA MB,0.0
KBW,50 - 54,44.99,27.99,30.0,0.0,3PLAY START,1.0
NRW,45 - 49,37.99,43.99,30.0,0.0,TREUEPLUS BASIS,0.0
HSN,55 - 59,24.99,39.99,30.0,0.0,MMA MB,0.0
NRW,35 - 39,49.99,39.99,30.0,0.0,MMA MB,1.0
KBW,60 - 64,44.98,44.98,30.0,0.0,3PLAY START,0.0
KBW,45 - 49,34.99,39.99,30.0,0.0,MMA MB,1.0
KBW,80 and over,44.98,39.98,30.0,0.0,MMA MB,1.0
KBW,65 - 69,29.99,44.99,30.0,0.0,3PLAY START,1.0
NRW,60 - 64,29.99,44.99,30.0,0.0,MMA MB,0.0
NRW,30 - 34,44.98,39.99,30.0,0.0,MMA MB,0.0
NRW,40 - 44,44.98,44.98,30.0,0.0,3PLAY START,0.0
KBW,80 and over,44.98,44.98,30.0,0.0,3PLAY TREUE MODEM,1.0
KBW,40 - 44,34.99,39.98,30.0,0.0,3PLAY TREUE GENRE,0.0
NRW,45 - 49,34.99,37.99,30.0,0.0,MMA MB,0.0
KBW,55 - 59,44.97,44.98,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,30 - 34,69.99,39.99,30.0,0.0,MMA MB,1.0
NRW,80 and over,44.98,49.99,30.0,0.0,MMA MB,0.0
NRW,55 - 59,39.98,39.99,30.0,0.0,MMA MB,1.0
HSN,40 - 44,34.99,39.99,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,60 - 64,34.99,39.99,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,30 - 34,39.99,34.99,30.0,0.0,3PLAY START,1.0
KBW,30 - 34,54.99,29.99,30.0,0.0,MMA MB,0.0
NRW,55 - 59,44.99,34.99,30.0,0.0,MMA MB,1.0
KBW,35 - 39,44.98,32.99,30.0,0.0,3PLAY START,0.0
NRW,30 - 34,39.99,54.99,30.0,0.0,MMA MB,1.0
NRW,25 - 29,34.99,39.98,30.0,0.0,3PLAY TREUE MODEM,1.0
KBW,55 - 59,44.99,44.98,30.0,0.0,MMA MB,0.0
NRW,25 - 29,42.98,44.98,30.0,0.0,MMA MB,0.0
KBW,30 - 34,34.99,49.99,30.0,0.0,MMA MB,1.0
KBW,35 - 39,29.98,44.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,30 - 34,44.98,57.98,30.0,0.0,MMA MB,0.0
KBW,40 - 44,39.99,49.99,30.0,0.0,MMA MB,1.0
NRW,35 - 39,37.98,39.99,30.0,0.0,2PLAY FLY,1.0
KBW,65 - 69,44.98,39.98,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,25 - 29,49.99,34.99,30.0,0.0,3PLAY START,0.0
KBW,35 - 39,49.96,49.97,30.0,0.0,MMA MB,1.0
KBW,25 - 29,39.98,39.98,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,40 - 44,34.99,39.99,598.0,0.0,MMA MB,1.0
NRW,55 - 59,34.99,37.98,30.0,0.0,MMA MB,1.0
HSN,35 - 39,39.98,44.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,25 - 29,37.94,34.99,30.0,0.0,MMA MB,0.0
NRW,35 - 39,39.98,32.98,30.0,0.0,MMA MB,1.0
HSN,40 - 44,44.98,49.98,30.0,0.0,MMA MB,1.0
NRW,25 - 29,49.97,44.98,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,30 - 34,44.97,29.99,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,80 and over,39.99,34.99,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,30 - 34,44.98,44.98,30.0,0.0,3PLAY TREUE MODEM,0.0
KBW,18 - 24,44.98,44.98,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,35 - 39,24.99,49.99,30.0,0.0,TREUEPLUS BASIS,1.0
HSN,18 - 24,39.99,39.99,697.0,0.0,TREUEPLUS BASIS,1.0
NRW,25 - 29,52.98,34.99,30.0,0.0,MMA MB,0.0
KBW,60 - 64,39.99,34.99,30.0,0.0,MMA MB,1.0
HSN,40 - 44,24.99,39.99,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,60 - 64,34.99,49.99,30.0,0.0,3PLAY TREUE MODEM,0.0
KBW,35 - 39,34.99,34.99,30.0,0.0,3PLAY START,0.0
KBW,25 - 29,42.99,39.99,30.0,0.0,TREUEPLUS BASIS,1.0
KBW,55 - 59,34.99,34.99,30.0,0.0,TREUEPLUS BASIS,1.0
HSN,25 - 29,37.98,58.97,30.0,0.0,MMA MB,0.0
KBW,50 - 54,49.99,49.99,30.0,0.0,TREUEPLUS BASIS,1.0
HSN,60 - 64,29.99,34.99,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,65 - 69,29.99,29.99,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,45 - 49,29.99,37.99,30.0,0.0,MMA MB,0.0
NRW,60 - 64,44.98,39.99,60.0,0.0,MMA MB,0.0
NRW,55 - 59,39.98,49.97,30.0,0.0,3PLAY START,1.0
NRW,45 - 49,34.99,34.99,30.0,0.0,3PLAY START,0.0
NRW,25 - 29,44.98,49.99,30.0,0.0,3PLAY START,1.0
KBW,18 - 24,49.98,39.98,30.0,0.0,3PLAY START,0.0
NRW,40 - 44,34.99,49.99,30.0,0.0,MMA MB,0.0
NRW,45 - 49,37.98,44.98,30.0,0.0,3PLAY TREUE MODEM,0.0
KBW,60 - 64,38.98,49.99,30.0,0.0,MMA MB,1.0
NRW,35 - 39,29.99,39.99,30.0,0.0,MMA MB,0.0
NRW,55 - 59,34.99,34.99,30.0,2.0,MMA MB,0.0
KBW,40 - 44,39.99,29.99,30.0,0.0,MMA MB,1.0
KBW,30 - 34,39.99,19.99,30.0,0.0,3PLAY START,0.0
NRW,35 - 39,44.98,39.99,30.0,0.0,MMA MB,0.0
KBW,35 - 39,49.95,49.99,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,45 - 49,44.98,44.98,30.0,0.0,MMA MB,1.0
NRW,35 - 39,49.97,49.97,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,18 - 24,60.95,34.99,30.0,0.0,3PLAY TREUE MODEM,1.0
KBW,35 - 39,49.97,34.99,30.0,0.0,MMA MB,1.0
KBW,75 - 79,49.98,34.99,696.0,0.0,MMA MB,0.0
KBW,25 - 29,44.98,39.98,30.0,0.0,3PLAY TREUE MODEM,1.0
HSN,60 - 64,39.99,37.99,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,50 - 54,39.99,44.99,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,35 - 39,39.99,39.99,30.0,0.0,MMA MB,1.0
KBW,30 - 34,53.99,29.99,30.0,0.0,MMA MB,0.0
HSN,70 - 74,58.98,39.98,30.0,0.0,MMA MB,1.0
NRW,45 - 49,27.98,34.99,30.0,0.0,MMA MB,1.0
HSN,45 - 49,39.99,39.99,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,30 - 34,42.98,39.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,55 - 59,54.99,44.98,30.0,0.0,GIGAZUHAUSE CABLEMAX EB,1.0
NRW,30 - 34,48.99,44.98,30.0,0.0,MMA MB,0.0
KBW,25 - 29,58.98,39.99,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,35 - 39,37.97,29.99,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,55 - 59,44.98,44.98,30.0,0.0,MMA MB,0.0
NRW,35 - 39,34.99,34.99,30.0,0.0,MMA MB,0.0
KBW,70 - 74,25.99,34.99,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,30 - 34,29.99,49.97,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,25 - 29,39.99,0.96,30.0,0.0,MMA MB,0.0
NRW,45 - 49,17.99,44.99,30.0,0.0,EAZY,1.0
NRW,60 - 64,49.97,42.99,30.0,0.0,MMA MB,1.0
KBW,70 - 74,34.98,44.98,30.0,0.0,MMA MB,0.0
NRW,50 - 54,44.98,44.98,30.0,0.0,MMA MB,1.0
NRW,25 - 29,37.98,44.98,30.0,0.0,MMA MB,1.0
KBW,30 - 34,34.99,49.99,30.0,0.0,2PLAY FLY,1.0
KBW,55 - 59,39.99,44.98,30.0,0.0,MMA MB,0.0
NRW,25 - 29,32.99,39.99,30.0,0.0,MMA MB,1.0
NRW,35 - 39,32.98,54.99,30.0,0.0,MMA MB,0.0
KBW,25 - 29,24.99,42.99,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,25 - 29,39.98,34.98,30.0,0.0,3PLAY TREUE MODEM,1.0
KBW,30 - 34,49.99,34.99,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,75 - 79,39.98,44.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,55 - 59,29.99,34.98,30.0,0.0,MMA MB,0.0
NRW,55 - 59,44.98,29.99,30.0,0.0,MMA MB,0.0
KBW,35 - 39,49.99,34.99,30.0,0.0,MMA MB,0.0
NRW,25 - 29,29.98,44.98,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,55 - 59,54.99,42.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,18 - 24,29.99,34.99,30.0,0.0,MMA MB,0.0
NRW,50 - 54,37.96,29.99,30.0,0.0,3PLAY START,1.0
KBW,30 - 34,34.99,34.99,30.0,0.0,MMA MB,1.0
NRW,70 - 74,44.99,49.96,30.0,0.0,MMA MB,0.0
KBW,75 - 79,59.98,39.98,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,40 - 44,44.98,49.97,30.0,0.0,MMA MB,0.0
NRW,65 - 69,44.98,49.98,30.0,0.0,MMA MB,1.0
KBW,75 - 79,44.98,54.98,30.0,0.0,3PLAY START,0.0
KBW,40 - 44,39.99,34.99,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,30 - 34,42.99,34.99,30.0,0.0,MMA MB,1.0
NRW,45 - 49,44.98,34.99,30.0,0.0,TREUEPLUS BASIS,1.0
HSN,35 - 39,34.99,39.99,30.0,0.0,MMA MB,1.0
HSN,55 - 59,49.99,39.98,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,80 and over,29.99,34.99,30.0,0.0,MMA MB,1.0
NRW,25 - 29,39.99,48.98,30.0,0.0,MMA MB,1.0
KBW,35 - 39,34.99,39.99,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,35 - 39,39.97,19.98,30.0,0.0,MMA MB,1.0
NRW,40 - 44,44.98,42.98,30.0,0.0,3PLAY START,0.0
NRW,60 - 64,34.99,48.98,30.0,0.0,MMA MB,0.0
KBW,35 - 39,57.97,34.98,30.0,1.0,MMA MB,1.0
NRW,30 - 34,34.99,29.99,30.0,0.0,MMA MB,0.0
NRW,45 - 49,39.99,39.99,30.0,0.0,MMA MB,1.0
NRW,70 - 74,49.99,29.99,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,40 - 44,38.99,34.99,30.0,0.0,MMA MB,1.0
NRW,60 - 64,42.98,39.98,30.0,0.0,MMA MB,0.0
KBW,30 - 34,24.99,39.98,30.0,0.0,MMA MB,0.0
NRW,30 - 34,44.98,42.98,30.0,0.0,MMA MB,1.0
NRW,30 - 34,42.98,44.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,30 - 34,49.99,54.98,30.0,0.0,TREUEPLUS BASIS,0.0
HSN,45 - 49,34.99,54.99,30.0,0.0,MMA MB,1.0
KBW,35 - 39,59.95,44.98,30.0,0.0,MMA MB,0.0
KBW,35 - 39,42.96,79.95,30.0,0.0,2PLAY START,0.0
NRW,75 - 79,39.98,44.98,30.0,0.0,MMA MB,1.0
NRW,35 - 39,39.97,44.98,30.0,0.0,MMA MB,0.0
NRW,70 - 74,42.98,54.98,30.0,0.0,2PLAY FLY,0.0
NRW,55 - 59,34.99,39.99,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,35 - 39,34.99,32.99,30.0,0.0,MMA MB,0.0
NRW,65 - 69,24.99,44.98,30.0,0.0,MMA MB,0.0
KBW,55 - 59,44.97,44.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,25 - 29,44.98,44.98,30.0,0.0,MMA MB,1.0
HSN,30 - 34,44.98,44.98,30.0,0.0,3PLAY TREUE MODEM,0.0
KBW,60 - 64,29.98,58.98,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,80 and over,39.98,44.98,30.0,0.0,TREUEPLUS BASIS,1.0
KBW,35 - 39,47.98,54.98,30.0,0.0,MMA MB,1.0
KBW,70 - 74,39.99,37.99,30.0,0.0,MMA MB,1.0
NRW,70 - 74,29.98,44.98,30.0,0.0,MMA MB,0.0
NRW,60 - 64,39.99,52.99,30.0,0.0,MMA MB,1.0
NRW,65 - 69,34.98,44.98,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,45 - 49,29.99,34.99,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,25 - 29,44.98,34.99,30.0,0.0,MMA MB,0.0
NRW,50 - 54,34.99,39.99,30.0,0.0,MMA MB,1.0
KBW,35 - 39,39.98,42.98,30.0,0.0,MMA MB,0.0
NRW,80 and over,60.97,44.98,30.0,0.0,MMA MB,0.0
KBW,30 - 34,37.99,59.98,30.0,0.0,MMA MB,1.0
NRW,35 - 39,49.98,39.98,30.0,0.0,MMA MB,0.0
NRW,70 - 74,44.98,44.98,30.0,0.0,3PLAY START,0.0
NRW,60 - 64,57.96,37.99,30.0,0.0,3PLAY START,0.0
KBW,25 - 29,44.98,44.98,30.0,0.0,3PLAY START,0.0
HSN,60 - 64,34.99,32.99,30.0,0.0,MMA MB,0.0
NRW,40 - 44,43.99,34.99,30.0,0.0,MMA MB,1.0
NRW,50 - 54,39.99,54.98,30.0,0.0,MMA MB,1.0
HSN,35 - 39,34.99,24.98,30.0,0.0,3PLAY START,0.0
KBW,35 - 39,52.95,54.98,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,25 - 29,29.99,44.99,30.0,0.0,MMA MB,0.0
NRW,25 - 29,58.99,39.99,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,30 - 34,35.98,32.99,30.0,0.0,3PLAY START,0.0
NRW,55 - 59,44.98,44.98,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,35 - 39,39.99,42.97,30.0,0.0,2PLAY FLY,1.0
NRW,65 - 69,32.97,57.99,30.0,0.0,MMA MB,0.0
NRW,80 and over,44.98,44.98,30.0,0.0,MMA MB,0.0
KBW,25 - 29,39.99,49.99,30.0,0.0,MMA MB,0.0
NRW,60 - 64,34.99,44.98,30.0,0.0,MMA MB,0.0
NRW,30 - 34,54.99,44.99,30.0,0.0,MMA MB,1.0
NRW,40 - 44,37.97,39.98,30.0,0.0,MMA MB,0.0
KBW,60 - 64,34.99,39.98,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,60 - 64,39.99,52.99,30.0,0.0,MMA MB,1.0
KBW,60 - 64,49.99,59.99,30.0,0.0,3PLAY START,1.0
KBW,40 - 44,42.97,39.98,30.0,0.0,MMA MB,1.0
NRW,25 - 29,54.99,34.99,30.0,0.0,3PLAY START,1.0
NRW,18 - 24,24.99,49.96,30.0,0.0,MMA MB,0.0
KBW,80 and over,44.98,39.97,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,75 - 79,49.94,42.98,696.0,0.0,MMA MB,1.0
KBW,30 - 34,34.99,39.99,30.0,1.0,TREUEPLUS BASIS,0.0
NRW,45 - 49,54.97,39.99,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,50 - 54,42.99,39.99,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,25 - 29,37.98,44.98,30.0,0.0,3PLAY TREUE MODEM,1.0
KBW,40 - 44,39.99,45.97,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,65 - 69,42.99,39.99,30.0,0.0,MMA MB,1.0
NRW,40 - 44,39.98,39.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,35 - 39,39.99,34.99,30.0,0.0,MMA MB,1.0
KBW,40 - 44,39.98,44.98,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,65 - 69,39.98,42.98,30.0,0.0,MMA MB,1.0
KBW,30 - 34,39.98,39.98,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,40 - 44,49.97,39.98,30.0,0.0,MMA MB,0.0
NRW,30 - 34,37.99,37.98,30.0,0.0,MMA MB,0.0
NRW,30 - 34,44.98,44.98,30.0,0.0,MMA MB,1.0
KBW,40 - 44,49.99,39.98,30.0,0.0,MMA MB,1.0
NRW,30 - 34,39.99,34.99,30.0,0.0,MMA MB,0.0
NRW,55 - 59,44.98,44.98,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,35 - 39,27.98,44.98,30.0,0.0,MMA MB,1.0
NRW,45 - 49,39.99,34.99,30.0,0.0,TREUEPLUS BASIS,1.0
KBW,40 - 44,37.99,39.99,30.0,0.0,MMA MB,1.0
HSN,45 - 49,44.98,43.98,30.0,0.0,MMA MB,1.0
KBW,35 - 39,29.99,34.99,30.0,0.0,MMA MB,0.0
NRW,30 - 34,34.99,44.99,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,50 - 54,39.99,44.98,30.0,0.0,MMA MB,0.0
NRW,30 - 34,34.99,29.99,30.0,0.0,3PLAY START,0.0
KBW,60 - 64,32.99,44.98,5.0,0.0,3PLAY TREUE MODEM,1.0
HSN,35 - 39,59.98,39.97,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,65 - 69,34.99,19.99,30.0,0.0,MMA MB,1.0
NRW,35 - 39,44.98,39.98,30.0,0.0,GIGAZUHAUSE TREUE B,1.0
KBW,45 - 49,44.98,59.99,597.0,0.0,MMA MB,0.0
NRW,25 - 29,19.99,39.99,30.0,0.0,MMA MB,0.0
NRW,35 - 39,38.0,48.98,30.0,0.0,MMA MB,0.0
NRW,70 - 74,34.99,52.99,30.0,0.0,MMA MB,1.0
NRW,45 - 49,44.98,54.98,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,25 - 29,49.99,39.99,30.0,0.0,MMA MB,1.0
KBW,65 - 69,47.98,44.98,30.0,0.0,MMA MB,1.0
KBW,45 - 49,29.99,62.97,30.0,0.0,MMA MB,1.0
NRW,35 - 39,34.99,44.99,30.0,0.0,MMA MB,1.0
KBW,70 - 74,54.99,29.99,30.0,0.0,3PLAY START,1.0
NRW,30 - 34,44.98,44.99,30.0,0.0,3PLAY TREUE MODEM,0.0
HSN,75 - 79,29.99,37.98,30.0,0.0,3PLAY TREUE MODEM,1.0
HSN,60 - 64,32.99,34.99,30.0,0.0,MMA MB,1.0
NRW,70 - 74,47.98,39.99,30.0,0.0,MMA MB,1.0
KBW,30 - 34,29.99,38.98,30.0,0.0,MMA MB,1.0
KBW,65 - 69,29.99,39.99,30.0,0.0,MMA MB,0.0
HSN,55 - 59,63.98,34.99,30.0,0.0,MMA MB,1.0
NRW,60 - 64,54.98,44.98,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,55 - 59,39.99,39.99,30.0,0.0,MMA MB,0.0
KBW,40 - 44,34.99,39.99,30.0,0.0,TREUEPLUS BASIS,1.0
NRW,35 - 39,48.99,19.97,30.0,0.0,MMA MB,0.0
KBW,55 - 59,59.99,29.99,30.0,0.0,MMA MB,0.0
KBW,35 - 39,49.97,29.99,7.0,0.0,TREUEPLUS BASIS,1.0
KBW,25 - 29,34.99,39.99,30.0,0.0,MMA MB,1.0
HSN,40 - 44,54.99,39.99,30.0,0.0,MMA MB,1.0
NRW,55 - 59,39.99,38.98,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,60 - 64,49.99,34.99,30.0,0.0,3PLAY TREUE MODEM,1.0
KBW,25 - 29,53.96,39.99,30.0,0.0,3PLAY START,1.0
NRW,18 - 24,42.96,49.99,30.0,0.0,MMA MB,0.0
NRW,40 - 44,39.99,44.98,30.0,0.0,3PLAY START,1.0
NRW,40 - 44,49.98,44.98,30.0,0.0,3PLAY TREUE MODEM,0.0
KBW,30 - 34,32.98,39.99,30.0,0.0,MMA MB,0.0
NRW,40 - 44,39.99,32.99,30.0,0.0,MMA MB,0.0
KBW,50 - 54,44.99,49.99,30.0,0.0,TREUEPLUS BASIS,0.0
NRW,60 - 64,34.99,29.99,30.0,0.0,MMA MB,0.0
NRW,35 - 39,42.97,34.98,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,40 - 44,34.99,42.99,30.0,0.0,3PLAY TREUE MODEM,0.0
NRW,50 - 54,44.98,49.98,30.0,0.0,TREUEPLUS BASIS,1.0
KBW,45 - 49,49.99,34.99,30.0,0.0,MMA MB,0.0
NRW,55 - 59,49.97,42.98,30.0,0.0,TREUEPLUS BASIS,0.0
KBW,60 - 64,49.97,38.97,30.0,0.0,MMA MB,1.0
HSN,60 - 64,58.98,29.98,30.0,0.0,3PLAY TREUE MODEM,1.0
NRW,80 and over,39.98,57.98,30.0,0.0,MMA MB,1.0
KBW,70 - 74,44.98,39.98,30.0,0.0,3PLAY TREUE MODEM,1.0
HSN,35 - 39,44.98,44.98,30.0,0.0,MMA MB,0.0
NRW,80 and over,34.99,37.99,30.0,0.0,3PLAY START,1.0
NRW,30 - 34,44.98,34.99,30.0,0.0,TREUEPLUS BASIS,1.0
HSN,35 - 39,44.98,44.98,30.0,0.0,MMA MB,1.0
