customer_age_class,region,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
35 - 39,KBW,63.940099999999845,63.979999999999855,166.78333333333333,0.04,GIGAZUHAUSE KABEL,0
65 - 69,HSN,57.19359999999994,44.35819999999999,49.77,0.05,GIGAZUHAUSE TREUE C,0
55 - 59,KBW,65.5065007092065,45.129699999999964,40.748,0.02,TREUEPLUS BASIS,0
70 - 74,KBW,48.531631666666655,40.64879999999996,37.46,0.0,INTERNET START HZ TV,0
65 - 69,KBW,82.7150999999999,53.004899999999964,30.91,0.02,TREUEPLUS,0
50 - 54,KBW,44.41713666666663,42.96131249999999,30.0,0.0,TREUEPLUS BASIS,0
75 - 79,KBW,51.499733333333296,33.49159999999996,42.24,0.0,3PLAY HD BOX,0
45 - 49,KBW,48.496799999999894,44.58999999999988,173.66099999999997,0.02,GIGAZUHAUSE KABEL,0
60 - 64,KBW,53.53029999999998,39.21189999999999,263.975,0.05,GIGAZUHAUSE TREUE D,0
45 - 49,HSN,62.595616666666686,51.27889999999998,56.63366666666667,0.59,INTERNET COMFORT,0
35 - 39,HSN,17.990000000000006,17.990000000000006,37.93,0.0,EAZY FLEX,0
25 - 29,KBW,44.979999999999976,44.979999999999876,41.98494315782481,0.03,TELEFON HSI,0
60 - 64,KBW,41.50142372899028,33.08879999999992,142.596,0.0,VF CABLEMAX FULL FLEX,0
35 - 39,HSN,59.50421945193694,54.98999999999985,30.0,0.0,RED INTERNET & PHONE CABLE U,0
40 - 44,KBW,53.78492772461453,40.181599999999996,51.71,0.02,TREUEPLUS BASIS,0
65 - 69,KBW,48.064099999999996,45.719400000000014,41.27,0.0,2PLAY TREU,0
55 - 59,KBW,41.046699999999916,30.094699999999968,59.35,0.0,3PLAY + PAY,0
45 - 49,KBW,41.50142372899028,29.989999999999927,35.8719191919192,0.0,VF CABLEMAX,0
65 - 69,KBW,61.64990321428565,55.29569999999989,40.0275,0.0,INTERNET START HZ TV,0
40 - 44,KBW,47.02899523809519,44.979999999999954,32.012523809523806,0.01,TELEFON HSI,0
40 - 44,HSN,29.518999999999988,21.964199999999995,76.79,0.085,VF CABLEMAX,0
55 - 59,HSN,56.27631666666665,48.11609999999999,82.63,0.0,3PLAY TREUE MODEM,0
50 - 54,KBW,43.18929999999998,42.554465714285705,30.123529411764704,0.08666666666666668,VF CABLEMAX,0
40 - 44,KBW,51.252295833333285,39.09374999999991,530.09,0.03,TELEFON HSI,0
35 - 39,KBW,45.2343196095571,38.18949999999991,39.09,0.0,VF CABLEMAX FULL FLEX,0
30 - 34,HSN,40.07990000000001,39.98,176.38599864846648,0.0,GIGAZUHAUSE KABEL,0
60 - 64,KBW,64.37833333333334,39.77883333333332,99.1,0.0,VF CABLEMAX FULL FLEX,0
45 - 49,KBW,60.71799999999988,58.180899999999895,36.65,0.0,RED INTERNET & PHONE CABLE U,0
30 - 34,KBW,40.43181659090911,39.78040000000001,166.63799999999995,0.0,MMA MB,0
40 - 44,KBW,41.40267357142853,32.98999999999992,30.238442307692306,0.0014285714285714286,VF RIP U-TREUE,0
40 - 44,HSN,43.969749999999976,37.93999999999989,31.73,0.0,VF RIP U-TREUE,0
55 - 59,KBW,70.82976666666656,51.86119999999992,36.5,0.03,GIGAZUHAUSE KABEL,0
45 - 49,KBW,29.889999999999937,29.989999999999924,45.84229761904763,0.0,MMA MB,0
65 - 69,KBW,38.45675833333334,34.78060000000001,29.88,0.0,VF CABLEMAX,0
60 - 64,KBW,67.59339999999992,46.770900000000005,112.8,0.16,TREUEPLUS BASIS,0
35 - 39,KBW,34.900772907484594,34.98999999999988,41.40486576959331,0.06,RED INTERNET & PHONE CABLE U,0
55 - 59,HSN,80.45203333333343,57.579399999999936,30.0,0.0,3PLAY PREMIUM,0
65 - 69,KBW,51.682717500000045,37.78300000000008,33.17,0.0,3PLAY TREUE GENRE,0
30 - 34,KBW,44.98959999999989,44.98999999999988,151.03866666666664,0.05,GIGAZUHAUSE TREUE,0
45 - 49,KBW,44.89399999999998,37.080999999999996,189.1,0.06,GIGAZUHAUSE TREUE C,0
25 - 29,KBW,40.06316666666668,39.98000000000001,77.83839682539684,0.02,TREUEPLUS BASIS,0
30 - 34,KBW,39.98000000000001,39.98,145.11796558996562,0.0,GIGAZUHAUSE KABEL,0
30 - 34,KBW,11.980000000000013,11.980000000000011,30.0,0.0,EAZY,0
35 - 39,KBW,40.05990000000001,39.98,190.4147258297259,0.0,GIGAZUHAUSE KABEL,0
40 - 44,HSN,182.37606666666673,179.18320000000003,30.0,0.0,RIP CABLE U TREUE,0
45 - 49,KBW,62.74801666666667,45.40649999999993,38.74,0.15,RIP CABLE U TREUE,0
45 - 49,KBW,44.16672714285712,42.9503,30.0,0.02,VF CABLEMAX,0
35 - 39,KBW,44.55461064800427,44.97999999999992,31.667498978422454,0.0,RIP CABLE U TREUE,0
50 - 54,KBW,50.65104666666671,47.94290000000005,30.0,0.0,3PLAY FLY,0
50 - 54,KBW,0.0,0.0,30.0,0.0,MMA,0
30 - 34,KBW,58.91159999999999,42.66209999999997,416.99,0.11,RED INTERNET & PHONE CABLE U,0
45 - 49,KBW,55.78903076923077,48.4227803146853,30.0,0.332125985125985,TREUEPLUS BASIS,0
25 - 29,KBW,40.279800000000016,39.98,189.7080830999066,0.0,GIGAZUHAUSE KABEL,0
40 - 44,KBW,34.73529999999993,29.989999999999924,39.28675829725828,0.01,VF CABLEMAX FULL FLEX,0
65 - 69,HSN,78.89573023809518,45.138099999999966,51.68,0.02,TREUEPLUS BASIS,0
30 - 34,KBW,45.77829999999989,44.98999999999988,248.68034920634923,0.0,GIGAZUHAUSE KABEL,0
45 - 49,KBW,29.631666666666607,29.989999999999927,31.49,0.0,TREUEPLUS,0
50 - 54,HSN,63.78795,48.7095666666666,73.39,0.26,TREUEPLUS BASIS,0
30 - 34,KBW,53.27060000000002,51.064099999999996,109.56342857142856,0.06,INTERNET START HZ TV,0
55 - 59,KBW,3.243500000000003,3.9112000000000045,30.28,0.0,TREUEPLUS,0
40 - 44,KBW,52.43703333333323,46.8312999999999,56.16,0.0,GIGAZUHAUSE TREUE D,0
45 - 49,KBW,50.39580666666655,49.98999999999985,30.0,0.08,RED INTERNET & PHONE CABLE U,0
25 - 29,KBW,44.32149999999995,43.87809999999994,30.09,0.0,RED INTERNET & PHONE CABLE U,0
40 - 44,KBW,53.36269166666665,49.96999999999997,30.0,0.0,TREUEPLUS BASIS,0
35 - 39,KBW,39.989999999999895,39.989999999999874,30.0,0.0,RIP CABLE U TREUE,0
40 - 44,KBW,31.882421071428507,29.989999999999924,31.336671717171715,0.023333333333333334,VF CABLEMAX FULL FLEX,0
45 - 49,KBW,30.624640277777715,32.213333333333274,39.8775,0.0,TREUEPLUS BASIS,0
50 - 54,HSN,64.7130596825397,42.281799999999976,116.93333333333334,0.0,TELEFON HSI,0
45 - 49,KBW,33.84657499999992,32.98999999999992,30.0,0.46328571428571413,VF RIP U-TREUE,0
40 - 44,KBW,92.4867,53.10259999999992,323.085,0.41,GIGAZUHAUSE TREUE C,0
35 - 39,KBW,39.16830000000001,39.560700000000004,170.46333333333337,0.74,RIP CABLE U TREUE,0
35 - 39,HSN,38.10653333333324,37.98999999999989,30.0,0.0,VF RIP U-TREUE,0
50 - 54,KBW,48.461099999999945,42.98879999999999,30.0,0.0,3PLAY PREMIUM,0
55 - 59,HSN,67.39802999999989,41.0267999999999,38.71,0.0,VF CABLEMAX FULL FLEX,0
35 - 39,KBW,58.39636666666668,54.73229999999997,67.42666666666668,0.03166666666666666,GIGAZUHAUSE TREUE C,0
40 - 44,KBW,33.988075396825344,34.9899999999999,30.0,0.0,RED INTERNET & PHONE CABLE U,0
65 - 69,KBW,38.66059999999995,32.013000000000005,77.56,0.22,TREUEPLUS BASIS,0
50 - 54,KBW,70.77849999999991,39.80789999999991,98.66,0.04,VF CABLEMAX,0
50 - 54,KBW,51.9985713095238,42.89692071428571,30.0,0.01,GIGAZUHAUSE TREUE B,0
40 - 44,KBW,58.696306428571425,49.96999999999997,38.04189285714286,0.07,TREUEPLUS BASIS,0
30 - 34,KBW,39.000000000000014,38.750200000000014,94.88600000000001,0.04,INTERNET,0
40 - 44,KBW,47.98999999999988,47.98999999999988,30.63,0.0,TELEFON HSI,0
40 - 44,KBW,54.01398565656564,39.989999999999895,29.3,0.0,RIP CABLE U TREUE,0
45 - 49,KBW,48.724098137369126,44.97949999999997,64.13,0.0,TREUEPLUS BASIS,0
55 - 59,HSN,57.3217,33.188999999999936,434.94,0.2,TREUEPLUS BASIS,0
35 - 39,KBW,45.149237087175536,44.97999999999992,35.754679582285874,0.0,TELEFON HSI,0
35 - 39,KBW,48.21126860364525,44.97999999999989,79.65248746454408,0.0,TREUEPLUS,0
25 - 29,KBW,59.25149999999999,49.96999999999997,73.19166666666666,0.01,TREUEPLUS BASIS,0
30 - 34,KBW,52.949999999999875,50.82539999999989,51.22,0.09458333333333334,MMA MB,0
35 - 39,KBW,36.686362229926864,34.98999999999988,57.07015567275862,0.01,RED INTERNET & PHONE CABLE U,0
45 - 49,KBW,34.25374111111105,33.00939999999992,36.14,0.0,VF CABLEMAX FULL FLEX,0
35 - 39,KBW,44.979999999999976,44.97999999999992,42.523035714285705,0.0,RIP CABLE U TREUE,0
40 - 44,KBW,50.338974511876984,44.97999999999989,47.84759854034853,0.0,MMA MB,0
40 - 44,KBW,49.96999999999997,49.96999999999997,139.1118239538239,0.0,TREUEPLUS BASIS,0
65 - 69,KBW,20.325733333333346,18.181000000000004,48.39,0.0,GIGAZUHAUSE TREUE C,0
40 - 44,KBW,38.2563999999999,37.98999999999989,30.0,0.0,VF RIP U-TREUE,0
45 - 49,KBW,52.10932999999998,49.95999999999997,29.278000000000002,0.0,RIP CABLE U TREUE,0
50 - 54,KBW,64.35143333333328,48.13200000000003,30.0,0.0,3PLAY COMFORT,0
30 - 34,HSN,34.20439999999992,34.989999999999874,74.33000000000001,0.64,RED INTERNET & PHONE CABLE U,0
45 - 49,HSN,47.334237499999965,45.010799999999946,95.02333333333333,0.02571428571428571,TREUEPLUS BASIS,0
45 - 49,KBW,56.2060999999999,48.05209999999999,386.91,0.06,3PLAY SMART,0
70 - 74,KBW,37.975649047618994,26.160100000000007,75.04,0.15,3PLAY TREUE HRZ,0
55 - 59,HSN,46.39919999999993,36.22119999999998,490.93,0.0,RED INTERNET & PHONE CABLE U,0
60 - 64,KBW,42.70589999999991,27.88949999999995,265.59,0.1,GIGAZUHAUSE TREUE C,0
40 - 44,KBW,46.22727205946102,44.97999999999988,42.79719607843136,0.0,RED INTERNET & PHONE CABLE U,0
65 - 69,KBW,0.5291,0.3891000000000001,90.94,0.0,3PLAY PLUS,0
65 - 69,KBW,46.57021499999996,38.663900000000005,342.0125,0.06,GIGAZUHAUSE KABEL,0
25 - 29,KBW,48.960199999999965,48.96999999999996,45.04176587301586,0.011333333333333332,TREUEPLUS BASIS,0
75 - 79,KBW,25.786027261904746,21.7429,44.945,0.0,RIP CABLE U TREUE,0
60 - 64,KBW,0.0,0.0,30.0,0.0,MMA,0
45 - 49,KBW,46.89008321428568,39.98999999999988,30.0,0.025833333333333333,TELEFON HSI,0
40 - 44,HSN,50.29459999999994,48.800299999999936,144.34,0.03,GIGAZUHAUSE KABEL,0
45 - 49,HSN,67.35073564768564,49.95999999999997,30.466666666666665,0.0,TREUEPLUS,0
45 - 49,KBW,70.4984999999999,44.70949999999998,461.435,0.02,TREUEPLUS,0
40 - 44,KBW,50.64473055176463,44.97999999999988,41.06260216806235,0.0,TREUEPLUS,0
40 - 44,KBW,69.05903900793648,54.789999999999864,53.005361111111114,0.0,MMA MB,0
40 - 44,KBW,42.42291499999998,39.98000000000001,130.5887857142857,0.75,RIP CABLE U TREUE,0
40 - 44,HSN,76.56111666666666,54.900699999999915,99.76,0.07,GIGAZUHAUSE TREUE D,0
40 - 44,KBW,40.13708083716935,34.9899999999999,30.0,0.4684339826839829,RED INTERNET & PHONE CABLE U,0
40 - 44,HSN,46.56437876984126,44.071766666666626,99.522,0.0,VF CABLEMAX,0
60 - 64,KBW,49.929954999999964,37.79194499999997,51.7,0.0,GIGAZUHAUSE TREUE B,0
35 - 39,HSN,39.39959999999992,37.29389999999993,313.405,0.07,GIGAZUHAUSE TREUE C,0
40 - 44,KBW,32.989999999999924,32.98999999999992,307.81174603174605,0.01,GIGAZUHAUSE TREUE B,0
40 - 44,KBW,53.25353428932177,44.929949999999934,64.87425061050062,0.0,TREUEPLUS,0
70 - 74,KBW,45.834781190476214,37.400400000000076,30.0,0.0,MMA MB,0
60 - 64,KBW,77.80789999999998,56.73720000000002,34.88,0.02,3PLAY PLUS,0
25 - 29,KBW,39.98000000000001,39.98,194.62468105808728,0.13833333333333334,GIGAZUHAUSE KABEL,0
40 - 44,HSN,46.55529999999995,44.979999999999976,35.784,0.0,RED INTERNET & PHONE CABLE U,0
50 - 54,KBW,48.21126860364525,45.95779999999994,107.72,0.0,TREUEPLUS BASIS,0
55 - 59,KBW,52.30770833333332,41.56919999999998,58.31,0.01,MMA MB,0
35 - 39,KBW,46.176543573874895,44.97999999999991,40.31526822480743,0.0,TELEFON HSI,0
35 - 39,KBW,37.93835906204905,33.52899999999992,36.57,0.0,VF CABLEMAX FULL FLEX,0
35 - 39,KBW,32.41337511630226,29.969799999999935,34.09,0.01,VF CABLEMAX FULL FLEX,0
45 - 49,HSN,53.46830000000003,50.77810000000006,36.65,0.14,3PLAY HD BOX + ALLSTARS,0
50 - 54,KBW,40.44108681818181,34.98999999999988,36.27220512820512,0.0,MMA,0
65 - 69,KBW,44.09629999999995,34.13749999999993,484.1633333333333,0.0,MMA MB,0
25 - 29,KBW,29.949099999999934,29.989999999999938,30.0,0.0,MMA,0
60 - 64,HSN,72.30310000000007,51.84099999999989,30.0,0.0,3PLAY VORTEIL,0
65 - 69,HSN,52.722299999999976,45.41599999999996,61.45,0.77,MMA MB,0
55 - 59,KBW,45.864560375180346,42.96999999999993,30.0,0.0,RED INTERNET & PHONE CABLE U,0
40 - 44,KBW,50.80676452380941,49.98999999999985,149.66500000000005,0.0,MMA,0
40 - 44,KBW,44.979999999999976,44.97999999999988,44.95899797807112,0.135213591963592,TELEFON HSI,0
50 - 54,KBW,40.319800000000015,39.98,192.8695912698413,0.0,GIGAZUHAUSE KABEL,0
40 - 44,KBW,59.12741666666667,43.47149999999996,71.03,0.0,VF CABLEMAX FULL FLEX,0
35 - 39,KBW,48.509924343434335,44.97999999999991,38.50807001332,0.0,TREUEPLUS,0
55 - 59,HSN,70.78896666666671,50.42760000000001,30.0,0.05,3PLAY COMFORT,0
60 - 64,HSN,39.5286,30.759499999999925,403.54,0.04,MMA,0
45 - 49,KBW,37.34219918161084,34.9899999999999,30.0,0.0,RIP CABLE U TREUE,0
35 - 39,KBW,39.82800000000002,37.98000000000001,271.68333333333334,0.0,GIGAZUHAUSE KABEL,0
35 - 39,HSN,40.3793999999999,39.98999999999988,42.71623798230491,0.01,RED INTERNET & PHONE CABLE U,0
45 - 49,KBW,32.851199999999956,32.94999999999995,30.0,0.0,MMA MB,0
30 - 34,KBW,45.214799999999975,45.079699999999946,81.60475757575757,0.64,RIP CABLE U TREUE,0
40 - 44,KBW,49.989999999999874,49.98999999999985,30.0,0.0,GIGAZUHAUSE TREUE D,0
60 - 64,KBW,20.43640000000001,17.59220000000001,227.0666666666667,0.65,GIGAZUHAUSE KABEL,0
60 - 64,KBW,54.46249999999996,47.14269999999998,30.0,0.0,3PLAY JUMP,0
55 - 59,KBW,33.06919999999993,28.109899999999946,341.0425,0.61,GIGAZUHAUSE TREUE B,0
