customer_age_class,region,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
60 - 64,HSN,30.52093106121349,49.42265062993348,28,0,GIGAZUHAUSE TREUE C,0
25 - 29,NRW,49.41458249832631,38.370479244815655,30,0,RED INTERNET & PHONE CABLE U,1
50 - 54,NRW,59.70502499753718,46.07443842696396,34,0,RED INTERNET & PHONE CABLE U,0
80 and over,HSN,5.636098713408137,46.48193824113655,31,0,VF RIP U-TREUE,1
65 - 69,HSN,133.3826269073133,50.5821720860818,30,0,RED INTERNET & PHONE CABLE U,1
30 - 34,KBW,31.164896526630617,34.916795643056496,26,0,3PLAY PREMIUM MTA,1
40 - 44,KBW,193.50522736352877,42.53901157517363,28,0,GIGAZUHAUSE KABEL,1
30 - 34,KBW,47.81157342041644,46.093446897918206,30,0,VF CABLEMAX,1
50 - 54,KBW,51.44692597987563,76.42198368948581,188,0,MMA,1
80 and over,HSN,40.1639861604235,51.5486597813479,29,0,VF RIP U-TREUE,1
25 - 29,HSN,29.51145733132115,42.27344432932767,179,0,RED INTERNET & PHONE CABLE U,1
25 - 29,KBW,48.18845596339126,39.62190525128295,28,0,VF RIP U-TREUE,1
40 - 44,NRW,35.412978508792285,50.15961959308009,199,0,3PLAY PREMIUM,1
40 - 44,HSN,51.48565048275429,40.632546545613316,31,0,GIGAZUHAUSE TREUE D,0
60 - 64,NRW,19.887361909019475,52.22187990470536,34,0,VF CABLEMAX,1
35 - 39,KBW,46.45289327923335,42.37568035883862,656,0,GIGAZUHAUSE KABEL,1
50 - 54,KBW,25.744812920529395,43.362414491791135,33,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,38.70701769872222,46.977195607505024,37,0,RED INTERNET & PHONE CABLE U,0
80 and over,HSN,47.035246615886294,43.59426269062767,32,0,VF CABLEMAX,1
60 - 64,KBW,13.954579595022317,50.21988239095327,462,0,RED INTERNET & PHONE CABLE U,1
70 - 74,NRW,58.211557445411074,35.33594388388376,30,0,1PLAY,0
60 - 64,KBW,30.11924665195614,45.00615717613817,293,0,2PLAY JUMP,1
40 - 44,KBW,28.578571162829604,44.56454488167567,170,0,GIGAZUHAUSE KABEL,1
80 and over,HSN,38.50860737603199,26.676613618457992,27,0,RED INTERNET & PHONE CABLE U,1
55 - 59,KBW,68.07942362552379,51.17743803076754,32,0,GIGAZUHAUSE TREUE B,1
45 - 49,NRW,81.50271771634303,38.81182733115885,35,0,GIGAZUHAUSE KABEL,1
40 - 44,HSN,30.855201200519524,23.815724311652374,248,0,VF RIP U-TREUE,1
30 - 34,KBW,-2.2358617704268795,45.02439160291706,30,0,GIGAZUHAUSE KABEL,0
65 - 69,HSN,25.770954788507037,35.119495360798524,444,0,VF CABLEMAX,0
45 - 49,KBW,67.56727434824985,37.73346101987937,736,4,VF CABLEMAX,1
45 - 49,NRW,-6.789011510358982,55.84727820249603,25,0,3PLAY VORTEIL,1
50 - 54,HSN,50.163982645217025,35.223968399002786,194,0,GIGAZUHAUSE KABEL,0
75 - 79,NRW,24.243909553236247,47.02764764171564,33,0,GIGAZUHAUSE TREUE C,0
25 - 29,HSN,31.08399754742927,34.762527677094944,30,0,RED INTERNET & PHONE CABLE U,0
60 - 64,KBW,41.70731920012472,51.686862240594465,325,0,RED INTERNET & PHONE CABLE U,0
25 - 29,NRW,40.59170543677697,50.728967343728634,29,0,3PLAY TREUE,1
45 - 49,HSN,43.1202900978131,32.392517777163874,29,0,RED INTERNET & PHONE CABLE U,1
30 - 34,HSN,31.514613869834122,33.004585394762714,29,0,GIGAZUHAUSE KABEL,1
70 - 74,HSN,20.972456909620824,34.474873128409655,35,0,GIGAZUHAUSE TREUE B,1
80 and over,HSN,28.869535336198183,47.728387490978015,26,0,VF RIP U-TREUE,1
40 - 44,KBW,28.377002592637208,35.76692386011175,302,0,VF RIP U-TREUE,0
60 - 64,HSN,37.074631097473514,63.228956264294965,95,3,RED INTERNET & PHONE CABLE U,1
45 - 49,KBW,37.44644557321667,45.92781952531187,28,0,3PLAY PLUS,0
30 - 34,NRW,79.27670580404757,44.22126628714733,273,0,VF CABLEMAX,0
65 - 69,HSN,17.50706864292328,44.35373726836634,415,0,GIGAZUHAUSE TREUE C,1
40 - 44,KBW,-13.000399204993254,42.96551503872186,86,5,GIGAZUHAUSE TREUE B,0
35 - 39,KBW,32.641769107307496,42.75257001961678,124,0,GIGAZUHAUSE KABEL,1
45 - 49,KBW,107.36394216406649,28.619616206531227,33,0,VF CABLEMAX,1
60 - 64,NRW,34.02207582251633,52.268550137973314,24,0,GIGAZUHAUSE KABEL,1
45 - 49,NRW,30.622457577580484,45.908631450554566,111,0,RED INTERNET & PHONE CABLE U,0
30 - 34,NRW,40.78781676638408,46.041172306994774,30,0,RED INTERNET & PHONE CABLE U,0
80 and over,NRW,29.105150468904412,46.58912747834877,487,0,2PLAY FLY,1
45 - 49,HSN,44.630414423222696,48.79277776095359,35,0,VF CABLEMAX,1
30 - 34,NRW,37.10309921279422,51.790954219673836,32,0,VF RIP U-TREUE,1
25 - 29,NRW,34.28579548617223,39.92996499395147,29,0,RED INTERNET & PHONE CABLE U,0
65 - 69,NRW,63.54558357339017,44.734320100148146,33,0,VF CABLEMAX,0
30 - 34,HSN,45.61692668856644,45.65962741207315,252,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,43.851818730361856,41.73998692613465,34,0,RED INTERNET & PHONE CABLE U,1
60 - 64,NRW,53.16324793408113,39.62907940514787,240,0,EAZY FLEX,1
75 - 79,NRW,22.720021991987416,35.309426406809344,247,0,RED INTERNET & PHONE CABLE U,0
75 - 79,KBW,15.52931310306445,52.024709605135584,250,0,MMA,1
60 - 64,NRW,47.19026977144222,26.45788001414344,37,0,VF CABLEMAX,1
70 - 74,KBW,28.06753457470032,42.057236306901416,33,0,VF CABLEMAX,1
80 and over,NRW,110.20282890025999,41.514635778546555,32,0,RED INTERNET & PHONE CABLE U,1
45 - 49,KBW,14.660027266423487,48.49905062024464,219,0,2PLAY PLUS,1
25 - 29,NRW,13.15276624679462,43.402388271376616,855,0,RED INTERNET & PHONE CABLE U,1
50 - 54,NRW,69.98929415644915,35.44639806215123,28,0,RED INTERNET & PHONE CABLE U,0
65 - 69,KBW,31.331659118053658,29.435567891463094,31,3,3PLAY PREMIUM,1
18 - 24,KBW,32.352020530690645,37.07034809092827,31,5,GIGAZUHAUSE TREUE B,1
18 - 24,HSN,87.8563177448356,-8.419798721235964,238,0,VF CABLEMAX,0
40 - 44,KBW,45.57624729669031,34.54684776387456,32,0,GIGAZUHAUSE KABEL,1
40 - 44,NRW,26.74394076536297,44.24149398465654,32,0,VF RIP U-TREUE,1
30 - 34,HSN,26.258653514365687,42.06261604050471,35,0,RED INTERNET & PHONE CABLE U,0
80 and over,HSN,70.17968815513626,35.49069064883099,643,0,VF RIP U-TREUE,1
55 - 59,NRW,41.567854147170124,17.354937671903013,26,0,RED INTERNET & PHONE CABLE U,0
50 - 54,KBW,39.00489630708352,51.6162468960641,35,0,GIGAZUHAUSE CABLEMAX,1
80 and over,KBW,99.20473819120537,39.56137393017048,131,0,VF RIP U-TREUE,0
35 - 39,HSN,21.417665482993975,42.50622954169642,30,1,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,47.50392081514565,35.798009132076906,32,0,RED INTERNET & PHONE CABLE U,0
40 - 44,KBW,38.300823214279006,25.380845992997497,28,0,RED INTERNET & PHONE CABLE U,1
70 - 74,NRW,39.333669515182635,21.72699850183474,132,0,GIGAZUHAUSE TREUE B,1
65 - 69,KBW,59.46461173454905,47.69900393641985,666,0,VF CABLEMAX,0
70 - 74,HSN,41.205915308426704,41.41437113310889,34,0,RED INTERNET & PHONE CABLE U,0
18 - 24,HSN,55.14611250132249,31.974334042696753,595,0,VF CABLEMAX,1
55 - 59,HSN,16.643583339772775,36.288799285351665,26,0,TELEFON HSI,1
45 - 49,HSN,31.179565790069127,37.916077676982894,206,0,RED INTERNET & PHONE CABLE U,1
35 - 39,NRW,18.244586250445852,40.882273846193556,29,0,RED INTERNET & PHONE CABLE U,0
40 - 44,KBW,38.979355576312756,46.78847227068176,32,0,3PLAY PREMIUM,1
25 - 29,NRW,15.169945856341975,43.47669229332948,162,0,1PLAY,1
55 - 59,HSN,40.18722483643043,30.870674500971095,35,0,GIGAZUHAUSE TREUE B,1
18 - 24,NRW,29.55150393155556,35.401848832799075,153,0,MMA,1
25 - 29,NRW,54.19207273644797,35.865663570892664,32,0,GIGAZUHAUSE CABLEMAX EB,1
55 - 59,NRW,78.40142141504192,45.20090399057363,30,0,RED INTERNET & PHONE CABLE U,0
80 and over,NRW,29.013392185136443,45.7581341916118,32,0,RED INTERNET & PHONE CABLE U,1
75 - 79,KBW,114.24264341568755,45.23655323606184,31,0,GIGAZUHAUSE KABEL,0
30 - 34,KBW,21.71630760121343,38.739758731771715,292,0,3PLAY,1
55 - 59,HSN,29.106718890842046,48.14929294899571,723,1,3PLAY PLUS,1
45 - 49,HSN,122.8538798847275,44.27700228935154,200,5,3PLAY SMART HRZ,1
45 - 49,NRW,35.10845307702555,41.56064432757498,68,0,RED INTERNET & PHONE CABLE U,1
75 - 79,NRW,41.745568261958056,39.07710804959745,26,0,RED INTERNET & PHONE CABLE U,1
70 - 74,HSN,116.88165342995111,35.11499788854104,33,0,GIGAZUHAUSE TREUE B,1
50 - 54,KBW,59.810165965950546,46.22969590992432,31,0,2PLAY FLY,1
50 - 54,NRW,31.302286640076375,36.45287382106009,33,0,RED INTERNET & PHONE CABLE U,1
50 - 54,NRW,57.7057832694795,49.22728409590117,37,0,RED INTERNET & PHONE CABLE U,1
60 - 64,KBW,78.07374910737478,39.80524156107177,28,0,VF RIP U-TREUE,0
60 - 64,NRW,34.159739149829434,28.395355902762535,350,0,3PLAY PREMIUM,1
45 - 49,NRW,57.608319454393765,41.20666696413598,34,0,3PLAY TREUE GENRE,1
60 - 64,NRW,49.55501088282612,51.353774226767705,207,0,MMA,0
50 - 54,NRW,8.943097716821708,38.04401618317703,31,0,GIGAZUHAUSE TREUE B,0
40 - 44,KBW,52.69625101762006,40.53528525300039,253,0,VF CABLEMAX,0
45 - 49,NRW,37.9251169867822,46.757909730376056,36,0,RED INTERNET & PHONE CABLE U,0
40 - 44,NRW,36.267326310131494,38.74668962803715,32,0,RED INTERNET & PHONE CABLE U,1
50 - 54,KBW,38.96869996127847,52.77330903540894,34,0,GIGAZUHAUSE KABEL,1
40 - 44,NRW,107.04300988450578,104.44803949668648,34,1,RED INTERNET & PHONE CABLE U,1
50 - 54,KBW,45.72556580372663,37.747897192745704,34,0,RED INTERNET & PHONE CABLE U,0
55 - 59,KBW,50.77607390830188,45.96644000832229,31,0,2PLAY PLUS,0
not available,NRW,47.164830272213955,43.754332289845365,26,0,VF RIP U-TREUE,1
40 - 44,NRW,44.35681665656527,42.368725954937204,118,0,VF RIP U-TREUE,1
55 - 59,NRW,56.502619850423926,52.109210739034445,174,0,VF RIP U-TREUE,0
45 - 49,KBW,116.12554871996491,43.360156787609185,36,0,GIGAZUHAUSE TREUE B,1
30 - 34,NRW,18.926785398461906,43.658464782165545,29,0,VF CABLEMAX,1
30 - 34,NRW,17.354551352547617,42.86064425758202,298,0,VF RIP U-TREUE,0
80 and over,NRW,34.944627240421056,46.705528100407584,108,0,2PLAY PLUS,1
55 - 59,HSN,20.534583431861165,44.3305227309843,638,0,GIGAZUHAUSE KABEL,1
40 - 44,KBW,47.55205979843765,45.327986157065524,27,0,RED INTERNET & PHONE CABLE U,1
65 - 69,NRW,18.63191010141507,45.73702736964851,305,0,VF RIP U-TREUE,0
50 - 54,NRW,75.81170757976814,45.78308537873661,27,1,VF CABLEMAX,1
30 - 34,KBW,31.285711665136404,39.718821380877166,30,0,128KBIT,1
60 - 64,HSN,39.00473025434671,45.59782405589144,829,0,GIGAZUHAUSE TREUE C,0
25 - 29,NRW,29.746807112061642,29.328347882448128,32,3,VF RIP U-TREUE,1
55 - 59,KBW,29.54255271908314,40.85931388595878,619,0,EAZY,1
50 - 54,KBW,21.510925009549496,37.49635186584415,28,0,EAZY,1
60 - 64,KBW,30.172480061440496,43.56858193839015,208,0,GIGAZUHAUSE KABEL,1
35 - 39,KBW,37.12600816560072,27.854248442715377,30,0,GIGAZUHAUSE KABEL,1
30 - 34,HSN,31.09908988240835,38.3644276798467,33,0,RED INTERNET & PHONE CABLE U,1
70 - 74,HSN,66.49153187134071,44.2797315891234,31,4,RED INTERNET & PHONE CABLE U,0
60 - 64,NRW,30.43479194895269,34.28962530296674,27,0,RED INTERNET & PHONE CABLE U,1
35 - 39,NRW,78.33169306504512,49.11223345394569,31,0,GIGAZUHAUSE CABLEMAX,1
35 - 39,HSN,26.48002946900907,42.23835842505336,58,0,GIGAZUHAUSE TREUE B,1
55 - 59,HSN,34.20911904208462,44.044822546716155,32,0,GIGAZUHAUSE KABEL,1
30 - 34,NRW,36.52789785840969,32.16786624913679,593,0,RED INTERNET & PHONE CABLE U,0
55 - 59,KBW,48.808660457226516,25.203175255045707,801,0,VF CABLEMAX,0
50 - 54,NRW,39.09145343110978,52.18336103489172,488,0,RED INTERNET & PHONE CABLE U,0
50 - 54,NRW,35.91722442253239,32.28224017078719,230,0,VF CABLEMAX,0
35 - 39,NRW,37.72491041930208,38.42199341075524,24,0,GIGAZUHAUSE KABEL,0
35 - 39,NRW,31.82476028544558,41.64739143655697,34,0,MMA,1
60 - 64,NRW,27.835968757453188,48.46955587946221,196,2,GIGAZUHAUSE CABLEMAX,0
55 - 59,NRW,45.48550860425874,41.446578554955806,603,0,RED INTERNET & PHONE CABLE U,1
40 - 44,NRW,23.18668624594691,36.10729696668098,27,0,GIGAZUHAUSE TREUE C,1
60 - 64,KBW,23.04762559948448,63.0662176109191,56,0,VF RIP U-TREUE,1
35 - 39,KBW,34.002124104656005,47.947827987934375,26,0,VF RIP U-TREUE,1
50 - 54,HSN,28.521764963118443,44.039772937577645,28,0,RED INTERNET & PHONE CABLE U,1
80 and over,HSN,41.48616235553259,59.31620280431888,33,5,GIGAZUHAUSE TREUE B,0
25 - 29,NRW,52.439407567659394,41.42476941814791,31,0,VF CABLEMAX,0
80 and over,NRW,32.59095446347554,39.16302355827568,31,0,VF RIP U-TREUE,1
80 and over,NRW,18.931249916561082,70.99764912583873,30,0,3PLAY PREMIUM,1
25 - 29,NRW,45.83867968665235,48.45273351905602,425,0,GIGAZUHAUSE KABEL,0
50 - 54,KBW,37.85275275188758,41.77362057777933,27,0,GIGAZUHAUSE KABEL,1
30 - 34,NRW,32.5544316275236,31.93186770340804,181,0,RED INTERNET & PHONE CABLE U,1
18 - 24,HSN,30.719042179447698,44.31361134537471,748,0,VF CABLEMAX,1
75 - 79,KBW,32.79790098859961,-5.209354243979838,226,0,128KBIT,1
30 - 34,NRW,51.912344942810726,46.09712106135495,34,0,RED INTERNET & PHONE CABLE U,0
55 - 59,KBW,28.792939903797134,58.789390629039154,637,0,GIGAZUHAUSE KABEL,1
35 - 39,KBW,16.013622393555583,42.662050064498416,30,0,3PLAY TREUE,1
80 and over,HSN,24.137102545011523,11.512735559563556,335,0,VF RIP U-TREUE,0
70 - 74,KBW,84.71069500308128,34.54151478612213,29,0,2PLAY PLUS,1
45 - 49,NRW,25.118325132306623,43.0100472592603,31,0,VF CABLEMAX,1
25 - 29,NRW,40.75079814503998,50.21813488812415,247,0,RED INTERNET & PHONE CABLE U,1
80 and over,NRW,37.89560917748378,46.40133133109131,407,0,INTERNET COMFORT,0
50 - 54,HSN,14.185885425968015,31.553208663952862,114,0,RED INTERNET & PHONE CABLE U,1
45 - 49,NRW,22.958718414137444,34.33434948130894,67,0,VF RIP U-TREUE,1
30 - 34,KBW,33.832327935870055,39.10923883368383,-24,0,RED INTERNET & PHONE CABLE U,1
75 - 79,KBW,37.39027796155439,50.50004833987034,33,0,GIGAZUHAUSE KABEL,1
60 - 64,KBW,95.14857469415145,45.98158976991868,189,0,VF RIP U-TREUE,1
30 - 34,KBW,47.67394463962811,47.573052127307946,31,0,VF RIP U-TREUE,1
35 - 39,KBW,41.62493863483014,41.66866397088463,332,0,GIGAZUHAUSE TREUE D,0
25 - 29,NRW,35.77094671832238,45.919725300228144,34,0,RIP CABLE U TREUE,1
35 - 39,KBW,14.559430624019685,32.80343839695138,30,0,VF RIP U-TREUE,1
60 - 64,NRW,27.123847525380793,39.31033443810252,212,0,GIGAZUHAUSE TREUE C,1
30 - 34,KBW,31.045051770985133,42.83541450375329,102,0,RED INTERNET & PHONE CABLE U,1
30 - 34,HSN,7.079628093636273,32.55957767309883,32,0,RED INTERNET & PHONE CABLE U,0
70 - 74,KBW,69.46633058748161,59.00135964411713,32,2,VF RIP U-TREUE,0
30 - 34,NRW,91.65770450416596,46.503385346009914,91,0,GIGAZUHAUSE KABEL,1
80 and over,NRW,28.845382219058553,67.86627308374722,763,0,2PLAY PLUS,1
75 - 79,HSN,133.43216209457063,42.57772354763809,158,0,GIGAZUHAUSE TREUE B,1
55 - 59,KBW,15.991411137675634,48.42312231286967,204,0,VF RIP U-TREUE,1
30 - 34,NRW,25.258183272369024,50.4883695803768,817,0,3PLAY PREMIUM HRZ,1
65 - 69,NRW,16.411179751306584,50.26768799008742,100,0,3PLAY JUMP,1
80 and over,KBW,21.169359600217742,33.92384196728841,32,0,MMA,0
40 - 44,KBW,26.1145305755418,42.34940347867628,34,0,GIGAZUHAUSE CABLEMAX,0
60 - 64,NRW,26.45156272491416,39.83531879772818,381,0,VF CABLEMAX,1
70 - 74,NRW,32.85315466609664,31.495545284600936,197,0,RED INTERNET & PHONE CABLE U,0
65 - 69,HSN,35.148551823025535,42.06098580750386,25,0,VF CABLEMAX,1
50 - 54,NRW,30.146201533730448,31.752170426285623,502,0,GIGAZUHAUSE CABLEMAX,1
70 - 74,NRW,66.72865757567125,32.74324374749686,700,0,MMA,1
35 - 39,KBW,31.50706413138828,42.63021209611214,33,0,GIGAZUHAUSE CABLEMAX,1
55 - 59,NRW,35.196392191288176,46.692598073061625,31,0,RED INTERNET & PHONE CABLE U,1
40 - 44,KBW,29.40201354827559,35.201825154882776,34,0,GIGAZUHAUSE TREUE B,0
55 - 59,HSN,41.006143015922966,44.38692105988084,34,3,RED INTERNET & PHONE CABLE U,0
75 - 79,KBW,26.24771504161791,31.616935221845548,32,0,GIGAZUHAUSE KABEL,1
30 - 34,NRW,18.548077016874917,35.69352920136523,29,0,VF RIP U-TREUE,0
60 - 64,NRW,25.028408513108403,63.69578566865467,240,0,GIGAZUHAUSE KABEL,0
60 - 64,HSN,28.769293517595706,20.358785901247117,275,0,GIGAZUHAUSE KABEL,1
45 - 49,NRW,35.076089383810654,44.759244708320885,33,4,RED INTERNET & PHONE CABLE U,1
45 - 49,KBW,17.26263349362788,45.58659279122761,116,0,GIGAZUHAUSE KABEL,1
35 - 39,NRW,34.87592654234139,48.877934672789884,30,0,GIGAZUHAUSE TREUE B,1
60 - 64,KBW,43.18902179319399,43.97646377226261,347,0,3PLAY PLUS HRZ,1
50 - 54,NRW,30.939936206686866,27.32446936778549,256,0,3PLAY VORTEIL,1
70 - 74,NRW,47.88338242282441,44.92635369176291,27,0,GIGAZUHAUSE KABEL,1
25 - 29,NRW,38.250289096540044,44.92229247610363,90,0,VF CABLEMAX,1
35 - 39,KBW,30.713912470055604,38.75256968111581,29,0,VF CABLEMAX,0
35 - 39,KBW,46.152904012161024,36.31319566545646,33,0,GIGAZUHAUSE KABEL,1
40 - 44,HSN,35.88535812122515,35.180293628736486,259,0,3PLAY FLY,0
45 - 49,NRW,29.70423826498276,46.13478313507809,33,0,VF RIP U-TREUE,0
60 - 64,KBW,16.52118577416264,40.942883709589786,31,0,3PLAY SMART,1
25 - 29,KBW,29.423132042506992,45.28509785375258,618,0,GIGAZUHAUSE KABEL,1
50 - 54,KBW,33.18270889901769,33.91248267039129,616,0,VF CABLEMAX,1
45 - 49,KBW,26.241813049424742,46.24170091741483,30,0,MMA,1
30 - 34,KBW,49.968411480331135,46.46146328704948,34,0,RED INTERNET & PHONE CABLE U,1
18 - 24,KBW,9.659050742648176,44.39836222142205,37,0,3PLAY SMART HRZ,1
40 - 44,HSN,36.48293156916389,42.617499642500746,33,0,VF RIP U-TREUE,1
25 - 29,NRW,17.206719393926083,45.12923068217758,32,0,GIGAZUHAUSE KABEL,1
35 - 39,KBW,36.580338657111405,40.33771555601625,26,0,RED INTERNET & PHONE CABLE U,1
25 - 29,NRW,43.49618846813634,43.29946022479633,157,0,RED INTERNET & PHONE CABLE U,1
25 - 29,NRW,30.53843489527214,35.49501317209843,180,0,RED INTERNET & PHONE CABLE U,0
25 - 29,KBW,24.727406101031022,49.03919774107798,684,0,RED INTERNET & PHONE CABLE U,1
60 - 64,KBW,35.29896643523878,37.85155239515771,86,0,GIGAZUHAUSE KABEL,0
40 - 44,NRW,36.93970506148029,54.75572539025733,32,0,EAZY,0
40 - 44,NRW,34.81482323844728,49.14100979899068,140,0,VF CABLEMAX,1
70 - 74,NRW,59.82539688799927,44.693316823125826,34,3,RED INTERNET & PHONE CABLE U,1
65 - 69,HSN,45.55293275363868,40.69967687369181,27,0,3PLAY PREMIUM MTA,0
80 and over,NRW,63.63098017383125,45.37862002505929,33,0,VF CABLEMAX,1
55 - 59,HSN,10.617333760117386,36.803074817372114,382,0,RED INTERNET & PHONE CABLE U,1
40 - 44,NRW,34.8012902521803,60.44976647976518,689,0,RED INTERNET & PHONE CABLE U,1
30 - 34,KBW,75.42564367748055,32.92837344743251,36,0,VF RIP U-TREUE,1
40 - 44,KBW,24.40185630666359,32.74894096072238,757,4,VF CABLEMAX,1
35 - 39,KBW,16.076029156943598,57.10067039037516,32,0,GIGAZUHAUSE KABEL,1
30 - 34,NRW,118.51104387593239,39.45156114523134,34,0,RED INTERNET & PHONE CABLE U,1
75 - 79,NRW,27.837269871988774,38.722511156582435,264,0,GIGAZUHAUSE KABEL,1
70 - 74,KBW,13.202133871079173,42.00289237831501,29,0,VF RIP U-TREUE,1
35 - 39,KBW,35.30012994502963,59.693207914968326,172,0,MMA MB,0
35 - 39,KBW,40.428014095102256,41.03856700824945,680,0,VF RIP U-TREUE,1
60 - 64,KBW,21.094733488670855,32.93254550781678,161,0,1PLAY,1
80 and over,KBW,41.7385579898463,48.657935192009305,33,0,RED INTERNET & PHONE CABLE U,1
50 - 54,KBW,58.79229763849236,49.77904115473659,34,0,VF CABLEMAX,1
80 and over,KBW,167.0171582469483,7.5500492868326905,34,0,VF CABLEMAX,0
25 - 29,NRW,54.438426890673405,67.42367342158923,32,0,2PLAY PLUS,0
30 - 34,NRW,25.843115337650367,235.55107344329912,35,0,RED INTERNET & PHONE CABLE U,1
30 - 34,NRW,14.39215246931894,42.312723141602035,31,0,2PLAY TREU,0
40 - 44,KBW,32.21977595372667,36.57902826103812,33,5,VF RIP U-TREUE,0
40 - 44,NRW,44.408083463543385,40.96581921437664,36,0,VF CABLEMAX,0
30 - 34,KBW,39.38104024832124,42.64903722653992,29,0,RED INTERNET & PHONE CABLE U,0
18 - 24,KBW,30.382385052402192,29.32753605854301,259,0,2PLAY COMFORT,1
75 - 79,KBW,31.60327329476962,35.45306847442195,30,0,EAZY,0
30 - 34,NRW,35.534886964517234,51.763390338219665,34,0,RED INTERNET & PHONE CABLE U,1
18 - 24,HSN,37.21056268974007,44.30393026343481,27,0,GIGAZUHAUSE TREUE D,1
40 - 44,KBW,49.92155525681055,37.96647561555952,153,0,VF RIP U-TREUE,1
60 - 64,NRW,28.282346829953823,51.14087017731125,30,0,RED INTERNET & PHONE CABLE U,1
60 - 64,NRW,35.305265868308325,35.54567214871436,33,0,GIGAZUHAUSE TREUE B,0
