customer_age_class,region,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,internet_product_name,flag_churn
under 18,NRW,74.14603188579267,42.67124242557849,54,9,1PLAY,0
45 - 49,HSN,14.89466531185749,94.6636987669854,3,6,EAZY,1
70 - 74,HSN,87.43352688812756,47.22402321978008,48,4,RIP CABLE U TREUE,1
40 - 44,HSN,65.05112202612524,46.98549128637545,64,4,2PLAY TREU,0
25 - 29,KBW,90.71452901331932,8.18816811237404,0,9,2PLAY JUMP,0
30 - 34,KBW,97.90630895718988,54.95687916559483,55,3,GIGAZUHAUSE CABLEMAX EB,1
40 - 44,HSN,27.884461179197316,20.154053801536097,37,0,128KBIT,0
60 - 64,KBW,60.7269847305375,98.0580073212429,35,3,GIGAZUHAUSE CABLEMAX EB,1
30 - 34,HSN,74.95683443390436,65.04811361121968,39,9,2PLAY TREUE,1
25 - 29,HSN,79.37714975254784,64.73715216391199,97,9,128KBIT,1
45 - 49,KBW,90.19263207666188,79.35519986401209,58,3,3PLAY PREMIUM HRZ,1
25 - 29,HSN,1.4272930193115596,85.78978053131323,22,1,3PLAY PREMIUM MTA,0
not available,NRW,35.42026822362082,51.383474007475826,29,6,TREUEPLUS,0
55 - 59,HSN,47.54696487894235,22.64066429692504,32,5,TELEFON HSI,0
not available,NRW,47.07313004485047,95.25249346726102,15,9,GIGAZUHAUSE TREUE C,1
30 - 34,NRW,33.61031276229715,80.05934050374644,61,0,3PLAY PREMIUM HRZ,1
55 - 59,HSN,96.6244629001878,91.81798155263905,25,6,2PLAY TREUE,0
25 - 29,HSN,5.6485969103202365,56.645589905624526,86,2,1PLAY MAX,1
not available,KBW,78.42904900677901,28.220078091719568,37,4,3PLAY JUMP,0
55 - 59,NRW,27.53767638488084,68.11940543472288,5,4,3PLAY COMFORT,1
75 - 79,KBW,38.29784552950842,61.29349541319352,89,7,2PLAY TREU,0
35 - 39,HSN,14.066335650718786,49.553498985611476,52,3,2PLAY,1
25 - 29,NRW,63.225938197455854,12.008794239808196,82,9,2PLAY COMFORT,0
30 - 34,HSN,25.76377782199962,9.349903625282153,38,3,GIGAZUHAUSE TREUE B,1
not available,KBW,27.227829182743978,98.36734789551636,24,4,MMA,0
45 - 49,KBW,57.6954037122845,27.703780323726313,34,6,3PLAY PLUS,1
40 - 44,KBW,29.3320841907571,11.36008020088466,46,2,3PLAY PLUS HRZ,0
35 - 39,HSN,98.67850132323072,91.9805742310904,97,3,3PLAY HD BOX,0
75 - 79,HSN,98.35182236784091,85.62282230805515,45,7,GIGAZUHAUSE TREUE B,1
40 - 44,KBW,68.9881889484686,44.34155354398354,12,5,3PLAY PREMIUM HRZ,1
65 - 69,NRW,15.715176172670942,2.9938597990340265,38,9,2PLAY PREMIUM,0
30 - 34,NRW,53.54887670811961,83.1959181794982,45,5,VF RIP U-TREUE,0
50 - 54,HSN,5.36561461094569,34.07208556114295,7,3,3PLAY PREMIUM HRZ,1
30 - 34,KBW,43.63951006357226,65.989889350386,37,2,3PLAY SMART HRZ,1
25 - 29,NRW,6.877686491724944,93.59777224800627,19,1,2PLAY COMFORT,1
55 - 59,HSN,39.62243998693632,14.56150631258989,74,1,TELEFON HSI,0
70 - 74,NRW,85.02363781761227,51.672773675307525,91,5,1PLAY MAX,0
70 - 74,NRW,3.9185333403280898,34.685178927231334,48,9,TREUEPLUS BASIS,1
65 - 69,HSN,73.53417806648639,84.64414168051957,54,6,2PLAY FLY,1
70 - 74,NRW,67.86436366568515,89.72364992593424,62,6,128KBIT,0
65 - 69,HSN,96.06485625595865,79.47323817222097,55,4,GIGAZUHAUSE TREUE,0
55 - 59,NRW,27.692511361315965,99.60217191019913,57,4,2PLAY PREMIUM,0
not available,NRW,40.97987588634271,11.385020735714502,20,2,GIGAZUHAUSE TREUE C,0
40 - 44,HSN,36.23163885474682,84.96773155716252,20,0,3PLAY PREMIUM HRZ,1
55 - 59,KBW,16.7641908874808,48.49952045790413,9,2,3PLAY + HD BOX + PAY,0
50 - 54,KBW,61.67984542391536,75.80814419497997,97,1,EAZY FLEX,1
18 - 24,KBW,86.17770962679981,62.99190131424071,23,2,GIGAZUHAUSE KABEL,0
50 - 54,HSN,92.96699403005353,87.166755605678,11,6,2PLAY JUMP,1
80 and over,HSN,71.12888063287278,64.71315467027468,66,4,3PLAY VORTEIL,1
not available,NRW,51.21244663609147,43.34178466438542,86,9,3PLAY + HD BOX + PAY,0
50 - 54,NRW,74.10464059496522,9.69083056845015,26,7,VF CABLEMAX,1
80 and over,KBW,87.10441671129611,91.6327333833184,0,7,EAZY,0
25 - 29,HSN,17.189297996623452,77.04924324883306,95,9,HSI HZ BOX ONLY,0
55 - 59,NRW,73.97308520915178,47.434436108209844,70,4,2PLAY START,1
not available,KBW,99.2137345382878,96.6617228598129,43,2,MMA,1
25 - 29,HSN,38.159347397427915,59.71828576383835,78,4,3PLAY HD BOX + ALLSTARS,0
30 - 34,HSN,98.4226809104325,6.972436082948974,2,4,3PLAY SMART HRZ,1
80 and over,KBW,21.64294560669702,24.038577398746074,48,6,3PLAY + PAY,0
70 - 74,NRW,27.27201020776473,9.862089891730763,32,4,MMA MB,1
50 - 54,KBW,27.84337562317962,29.78390969987149,0,7,HSI HZ BOX ONLY,1
50 - 54,NRW,60.36720940260479,84.64434541077203,92,9,3PLAY PLUS HRZ,1
55 - 59,NRW,83.32401344447422,43.07435394297682,58,0,3PLAY HD BOX,0
50 - 54,HSN,99.60265700072868,23.724892764803595,21,9,EAZY FLEX,1
40 - 44,HSN,80.60469618181344,97.72603435664786,47,5,3PLAY START,0
25 - 29,HSN,37.145098103547056,94.15525986445262,57,7,HSI HZ BOX ONLY,1
50 - 54,HSN,16.037324066971525,19.84252033071805,78,7,2PLAY PLUS,1
75 - 79,KBW,89.02198007616397,69.23690322737471,31,3,1PLAY,0
55 - 59,HSN,67.65971900484762,18.212701486599027,20,9,EAZY,1
18 - 24,HSN,14.237424180134505,66.54554381399967,58,4,MMA,1
80 and over,NRW,33.24188601417226,18.004409318249415,36,9,2PLAY START,0
not available,HSN,61.696133233579744,94.6451694314088,77,0,3PLAY TREUE HRZ,1
70 - 74,HSN,45.714253728696534,55.5622019875738,63,0,2PLAY PLUS,1
75 - 79,KBW,33.95089553946009,51.30477230431365,61,2,2PLAY COMFORT,0
55 - 59,HSN,48.48990538248127,20.386237749732828,65,9,TREUEPLUS BASIS,1
80 and over,HSN,76.4271327142729,15.849026718107261,99,4,3PLAY PREMIUM HRZ,1
30 - 34,KBW,83.37313840077594,10.651038767592125,21,6,3PLAY,1
18 - 24,HSN,52.77371228501865,48.3036006828481,26,5,TREUEPLUS,1
65 - 69,HSN,14.01376536122082,89.84728556245052,50,0,3PLAY PREMIUM MTA,0
80 and over,KBW,83.36073485827397,52.662340897657515,4,2,2PLAY TREU,0
45 - 49,KBW,46.047871631941696,57.96204975352837,74,6,2PLAY FLY,0
80 and over,HSN,89.90975059073602,28.14648067248866,34,7,128KBIT,1
30 - 34,HSN,87.3011814539954,42.04747526441667,81,0,EAZY,0
50 - 54,KBW,15.038245077137457,40.74872398105908,55,4,3PLAY SMART,1
70 - 74,KBW,35.52105851024494,21.377413337843887,82,2,3PLAY COMFORT,1
50 - 54,KBW,30.677046937818055,86.008573022057,43,3,2PLAY,0
80 and over,NRW,95.34408891164784,84.59526381890629,31,9,3PLAY TREUE HRZ,0
under 18,HSN,56.58120629120605,80.70232220530187,59,0,RIP CABLE U TREUE,1
not available,KBW,98.22923975374135,73.28206580442983,45,9,2PLAY FLY,0
45 - 49,NRW,36.47190674645798,57.01742663535012,68,3,HSI HZ BOX ONLY,0
70 - 74,HSN,88.47963358703954,58.46691715130563,63,5,3PLAY HD BOX,1
18 - 24,HSN,91.14893159927887,7.489867760178792,48,6,EAZY,1
45 - 49,KBW,93.12788976579984,51.82066957036429,52,2,3PLAY FLY,0
65 - 69,NRW,36.166089059003035,64.93854184711559,28,1,INTERNET START HZ TV,1
under 18,KBW,30.771336039368336,26.516033178712384,97,1,3PLAY VORTEIL,0
80 and over,NRW,7.2727760733128815,65.8531682785733,89,9,INTERNET COMFORT,0
55 - 59,NRW,62.23467419009919,78.26587736666701,43,4,GIGAZUHAUSE TREUE D,0
35 - 39,KBW,7.093231823137202,51.75600533818877,73,4,3PLAY PREMIUM,1
50 - 54,HSN,56.163245377269874,95.85883217659868,0,0,TELEFON HSI,0
70 - 74,HSN,32.40691750899251,86.66663495275458,71,1,TREUEPLUS BASIS,1
75 - 79,HSN,5.615303669464811,56.90770054674839,89,6,3PLAY TREUE GENRE,1
30 - 34,NRW,94.45376476023652,75.85123163949581,87,9,3PLAY TREUE MODEM,1
30 - 34,HSN,84.35808623136472,29.63547923565337,5,6,3PLAY,0
45 - 49,NRW,76.85332839144058,18.730930779731768,72,0,3PLAY PREMIUM HRZ,0
65 - 69,HSN,83.16203846421699,57.177293433232904,98,9,TREUEPLUS,1
under 18,KBW,41.27713549108938,80.24082786611767,48,1,GIGAZUHAUSE CABLEMAX EB,1
80 and over,KBW,23.99015369425537,60.12468192791862,85,9,GIGAZUHAUSE KABEL,0
60 - 64,NRW,17.084018694958946,27.742593929512804,15,4,3PLAY VORTEIL,1
50 - 54,NRW,69.92092134837361,81.13455946528396,62,2,2PLAY PREMIUM,0
50 - 54,HSN,78.46071845785019,77.64254909061879,24,3,3PLAY + HD BOX + PAY,1
45 - 49,HSN,12.558270803963012,32.27702379788776,41,5,3PLAY + PAY,0
25 - 29,NRW,95.69450697564685,80.61352608325089,31,5,INTERNET,0
50 - 54,HSN,59.96731093488893,7.904924491490162,14,5,3PLAY PREMIUM MTA,1
65 - 69,NRW,74.33226475414575,63.40366526384445,27,5,2PLAY JUMP,1
30 - 34,HSN,20.365507500993886,89.93777734647844,25,2,GIGAZUHAUSE TREUE B,1
65 - 69,HSN,72.18087955061858,29.475871990172976,92,1,TREUEPLUS BASIS,0
80 and over,NRW,0.7272293968756061,36.3429096258441,50,0,TREUEPLUS,1
45 - 49,KBW,59.55170754739041,21.23085765054169,89,0,GIGAZUHAUSE TREUE D,1
35 - 39,KBW,80.79812161847674,3.9875871060406465,98,0,2PLAY PLUS,0
65 - 69,HSN,4.949678877525898,78.94385709987274,96,6,3PLAY PLUS MTA,0
18 - 24,NRW,37.01903313877991,73.92394801196737,31,3,GIGAZUHAUSE TREUE B,0
50 - 54,HSN,14.73675794435323,83.5986979374469,91,5,2PLAY,1
80 and over,HSN,69.19906954783332,39.24544204764311,41,2,1PLAY MAX,1
50 - 54,KBW,67.66923296961453,76.43186690180302,15,4,1PLAY MAX,0
55 - 59,KBW,38.782642517751206,93.10063151387779,37,6,3PLAY,0
25 - 29,HSN,39.422450692737385,23.7207796646837,87,1,GIGAZUHAUSE TREUE B,1
55 - 59,KBW,43.19304109715589,71.41369688499103,65,6,2PLAY JUMP,1
40 - 44,HSN,95.73728190894775,93.66194575835836,23,0,RED INTERNET & PHONE CABLE U,1
18 - 24,KBW,28.65408911546489,86.13273796397209,66,1,MMA MB,1
65 - 69,HSN,75.88203995451181,92.42716338575636,97,2,3PLAY VORTEIL,0
55 - 59,KBW,80.72301483144726,49.16510274976893,27,1,3PLAY HD BOX,0
65 - 69,NRW,46.02363022036789,88.08535678087284,51,7,3PLAY TREUE MODEM,1
not available,HSN,66.64003575571398,10.840851758277159,24,0,INTERNET COMFORT,1
80 and over,HSN,71.36183361798908,53.63595840744201,1,2,GIGAZUHAUSE TREUE D,1
under 18,KBW,56.8598230742498,16.95817161199562,36,9,2PLAY FLY,0
60 - 64,HSN,30.459060299301875,96.62865565094766,84,1,3PLAY PLUS,1
30 - 34,NRW,53.289444840904444,91.11589436521547,35,0,3PLAY FLY,0
70 - 74,KBW,18.14457421912786,77.8694594387393,54,9,INTERNET COMFORT,1
30 - 34,NRW,57.53879283179039,76.3026358540948,66,2,3PLAY TREUE,1
50 - 54,KBW,84.4278249322615,7.508532854592531,2,4,GIGAZUHAUSE KABEL,1
75 - 79,KBW,14.415929587745469,87.03313077183158,24,4,3PLAY TREUE HRZ,0
40 - 44,KBW,41.41525054188334,49.34136011532468,84,9,3PLAY + PAY,0
65 - 69,KBW,28.396840181120652,70.48753596981724,35,0,MMA,0
30 - 34,NRW,26.80947486609202,52.33268195039113,81,5,3PLAY COMFORT,0
under 18,HSN,33.653319353614755,30.854023022423803,16,6,3PLAY FLY,1
80 and over,NRW,20.408258859470074,54.21423512930939,95,6,MMA MB,1
18 - 24,HSN,48.68623534996054,44.43823974346086,51,9,3PLAY TREUE,0
50 - 54,NRW,8.85830990210038,98.04555118769368,10,5,GIGAZUHAUSE TREUE C,0
25 - 29,KBW,88.01544753383389,91.15306709141605,45,4,TREUEPLUS BASIS,0
30 - 34,KBW,60.545940587467825,99.3038524047541,11,5,128KBIT,1
55 - 59,NRW,90.4273913881231,60.82004752140553,48,0,3PLAY PLUS,1
45 - 49,HSN,15.368427259528817,92.43757374568446,97,9,3PLAY PLUS MTA,1
60 - 64,KBW,77.43657999536052,72.47220652828145,27,9,3PLAY COMFORT,0
under 18,KBW,88.86720496588342,11.318870853743146,34,9,3PLAY HD BOX + ALLSTARS,0
55 - 59,KBW,32.046181286770384,61.46924096054207,68,0,3PLAY + HD BOX + PAY,1
not available,KBW,82.83945334197207,41.93840389669942,45,7,3PLAY TREUE,0
75 - 79,NRW,91.63991250908389,85.65527657251452,17,6,3PLAY,0
under 18,KBW,70.08256469077307,69.6587028360186,92,7,TELEFON HSI,1
80 and over,NRW,33.123265183866124,55.277290938104386,19,0,3PLAY SMART HRZ,0
55 - 59,HSN,59.465146378915456,75.49728818116976,9,0,3PLAY PLUS HRZ,1
55 - 59,HSN,56.72062399520546,20.106474419833653,34,0,GIGAZUHAUSE CABLEMAX,1
60 - 64,NRW,58.803401371498445,75.90694666596308,83,2,3PLAY TREUE GENRE,0
45 - 49,NRW,50.96988475853724,48.81874497973915,88,5,2PLAY JUMP,1
45 - 49,NRW,52.042521241309345,53.88560381126616,12,4,TREUEPLUS,1
45 - 49,HSN,17.058788815208224,20.971623013541883,48,7,TREUEPLUS BASIS,0
60 - 64,NRW,67.63749519618082,48.80932233531904,31,4,3PLAY + PAY,0
55 - 59,KBW,35.28154025702806,12.780246885494972,12,0,3PLAY PREMIUM,1
not available,KBW,60.31995721592256,49.90997317017162,10,5,3PLAY PLUS,1
40 - 44,KBW,29.865345413637733,85.90058100950036,54,6,3PLAY + HD BOX + PAY,1
25 - 29,NRW,70.48075354823663,51.314812825961354,54,3,EAZY FLEX,1
18 - 24,NRW,59.73360783037413,48.86767649902577,55,7,3PLAY PREMIUM,1
55 - 59,HSN,72.44786435476438,75.72225209902066,80,1,3PLAY TREUE HRZ,1
45 - 49,NRW,74.87136594942741,4.278186870487877,24,9,HSI HZ BOX ONLY,0
40 - 44,NRW,72.64660023192305,8.097274471804806,26,3,3PLAY TREUE GENRE,0
30 - 34,KBW,87.24792711649035,83.57832946505854,97,5,2PLAY PREMIUM,0
80 and over,KBW,96.19824144376264,5.231660474110111,29,7,2PLAY TREU,1
60 - 64,NRW,46.79328935726613,61.257700965380515,68,9,3PLAY,1
60 - 64,KBW,27.200241065584308,54.31471334322608,58,7,3PLAY HD BOX + ALLSTARS,0
80 and over,KBW,50.235041318872376,44.121889912644306,9,5,VF CABLEMAX,0
under 18,NRW,8.512689901572202,39.27980932497952,15,6,3PLAY HD BOX,1
35 - 39,HSN,33.97713474042141,48.74162263966977,75,4,2PLAY FLY,0
18 - 24,KBW,31.437367374114388,87.77657714379245,63,5,GIGAZUHAUSE CABLEMAX EB,1
25 - 29,HSN,59.3822969998926,59.603319958954174,40,4,GIGAZUHAUSE KABEL,1
25 - 29,KBW,32.812972179599264,76.19309198219895,100,4,3PLAY HD BOX + ALLSTARS,1
50 - 54,KBW,67.66217760242127,72.12310128284815,4,4,GIGAZUHAUSE TREUE B,1
