customer_age_class,region,count_previous_cancellations_0_18,basket_months_since_contract_start_date,basket_days_until_contract_end,basket_months_until_contract_end,basket_package_price_disc,basket_product_category,basket_package_price_list,internet_package_price_disc,internet_product_name,internet_diff_churn_months,internet_days_until_initial_contract_end,internet_months_since_contract_start_date,flag_churn
60 - 64,KBW,7,12,18,2,99.24295232856558,UPLOAD OPTION,67.19571405958223,58.969472301355076,3PLAY FLY,34,71,58,1
60 - 64,NRW,7,44,45,8,8.500106751482528,DISCOUNT,94.88610207205073,74.5398073947293,3PLAY HD BOX + KOMPLETTPAKET,26,60,5,1
18 - 24,KBW,9,66,87,20,9.445791415049454,SECURITY  PACK,0.27032138935026984,84.81503803469849,EAZY FLEX,9,24,51,0
70 - 74,HSN,3,91,65,3,63.36078897001911,SD RECORDER,64.7196653894036,93.58320802167886,2PLAY,3,32,61,0
80 and over,NRW,7,85,70,8,94.92974733018349,HZ TV,60.03922370976396,98.3426242260642,INTERNET START HZ TV,0,39,83,0
65 - 69,KBW,4,39,53,4,93.67464737894554,HZ GO S/A,58.87396099702882,39.98016922245259,EAZY FLEX,26,100,17,1
25 - 29,HSN,10,39,48,5,44.73782946071331,GIGATV CABLE,96.27703198402425,38.03351835275731,RIP CABLE U TREUE,12,16,45,1
25 - 29,NRW,4,75,94,0,72.76963431316487,3PLAY,1.6871673370039697,14.780867669727238,3PLAY HD BOX + HIGHLIGHTS,16,52,96,1
under 18,HSN,9,22,59,2,74.22379779316829,RED BUSINESS IP 300 CABLE,69.64824307014501,68.49344386835594,3PLAY,15,90,62,0
60 - 64,NRW,1,30,80,23,30.698605596261263,VTV INTERNATIONAL,81.36786497018635,65.67619584408371,2PLAY START,1,80,22,0
80 and over,KBW,4,17,26,19,11.977134909755616,3PLAY,50.980719662158414,86.20625958512072,GIGAZUHAUSE TREUE B,15,46,97,0
35 - 39,HSN,11,70,35,21,44.38786756746984,HZ GO S/A,33.396486959680914,9.725799478764063,2PLAY TREUE,5,96,9,1
40 - 44,HSN,7,71,58,15,39.177431923395766,DOCU,79.0840163227405,49.77769078253418,2PLAY MAX,8,94,5,1
not available,KBW,7,18,49,13,53.18491770716929,GIGATV CABLE BOX,9.724292563242464,58.10819296720631,INTERNET START HZ TV,31,84,76,0
60 - 64,NRW,2,92,73,20,84.53576818202399,SD RECEIVER,44.203563772992524,24.15570400399184,VF RIP U-TREUE,35,23,61,0
40 - 44,KBW,3,43,44,0,53.627454436787524,BASISPREISANPASSUNG,51.99523745708382,16.902540612916127,3PLAY + HD BOX + PAY,0,15,42,1
50 - 54,KBW,2,83,13,12,68.02701510460297,AVM REPEATER 1750E,69.39564109345476,85.95808364196215,3PLAY + HIGHLIGHTS,25,44,16,1
55 - 59,NRW,8,49,70,5,60.9177581558388,SD RECORDER,9.088573203240946,5.853492223555879,2PLAY,32,83,59,1
30 - 34,HSN,11,41,38,6,9.847800336397084,VF PREMIUM,22.775950153786095,47.06209039180729,RIP CABLE U TREUE,1,55,17,0
55 - 59,HSN,4,93,39,16,9.202758561195722,GIGATV CABLE BOX,41.030156269012565,11.583400130088528,RIP CABLE U TREUE,13,98,68,0
35 - 39,HSN,2,46,8,12,5.596582834944785,TV START,62.329467302013065,45.705876133136734,GIGAZUHAUSE TREUE D,35,27,60,1
under 18,HSN,4,21,13,8,8.653249019938801,BOOSTER RETENTION,88.69607812174175,97.99623263423094,3PLAY PLUS MTA,31,45,25,0
30 - 34,KBW,5,73,7,13,23.717329363871144,MIETE DIGITAL-RECEIVER,61.88261682413765,42.37063534554728,3PLAY + HIGHLIGHTS,23,98,14,1
45 - 49,HSN,6,89,80,7,83.95129668196633,SPORTS,13.346147093493443,85.71249175045673,B2B-RED,35,81,61,0
55 - 59,HSN,10,96,22,8,52.23705322713111,KMV PREMIUM,98.05801327872824,11.73155641831939,3PLAY JUMP,21,87,53,0
60 - 64,HSN,0,91,79,3,51.30748631715455,SKY WELT 3P,87.17857347554929,27.125207676186413,MMA,3,27,81,0
80 and over,HSN,10,73,89,16,64.98319735234533,POSITIVOPTION 3P SMART 50,50.2720761145324,40.37927406673345,3PLAY VORTEIL,28,77,29,1
55 - 59,HSN,7,28,8,12,54.45908773835077,SPORTS,92.2347981796633,39.98121400093307,3PLAY HD BOX + ALLSTARS,11,48,70,0
not available,NRW,12,81,99,21,3.246529565126377,SD RECORDER,54.13807937571357,67.13834786701531,3PLAY TREUE MODEM,3,87,28,1
55 - 59,KBW,8,58,6,23,58.015171627097715,ARENA,92.33060678891631,34.47181273755076,3PLAY TREUE MODEM,29,94,74,0
55 - 59,HSN,4,0,81,20,77.10890481699647,SD RECEIVER,82.98973686033432,71.37668684100163,RIP CABLE U TREUE,11,5,5,1
under 18,HSN,10,86,71,1,37.62265742721872,DISCOUNT,96.82864102942973,63.91868992253925,3PLAY PLUS,32,97,100,1
25 - 29,KBW,5,63,84,15,49.102474090072725,SUPERWLAN MODE,91.97828107781584,39.91611452547731,GIGAZUHAUSE TREUE C,29,98,100,1
30 - 34,HSN,11,16,89,21,98.16396804040689,MMA ACTIVE,3.603381742856948,43.17601276543193,GIGAZUHAUSE TREUE D,2,28,84,1
80 and over,KBW,7,36,66,12,24.465141426217706,HD MODUL,17.477200416093996,61.45276998103208,3PLAY + WUNSCHPAKET,20,65,55,1
40 - 44,NRW,3,94,60,13,37.43231966372207,3_HD_SKY FILM SPORT BULI HL_AS,38.913467710118574,7.004219014464463,3PLAY PREMIUM MTA,3,68,50,0
40 - 44,HSN,10,24,16,20,4.565964198897843,SECURITY  PACK,95.21426972954208,82.24067383556903,3PLAY PREMIUM MTA,3,85,86,0
30 - 34,HSN,2,63,56,5,31.00676399689497,1PLAY,30.002891947592957,65.3421161113637,3PLAY + HIGHLIGHTS,4,72,53,1
70 - 74,NRW,9,67,23,1,83.15193998721372,MMA ACTIVE,16.046764388760103,72.63424644178352,3PLAY TREUE HRZ,5,33,10,1
50 - 54,HSN,6,51,24,22,80.7022835987101,SD RECEIVER,88.630466608656,53.692300108239046,1PLAY MAX,0,99,43,1
25 - 29,NRW,5,8,4,23,64.00241552994383,SUPERWLAN MODE,44.63944154832029,11.047711099174473,3PLAY SKY,33,48,59,0
55 - 59,NRW,2,56,100,5,36.81024019815341,SKY WELT 3P,90.78755943543261,40.50356132969499,INTERNET PREMIUM,16,99,30,1
under 18,HSN,12,91,49,21,31.27532957735243,UPLOAD OPTION,16.023046632014328,40.53735828485561,3PLAY VORTEIL,24,89,59,0
75 - 79,NRW,5,93,87,3,80.18361500531323,SECURITY  PACK,66.11175115080995,32.10429900432169,128KBIT,19,69,14,1
45 - 49,HSN,2,87,30,18,7.044718594415944,SUPERWLAN MODE,44.02637528294918,2.995032490474936,INTERNET START HZ TV,19,65,48,0
25 - 29,HSN,2,32,54,21,68.35729603655977,MMA ACTIVE,7.648676903028539,73.72542425964774,3PLAY TREUE,23,99,56,1
18 - 24,HSN,6,19,25,4,38.072924499260765,2PLAY,69.64631446525006,10.97844580625007,2PLAY,1,71,65,0
45 - 49,NRW,9,72,20,14,63.39309563179248,DOCU,24.73987555391537,60.630813304508514,INTERNET,31,1,7,0
30 - 34,NRW,9,71,97,23,92.68790894546248,HD OPTION ALLSTARS,3.9615522579517726,70.32174964672157,VF CABLEMAX FULL FLEX,2,1,69,1
30 - 34,NRW,9,87,57,21,85.39401175386384,RC TREUEPLUS,5.994429824957326,63.47863229336947,128KBIT,16,71,15,1
50 - 54,KBW,6,13,23,22,49.767797853565064,HD MODUL (MIETE),6.107853706678734,95.91422519779749,2PLAY TREUE,27,25,52,1
35 - 39,HSN,2,58,27,23,42.783437883147236,DIGITAL KABELANSCHLUSS,90.77329574850394,10.329815508513862,INTERNET,1,100,32,1
35 - 39,NRW,8,81,29,21,82.2559451360812,TV START,73.9883917829101,86.71671591051991,3PLAY HD BOX,0,77,87,0
65 - 69,KBW,3,55,33,3,73.82265807305043,2PLAY,89.80623572137351,2.9190234848913255,3PLAY PREMIUM HRZ,24,50,78,0
60 - 64,HSN,11,64,53,0,44.714384049583636,SUPERWLAN,67.25823112965213,53.4916854927084,3PLAY TREUE MODEM,20,27,34,0
50 - 54,HSN,2,75,51,7,96.8903041099436,AVM POWERLINE 1260E,52.89399290308832,40.424361793925875,3PLAY TREUE HRZ,34,96,29,0
80 and over,HSN,9,92,86,10,36.31612578404464,ARENA,30.444636434737827,52.41838603937582,3PLAY PLUS MTA,12,43,51,0
50 - 54,KBW,8,36,7,19,39.7533491596634,SUPERWLAN,99.79622513286735,36.50998770600098,GIGAZUHAUSE TREUE,19,19,89,0
40 - 44,NRW,10,25,9,15,73.8682659213446,HD OPTION ALLSTARS,36.21890589393894,19.056691494006806,GIGAZUHAUSE TREUE B,12,98,53,1
70 - 74,NRW,6,32,54,2,44.90834277012896,EUROPA FLAT PLUS,47.06489492139095,1.912289744868978,3PLAY HD BOX + KOMPLETTPAKET,24,45,4,0
70 - 74,NRW,6,42,0,11,93.72843639177566,DISCOUNT,37.824517492346175,51.814981379117434,INTERNET PREMIUM,16,100,64,0
60 - 64,NRW,5,14,83,8,25.723348547139334,DISCOUNT,97.95269293354586,84.27768626848423,3PLAY SMART,23,80,26,0
80 and over,HSN,1,86,36,4,38.17598072362818,RED BUSINESS IP 300 CABLE,17.465838539500577,37.32159557447942,3PLAY PLUS,28,43,84,1
80 and over,HSN,11,28,81,16,69.71416168283547,HD MODUL,32.798800090807966,22.286381801498024,HSI HZ BOX ONLY,10,67,5,0
25 - 29,NRW,3,20,20,19,89.70701046031435,OTC INTERNET,68.03486660150016,8.053200347184408,1PLAY MAX,13,8,88,1
40 - 44,NRW,3,82,3,9,12.105987960108544,HD MODUL (MIETE),6.320761833863065,8.531092311870337,3PLAY PLUS HRZ,25,83,17,0
40 - 44,NRW,7,68,42,14,24.154568649396325,DIGITAL KABELANSCHLUSS,60.7249374011541,22.13964462927722,3PLAY PREMIUM,7,46,68,0
55 - 59,KBW,1,22,65,2,22.82636099003713,AVM REPEATER 1750E,47.76465028764161,10.001406092155518,3PLAY HD BOX + HIGHLIGHTS,8,64,56,1
65 - 69,HSN,5,99,20,15,48.95093288343594,RC TREUEPLUS,28.39999767621011,26.503969836448206,INTERNET START HZ TV,3,20,32,0
25 - 29,NRW,7,83,36,2,89.15226774917562,GIGATV CABLE BOX,23.8413280924058,6.614946211695472,INTERNET PREMIUM,8,96,81,0
75 - 79,NRW,12,7,68,11,35.81074751151223,3PLAY,51.45127432987567,6.560486720992564,VF CABLEMAX FULL FLEX,19,98,72,1
under 18,KBW,0,72,80,10,38.523741854992764,SPORTS,36.792758053704134,85.6276179622782,2PLAY TREUE,3,5,73,1
45 - 49,NRW,10,61,47,19,91.67270193301819,BOOSTER RETENTION,45.65198912626553,16.212026070883322,3PLAY START,28,85,100,0
75 - 79,HSN,3,13,10,19,11.381664038986116,ALLSTARS,33.747738176423994,55.9682405823448,RIP CABLE U TREUE,35,24,31,0
30 - 34,KBW,5,5,94,14,63.11255415710575,HD MODUL (MIETE),97.04936935959776,77.34555444490306,INTERNET PREMIUM,23,2,94,1
under 18,KBW,5,0,91,4,13.281499876869384,SPORTS,13.343943174560401,45.64095653390666,GIGAZUHAUSE TREUE B,5,71,73,1
55 - 59,KBW,0,8,43,8,37.42445809714211,HZ TV,9.68039531783742,15.336887785934572,INTERNET PREMIUM,18,75,48,1
35 - 39,NRW,7,79,63,15,32.44048636316378,BOOSTER RETENTION,34.339172879091606,19.959614212011434,3PLAY SMART,1,28,99,1
18 - 24,NRW,1,79,31,14,68.01155376270953,HIGHLIGHTS,59.102690087049126,43.29842062811807,3PLAY PLUS,35,95,32,0
40 - 44,NRW,1,53,20,6,79.55347461391472,RED BUSINESS IP 300 CABLE,65.91764718500282,52.82340891785358,2PLAY MAX,19,65,14,0
70 - 74,KBW,0,11,70,6,50.393361187943555,HD OPTION,39.72567471680421,34.944029204853486,GIGAZUHAUSE TREUE C,26,80,61,1
50 - 54,KBW,2,4,9,7,29.62423883711427,TV START,99.92779939221711,78.14796002346614,GIGAZUHAUSE CABLEMAX FF,11,82,87,0
75 - 79,HSN,7,39,60,9,88.5962269002118,SUPERWLAN,35.18929961930426,75.10216488563984,3PLAY TREUE,28,14,32,1
50 - 54,KBW,10,92,91,4,35.187056092725555,SUPERWLAN,72.14066679599524,92.7211807373118,3PLAY HD BOX,20,21,56,1
65 - 69,NRW,7,45,35,21,73.83903376936127,RED BUSINESS IP 300 CABLE,63.758269453079286,2.895254902696054,3PLAY TREUE GENRE,29,69,28,0
50 - 54,NRW,12,26,83,3,55.53612630261748,RED BUSINESS IP 300 CABLE,81.30538632474607,89.56912912102034,3PLAY PLUS MTA,15,33,43,1
